,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.20317929360263,0,0.235765360208391,0,0,0,0,0.0561589736643831,0.0653619291587721,0,0,0,0,0.0376640269998968,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0.08026744850031,0,0,0,0,0.081793407755238,0,0,0,0,0,0.117463292986679,0,0,0,0,0.0263987064787392,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.110547552552649,0,0,0.161046638338762,0,0,0,0.202467927654715,0,0,0,0.155164340190058,0,0,0,0,-0.122598554659438,0,0,0,0,-0.0694136994580194,0,0,0,-0.0383353105125706,6.93889390390723e-18,0,0,0,0.127056926025271,0,0,0,0,-0.213777390561275,0.27501880103901,0.196906769492849,0.0775087391328977,0,0,0,0,0.0159059758784824,0.140233249169014,0,0
X601939.CH.EQUITY,0.294817204695176,0,0,0,0,0,0,0,0,0,0.0823836609386293,0,0.187071161975017,0,0,0,0,0,0,0,0,0,0,0,0.0724307904283357,0.0425166700028477,0,0,0,0,0,0,0.171055451188864,0,0,0,0,0,0,0,0.0943798332182399,0,0,0,0,0.0774746258431541,0,0,0,0,0,0
X601288.CH.EQUITY,0.370272143716946,0,0.0893534449800983,0,0,0.303999560434301,0,0,0,-0.0263039709808976,0,0,0,0,0.0475664750865545,0,0,0,0,0,0.036341961930598,0,0,0,0,0,-0.0498580583808647,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172096695292611,0,0,0,0,0,0,0,0,0.0356319605895242,0,-0.0239324350702209
X5.HK.EQUITY,0.177373309424146,0,0,0,0,0,0,-0.139015932649236,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.410358212557174,0,0,0.182182173295137,0,0,0,0,0,0,0,0,0,0.442843104299662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.170550647057046,0,0,-0.0160907779285054,0
X601988.CH.EQUITY,0.107332523662596,0.190871736061044,0.283857212230559,0,0,0,0,0,0.0423428944872892,0,0,0,0,0,0,0,0,0.0869559088366334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182388676890461,0.0743910275779311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105032264527358,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.18896569928881,0,0,0,0.0205942034974229,0,0.0809486262653111,0,0,0,0,0.546213159076576,0,0,0,0,0,0,0,0,0.0524431665469634,0,0,0,0,0,0,0,0.0642778508958072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414571716767536,0,0,0.128098927389779,0,0,0.0213687866476502,0,0,0,0,0.0468333672490549,0,-0.0238928481375115,0.410046524458084,0,0,0,0,0,0,0.0252898213439896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587938245986973,0
X601628.CH.EQUITY,0.13735925920186,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.0368394571696914,0,0,0,0,0,0,0,0,0,0,0,0.0185663533744699,0,0,0,0,0.212567565386315,0.113649356525783,0,0,0,0,0,0.0182926552630813,0,0,0.186571370801672,0,0,0,0,0,0,0,0,0,0,0.082813446905312,0.111054351213777,0
X601658.CH.Equity,0,0,0,0,0,0.168807498076965,-0.187049633215286,0,0.0971754201051614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,-0.0896099056722141,0,0,0.0800378577529847,0,-0.141360362909337,0,0.507295121499592,-0.305634777425497,0,0,0.643658044575699,0,0.128665753281495,0,-0.157489031800914,-0.362230525560118,0,-0.402293962545009
