,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.0572591437194166,0,0.139729248242827,0.178339403616597,0,0.351063116054654,0,0,0,0.000609799187063253,0,0.133060059488381,0,0,0,0,0,0,0,0,0,0.0119470990129556,0,0,0,0,0,0.104111294210809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.167374181544297,0,0,0,0,0.00035803136973756,0,0,0.24546562084643,0,0,0,0,0,0.0592428631399054,0.164753895302167,0,0.040350912586185,0.165184603610363,0,0,0,0,0,0,0,0.00334659408041503,0,0,-0.104252508293324,0.0757749037838882,0,0,0,0,0,0.108405720630153,0,0.100454334290782,0,0,0,0,0,0,0,0,0,0,0,-0.0353589106286086,0
X601939.CH.EQUITY,0.255403649072687,0,0,0,0,0,0,0,0,0,0,0,0,0.415749027548784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201757712442616,0.102968608899973,0,0,0,0.0188562524577314,0,0,0,6.93889390390723e-18,0,0,0,0,0,0
X601288.CH.EQUITY,0.343973328906188,0,0.0265519217643895,0,0,0.487895988320549,0,0,0,0,0,0.00727892436682413,0,0,0.0356450969815783,0,0,0.00911648736273986,-0.0255893918451863,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.100401175412221,0,0,0
X5.HK.EQUITY,0,0,0,-0.0627327948908352,0,0,0,0.0470248807370512,0,0,0,0,0.0271667046436852,0,0,0,2.77555756156289e-17,0,0,0,0,0.0592772036248006,0.635551093733289,6.93889390390723e-18,0,0,0.208054654377847,0,0,0,0,0,0,0.18904776837097,0,0,0,0,0,0,0,0,-0.101831677180971,0,-0.0710643898849161,0,0,0,0,0,0,-0.0659196355817699
X601988.CH.EQUITY,0,0.0592145167640211,0,0,0,0,0,0,0,0,0.107930986501072,0,0,0,0,0.219812875095886,0,0.0739826472256142,0,0,0,0,0,0.220235063806679,0,0,0,0,0,0,0,0.103779258851204,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.136874675583446,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.117636210041392,0,0,0,0.267543576601326,0,0,0,0.166832843304878,0,0,0,0,0,0,0,0,0,0,0.0482798063058699,0,0,0,0.161331933983337,0,0.150334972627419,0,0,0,0,0.0358544196269164,0,0,0,0,0,0,0,0,0,0.0241657513831931,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.119853814678124,0,0,0.141535241825185,0,0,0.278535493629538,0,0,0,0.0933536991302964,0,0,0,0,0,0,0.00847094550717052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.399131910320248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109545229180076,0,0,-2.77555756156289e-17,0.116284618113533,0,0,0,0.140628943744302,-0.0362346391475232,0,0,0,0.0130138030191042,0.258808099909977,0,0,0,0,0.116153107106721,0,-0.0463643248364948,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242741038410394,0,0,-0.0722338011912352,0,0,0,0,0,-0.0678671221729619,0.0455257066005326,-0.253927192356109,0.775711473400064,0,0,0,0,0,0.261184441147984,-0.485762959607824,0,0.0109895573050306,-0.250370292091265
X601328.CH.EQUITY,0,0,0.0783857062506658,0.00838348512520235,0,0,0,0,0,0,0,0,0.027808327966114,0.433871140519927,0.0631974785396512,0,0,0,0,0,0,0,0.0282424581238041,0.175710574871751,0.133702335174068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199883913164032,0,0,0.0407154451443728,0.00786860104233988,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.206295866334051,0,0,0,0.281759110400219,0,0,0,0,0,0,0,0,0,0,0.0756844210891621,0,0,0,0,0,0,0.00446413908005685,0,0,-0.107051693808001,0,0.0118531526520146,0.571063160739243,0,0,0,0,0,0,0,0.0550268591448203,0.0298954644543705,0,0,0,0,0,0.0293618591262622,0,0,-0.184672076407522,0,0,0.0837279058349663
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0498449825151801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145975724828816,0.563350670637782,0,0,0,0,0,0,0,0.0150070753163178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.341066197741903,0.133893855523683,0,0,0,0.0467509217702665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0632430423879636,0.147550866959328,0,0.136973628160251,0,0,0.173399492961873,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.10426497103501,0,0,0,0,0,0,0,0.121792978217461,0,0,0,0,0,0,0.239714589140417,0,0,0,0,0.0373943371581142,0,0.0867132991977028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160286262546268,0,0,0
X000001.CH.EQUITY,0,0.0319719094287577,0,0,0,0.0353391641383963,0.0854608038019047,0,0,0,0,0.231108064694554,0,-1.38777878078145e-17,0.07859393307358,0,0,0,0.00349002388337019,0.096616156592981,0,0,0,0,0.2099638819923,0,0,0,0,0,0,0,0,0,0,0,0.179017683423057,0,0,0.095675694378685,0.012687030493846,0,0,0,0,0,0,0,0,0,0,0
