,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.14141257146685,0,0.126688654819075,0,0,0.0262509506574728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486959177076004,0,0.41835039436052,0,0.215957861607816,0,0,0,-0.111985759786173,0,0,0,0,-0.186378959778443,0,0,-0.0357494110920524,-0.0852782123512265,0,-0.687483138902182,-0.058044875879196,0,0.0917866901008703,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.36046170031782,0,0,0,0,0.0293962328890191,0,0,0,0,0.245158041470097,-0.132130952206451,0,-0.0151394025490288,0,0.0179775471576877,0,0,0,0,0,0,0.0617528120754744,0,0,-0.183523680772074,0,0,0,0,0,0,0,0,0,0,0,0.0757714190615786,0,0,0,0,0,0.308850737216952,0,0.138771928315858,0,0.123476356085214,0
X601318.CH.EQUITY,0,0,0,0,0.119152426682393,0.248616498450174,0,0,0,0,0,0,0,0,0,0,0,0.121810150922925,0,0,0,0.126345111530014,0,0,0,0,0.00460372462340809,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.297193442343072,0,0,0.121650315249654,0,0,0,0
X601288.CH.EQUITY,0,0.461328314601672,0,0,0.0601247981603144,0,0,0,0,0,0,0.124594322106322,0.268476258820682,-6.93889390390723e-18,0,0,0,0,0.0364978499587237,0,0.0910856743377571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14787506545808,0,0,0,0,0,0,0,-0.0780527754964934,0,0,-1.35525271560688e-20,-0.132143450723442,-0.113355349405327,0,0,0
X601988.CH.EQUITY,0,0,0,0.490598176714898,0,0,0,0,0,0.172926829897304,0,0,0,0,0,0.289615150185675,0,0,0.215387447327707,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.496824280782254,0,0,0,0,0.166366323320071,0,0,0,0,0,0,0.332118777362871,0
X600036.CH.EQUITY,0,0.0415009795829353,0,0.0706717987790545,0,0,0.00702260733915809,0.0505569390651871,0,0,0,0,0,0,0,0,0,0,0.0204867803025125,0,0,0.175381884171183,0.0635573661612521,0,0,0,0,0,0,0,0,0,0.0600260846079311,0,0,0,0,0,0,0,0,0.138183614536577,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0764890853821465,0,0,0.0566991333556285,0,0,0.21973016888772,0.0347710089523903,0,0,0,0.0473528023974906,0,0,0,0,0,0,0.0692982810237311,0,0,0,0,0.0833512332411045,0,0,0,0,0,0.144269236592331,0.242532656263061,0,0,0,0,0,0,0.134797607292808,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.35023074437622,0.0566638936311347,0,0,0,-0.114268504032648,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761603524731046,-0.0259530999571172,0,0,0,0,0,0,0,0,0.0879008844819577,0,0,0,0,0,0.150283928108693,0.0794502213483799,0,0,0.0619063863788014,0,0,0,0,0,0.0193120278449883,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111061984397224,-0.152675140407452,0,0,0,0,-0.380341223136981,0,0.749515273685209,0.0557582618618991,0.519690807080837,0,0,0,0.0305549216917534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146565984571187,0.100772467427496,0,0,0
X601658.CH.Equity,0,0.0971401393268236,0,0.144225850530365,0,0,0,0,0,0,-0.0497232341118849,0,0,0,0,0,0,-0.124122413354277,0.129577364474077,0.288509070699648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085225330194874,0.289038624250847,0,-0.0224930900778726,0,-0.0230568624599985,0,0,0,0.041924345024022,0,0,0,0
