,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.115405615583916,0,0,0,0,0,0,-0.00485460488792101,0,0,0,0,0,0,0,0,0,0,-0.169712476832077,0,0.049401150896018,0.692130474660314,0,-0.247308576921342,0.499506399663734,0,0,-0.152840953939981,0,0,0,0,-0.0376700070151734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0120063155836715,0
X601318.CH.EQUITY,0,0,0,0,0,0.245736452890481,0,0,0,-0.0818405527842859,0,0,0.0999740705748182,-1.0842021724855e-19,0,0,0.0295623296117687,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141909263549,0,0,0,0,0.266868877812654,0,0.0629176461220963,0,0,0,0,0,0,0,0,0,0,0,0,0.0295158316971519,0
X601939.CH.EQUITY,0,0.0233859334427378,0,0.791241329972226,0,0,0,0.00957139911208971,0,0.0499993535416077,0.0636673736246715,0,0.0115719954535444,-0.0623870668894726,0,0,0.0766215124540227,0,0,0,0,0.00403764019589024,0,0,0.0337549001961827,0,0,0,0,0,0,0,0,0,0,0,0,0.109042448096789,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.881041364954208,0,-0.0418882352785608,0,0,-0.101229413292353,0,0,0,0,0,0,0,0.0153447611652953,0,0,0.0266625458322473,0,0,0,0,0.114240276980173,0.0849830321977243,0,0,0,0,0,-0.0202621774158951,0.0659594734427701,0,0,0,0,0,0,0,-0.0206865838815671,-0.130813203681542,0,0,0,0,0,0,0,0,0,0,-0.0274553340569943
X601628.CH.EQUITY,0.003423276725418,0,0,3.46944695195361e-18,0,0,0,0,0,0.305151357972753,0,0.0624187281573991,0,0,0,0,0,0,0,0.169141905290285,0,0,0,0,-0.0350151724505097,0,0,0,0,0,0,0,0,0,0,0,0,0.319819885071879,0,0,0,0,0,0,0,0.158966892144199,0,0,0,0.286678107371548,0.0821760361426539,0
X600036.CH.EQUITY,0,0,0.113839310245306,0.264059788372343,0,0,0,0,0.00597565544558438,0,0,0,0,0,0,0,0,0.122732319034875,0,0,0,0,0,0,0.144053125138059,0,0,0,0.0925836856771599,0,0.036406797326852,0,0,0,0,0,0,0.0344185902392161,0,0,0,0,0,0,0,0,0,0,0.0345196413708361,0,0,0
X601988.CH.EQUITY,0,0,0,0.0871319307424522,-0.0454992881782685,0,0,0,-0.0202401303123677,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.017556370519864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,-0.125867846804949,1.00170440485668,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.0560459837642027,0,0,0,0,0.0417920237913524,0,0,0,0,0,0,0,0,0,0,0,0,0.281273828081468,0,0,0,0,0,0,0,0,0,0.130716474979681,0,0,0,0.120703385077425,0,0.223762357340063,0,0,0,0.0618308748651464,0,0,0,0,0,0,0.0622015333624021,0,-0.0906110971155924
X5.HK.EQUITY,0,-0.163505691533064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00377628732153937,0.429069528237054,0,0,0,0,0,0,0,-0.0867602493817877,0,0,0,0,0,0,0,0.00861656875406742,0.0992598178952794,0,0,0,0.0958699236864086,-0.207331340554224,0,4.33680868994202e-19
X388.HK.EQUITY,0,0,0,0,0.196611012159994,0,0,0,0,0,0,0,0,0,0,0,0,-0.00702038988157721,0,0,0.127577407763163,0,0.243855947467237,0,-0.0160667802811091,0.147749055328411,0,0,0,0,0,0,0.156807550681465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.181254882699538,0,0.285292318865554,0
