,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.249746878322137,0.10506368843429,0,0,0.260408024514318,0,0,0,0,0,0,0,0,0.261224383583318,0,0,0,0,0.0602578976207169,0,0,0,-0.0201817765117625,0,0,0,0,0,0,0,0,0,0,0,0.164443293813423,0,0,0,0,0.0152602182134295,0,0.123097142608228,0,0,-0.148053878220735,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.297268936120077,0,0.211770068681953,0,0,0,0,0,0,0,0,0,0,0.0067108992791985,0,0,0,0,-0.010025227122355,0,0,0,-0.257948443601306,-0.0887945000017125,-0.0573013514154376,0,0,0,0,0,0,0,0,-0.209230284403578,0,0.137642197389335,0.325581424451158,0,0.432487511853887,0,0,0,-0.0995206762413882,0,0,0
X600000.CH.EQUITY,0.162127031536248,0,0,0,0,0.0697244120240071,0,0,0,0.132670314169681,0,0,0.419217422693204,0,0,0,0,0,0,0,0,0,0.0398998929660297,0,0.0303191262944963,0,0,0.0872489311648697,0,0,0,0,0,0,0,0.11582584451621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.138520548974322,0,0.0451192176707096,0,0.0428051670870555,0.109872485782314,0,0,0,0,0,0,0.113896255408239,0,0,0.0223881086978175,0,0,0,0.0438265884871154,0,0,0,0,0,0,0,0.181769216221531,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23921312965506,0,0,0,0.0359128867651037,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0.0700709133917983,0,0,0,0,0,0.471220871331581,0,0,0,0,0,0,0.0922673076826892,0,0,0,0,0,0,0,0,0,0.144827675296936,0,0,0,0,0,0,0,0.130353387607851,0,0,0,0,0,0,0,0,0,0,0,0.0979108647486717,0
X600036.CH.EQUITY,0.467336846944979,0,0.142816657135817,0,0,0,0,0,0.0230864484219648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557805316800253,0,0,-0.0880327988961971,0,0,0,0,0,0,0,0.0674409819922782,0,0.0173367551191309,0.0125575557058658,0,0,0,0,0,0,0.207459140214206,0,0,0,0
X600919.CH.EQUITY,0,0,-3.46944695195361e-18,0,0.12553635108512,0,0,0,0,0,0,0,0.397401973291079,0,0,0.249920056459174,0,0,0,0,0,0,0,0,0,0,0,0,0.101403243190295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0.195654453661159,0,0,0,0,0.103365952135306,0.00738793507910138,0.000229038299012333,0.173335839885796,0,0,0.175652095001611,0.160284462501807,0,0,0,0,0.0406673434522022,0.013373562183709,0,0,0,0,0,0,0,0,0.104174985910743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.329182891833773,0,0.350070812971769,0,0,0,0,0,0,0.142471593083779,0.067314200711004,0,0,0,0,0,0,0,0,0,0,0,0,0.0492328093149774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558811585665734,0
X601169.CH.EQUITY,0.0102419809973721,0,0.137106126748516,0.102572399200502,0,0,0,0,0,0,0,0,0.348987475054586,0.141746856934019,0,0,0,0,0,0.00704299980296709,0,0,0,0,0,0,0,0,0,0,0.146167522969769,0,0,0,0.0857585028357871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
