,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.243715009379715,0,0,0,-1.73472347597681e-18,0,0,0.0693878109243833,0,0.264508005552791,0,0,0,0,0,0,0,0.0962789393085005,0,-0.0345819317404884,0,0,0,0.277377970665334,0,0.0249956391205373,0,0,0,0,0,0.198605898507475,0.277989350546133,-0.00574736155914683,0,-0.319693617270127,0.00812120958170607,0,0,0,0,0,0,0,-0.0236676632100474,0,0,0
X002142.CH.EQUITY,0.206403029180893,0,0,0,0,0,0,0.00130173848287188,0,0,0,0,0,0,0,0,0.143382092580343,0,0.0392789070627458,0,0,0,0,0,0.0751527652520055,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.22916850133851,0,0.0798015059719727,0,0,-0.0374101463664714,0,-0.226219251426188,0,0
X600000.CH.EQUITY,0.0231753468075595,0.0412457787860361,0,0,0,0.193482714506575,0,0,0,0.00536038039765509,0,0.00704287151718743,0.453127115743836,0,0.159877504031816,0,0,0,0.0559276522078102,0,0,0,0,0,0.177573686110294,0,0,0,0,0,0,0,0,0.0100516159857388,0,0,0,0,-0.120318930609027,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0.0175159099193869,0,0,0,0,0,0,0,0,0.218153089043162,0,0,0,0,0.464407414740438,0.00118208691976579,0,0,0,0,0,0.133493053622188,0,0,0,0,0,0,0,0,0,0,0.139144188973547,0,0,0,0,0,0,0,0,0.0834744967603733,0,0,0,0.0244621457134932,0,0,0
X600016.CH.EQUITY,0,0,0.239271631174388,0.167598656848278,0,0,0.0723877914421065,0,0,0,0,0,0.173599908012773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319724928902567,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0.0813625560397237,0,0,0,0.0738565681655395,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.256005057169693,0.0859891188665348,0.0443779232185965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128526666677188,0,-0.0125591954144608,0,0,0,0,0,0,0,0,0,0,0.0193231667380336,-0.0404308646297138,0,0,0,0.0269723272877245,0.375088207047541,0,0,0,0,0.0368088053926329,0,0.183736120273668,0,0
X600919.CH.EQUITY,0,0.0771105718659975,0,0,0,0,0,0.128410427022914,0,0.318267488599602,0,0,0.140357886596452,0,0,0,0.0822847472703099,0,-0.0231285426491589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0517504077082525,0,0,0,0,0.0578245241151897,0,-8.67361737988404e-19,0,0,0
X601009.CH.EQUITY,0.240666850034721,0,0,0,0,0,0.0511709152985949,0,0,0,0,0.0327468640478822,0,0.166313971947441,0.102905868484914,0.360993650316081,0,0,-0.0404265895883248,0.00402284611198324,0,0,0,0,0,0.256866406710686,0,0,0,-0.0399583002039796,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0285123004073189,0,0,-0.0493305710104876,0,0
X601166.CH.EQUITY,0.0374606756399147,0,0,0,0,0.518969547426237,0,0,0,0,0,0,-8.67361737988404e-19,0.0997006218489343,0.0873252932594607,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0831614024721712,0,0,0,0,0.260208297727255,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.206324891149454,0.651208156294974,0,0,0,0,0,0,0,0,0.0213882898027925,-0.043238329044739,0,0,0.175702885613869,0,0,0,0,0,0,0,0.0726229098372117,-0.0585683336284196,0,0,0,0,0,0,0,0,-0.0054041192991277,0,0.0191702189500413,0,0,0.0626584321981707,0,0,0,0,0,0,0,0.0266387835812151,0
