,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.144981229384229,0,0.0778795409758033,0,0,0,-0.0597505163343644,0,0,0,0.469776667927432,0,0,0,-0.0815799714296051,0,0,0,0,0,0,0,0,0,0,0,0,0.0893791418453194,0,0,0,0,0,0,0,0,0,0.136427965611712,0,0,0,0.186056269664301,0,0,0,-2.16840434497101e-19,-0.00604167072967379,0,-0.044326738135304,0
X601318.CH.EQUITY,0,0,0,-0.102186838093737,0,0,0,0,0.174002423669399,0,0.205385715723948,0,0.085341457949107,-0.0827500249044443,0.0586145043548572,-1.73472347597681e-18,0,0,0,-0.0656730353439279,0,-0.0869786879296006,0,0,0,0,0,0,0,0,0,0,0,0,0.173598497339799,0,0,0,0,-0.195281202684557,0.356175294904246,0,0.18483960564424,0.185321842658977,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.218832188193416,-0.00416977872306572,0,0.279200054443715,0,0.0955382570094786,0,-0.0699610517466964,0,0,0,0,0,0,0.096056535448807,0,0,-0.0226363834387094,0,0,0,0.0608858066704127,0,0,0,-0.0481118150825833,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.470591920598751,0,-0.0226596789297321,0,0.0236240030250776,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.386217061133219,0,0.187025411773926,0,0,0.213418322264597,0,0,0.0547485435397949,0,0,0,0,0,-0.0182242476140155,-0.0610177167545149,0.0448059049289043,0,0,0,0,0,0,-0.0629621476537406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10138617867619,0,0,0,0,0,0,0,0,0.220242500222966,0.0128704212795753,0
X5.HK.EQUITY,0,-0.125072099518539,0.0279103498981505,0.28893315570554,0,0,0,-0.252343056204758,0,0,0,0,0.147054336604182,0,0,0,0,0,0,0,0.54397461618895,0,0,0,0,0.305330815364941,0,-0.0111169462175827,0,0,0,0,0,0.0225675487444983,0,0,0,0,0,0,0,0,0,0,0,0,0.198609538372967,0,-0.0723446591143913,0,0
X601988.CH.EQUITY,0.182142191808773,0,0.241190829623507,0.0329259399421238,0,0,0,0,0.0728357348947598,0,0.125235062553311,0,0,-0.263063661285931,0,0,0,0,0,0,0,0,0,0.0558401839592873,0.217912756382269,0,0,0.0709905957518242,0,-0.0513138278202591,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098500235314522,6.93889390390723e-18,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0211022966283984,-0.0286979493852485,0,0.202390883704429,0,-0.0186054748084701,0.0184555452790902,0,0.392432847708645,0,0.221503218073338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127138354306315,0,0,0,0,0.0797190640904738,0,0,0,0,0.156682734809241,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0438993508357738,0.102013599772048,0,0,0,0.142059710188002,0,0,0,-0.132453752240323,6.93889390390723e-18,0,0,0.296900157099935,0,0.232121218597513,0,0,0.0821932012934923,0,0,0,0.149559567501089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0545102142080901,0.0664075372255635,0,0,-0.00794294886917398,0
X601628.CH.EQUITY,0.231885685311197,0.214699694488639,0,0,-1.73472347597681e-18,0,0,0,0,0.0456536829337033,0.0193763516101868,0,0,0,0,0.0435379417709488,0,0,0,0.0375038562599521,0,0,0,0,0,0,0,0.0598350133204539,0.0800940627250217,-0.057258993219655,0,0,0,0,0,0,0,0,-0.363831233987728,0,0,0.00891977051270223,0.228271631688289,0,-0.103869898641725,0,0.121933892078222,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0439890950462122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0372800529612344,0,0,0,0.468226332014286,0,0,0,0,0,0,0,0,0.214722726372772,0,0.0146652118694554,0,0,0,0,0,0,0,0,0,0,0.0437827215872667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191101063947116,0,0,0,0,0
X601328.CH.EQUITY,0.0100669636797536,0,0,0,0,0.105558031709545,0,0,0,0,0,0,0.347198908714788,0,0,0,0,0,0,0,0,0.151293370673976,0.0737068623605206,-0.133343514422676,0.0318904546480326,0.139191846171248,0,0,0,0,0,0,0.00776796040137517,0,0,0,0,0,0,0,0,0,0,0.126018021064333,0.000280839994652002,0.0900135724964841,0,0,0,0,0.0273964457541054
X600000.CH.EQUITY,0,0.0399794330682953,0,0,0,0,0.297282370577938,-0.063635367965229,0,0,0,0.200998864446842,0,0,0.124500542457333,0,-5.42101086242752e-20,0,0,0,0,0,0,-0.0649064727353506,0.113773348568079,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202300280009758,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,-0.0855786173945226,0,0,0,0.0479529909792286,0,0,0,0,0,0.143475293187489,0,0.00947856054766127,0.211950599329356,0,-0.126005142167029,0,0.061413937681049,0,0,0,0,0,0,0.191901952596391,0,0,0,0,0,0.264499676606903,0,0,0,0,0,0.0522135057327053,0.0613464233197452,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.0183946705848891,0.078920196957313,0,0,0,0.0740847625715351,0,0,0,0.155754535244529,0,0,0,0,0.09016723062892,0,0,0,0,0.159050771602822,0,0.0359398454153443,0,0,0,0.153246220145047,0,0,0,0,0,-0.152209131801934,0,0.0946780529772999,0,0,0,-0.181438583012145,0,0,0,0,0,0,0,0,0.298765870105822,0,0,0
X601601.CH.EQUITY,0,0,2.16840434497101e-19,0,-0.032105887011277,0,0,0,0.320986425943965,0,0.23038743408024,0,-0.0165826260229261,0.0275205844645593,0,0,0,0,0,0,0,0,0,0.40365349795764,0,0,0.0180723879217983,0,0,0,0.26374864499034,0,0,0,0,0,0,0,0.0602333800220986,0.0884440457505505,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0
X16.HK.EQUITY,0,0,0,0.281345805609612,0,0,0,0,0,-0.0982304473979953,0,0,0,0,0,0,0,0,0.0112098208634615,1.0842021724855e-19,0,0,0,0,0,0.363681746148368,0.000120161445935107,0.0628775330069261,0,0,0,0.364742212966719,0,0,-0.0560140388439966,0,0,0,0,0,0,0,0.0639278142045036,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.126086842528592,0,0,0,0.0407357456736466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0639119907792164,0.274899140645549,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.154416888802519,0,0
X388.HK.EQUITY,0,-0.269751581162912,0.0784316062332227,0,0,0,0,0.411151105022017,0,0,0,0,0,-0.00899370124238216,0,0.135587180254334,0.0611914406421256,0,0,0,0,0,0,0,0,0,0,0,0,-0.0624001752538515,0.0508223646194701,0,0,0,0,0,0,-0.237456487194635,0,0,0,0,0.273352386749381,0,0.163576611852064,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0.158292624768224,-1.73472347597681e-18,-0.243451706171736,0,0,0.119291523447717,0,0.0323099312355661,0,0,0.0117682640428624,0,0,0.161809387247451,0,0.127275655867279,0,0,0,0,-0.116643969757418,0,0.177793833949879,0.129147945085878,0.200536582994459,0,0,0,0,0,0,0,0,0,0,-0.3644293873097,0,0,0.387400678577698,0,0,0,0,0,0,0,0.149845045750692,0
X11.HK.EQUITY,0,0,0,0,0,0,0.0612381413172792,0.0514562318722625,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0996231635446325,0,0,0,0,0,0,0.704238300867293,-0.127257002415328,0,0,0,0,0.0921441521021182,0,0.188017496942916,0,0,0,0,0,0,0,0,0,0,0,0,0.1055426175049,0,-0.075848855082246,0,-0.178117734935415
X601998.CH.EQUITY,0,0,0,0,0,0.0369148709980204,0,0,0,0,0,0,0.182573119319447,0,0,0,0,0,0,0,0,0,0,0,0.22315284246549,0,0,0,0,0.0200781168897417,0,0,0,0,0,0.220362045440751,0,0,0,0,0.128441847203071,0,0,0,0,0,0,0,0,0,-0.0638187519034974
X600030.CH.EQUITY,0,0.151395964652159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0809749066765209,0,0,0,0.0242233092939853,0,0.198065819728934,0,0,0.202180040417852,4.26580310126945e-05,0,0,0.0540155635394016,0.093745690475568,0,0,0,0,0,0,0.0369048779281765,0.33132738138059,0
X267.HK.EQUITY,0.311053827688545,0,0,-0.0875442470704706,0,0,0,0.244967481658142,0.00930893954066674,0,0,0,0,0,0.0283208052255319,0.158615327851041,0,0,0,0,0.397298352395769,0,0,0,0,0,0,0.152892014275891,0,0,0.0560759181535663,0,0,0,0.0434195476324714,0,0,0,0,-0.017986545770018,0,0,0,0,0,0,0,0,0,0,0.085850231050305
X600016.CH.EQUITY,0,0.0449712762700002,0,0,0,0,0,0,0,0.045863267366686,0,0.363584986756202,0.144880320843862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605811610360264,0,0,0.015047531599831,0,0,0,0,0,0.152732209741005,0,0.123390175653991,0,0,0
X2388.HK.EQUITY,0,0,0,0,0.31390144602461,0,0,0.209255455899386,0,0,0,0.0505798608914454,0,0,0,0,0,0,0,0.285234341069702,0.240584723375054,0,1.38777878078145e-17,0,0,0,0,0,0,-0.108255600530244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175430380269953,0,0,0,0,0,0
X1109.HK.EQUITY,-0.046027819645736,0,0,0,0,0,0,0.23249065540576,0,-0.217862032823593,0.0249868861253978,0,0,0,0,0.0347230966001331,0,0,0,0.134767426138489,0,0,0,0,0,0,0,0.310597608522198,0,0.104928827537677,0,0,0,0,0,0,0,0,0,0,0,0,-0.101833182173795,0,0,0,0,0,0,0,0
X2007.HK.EQUITY,0,0,0,0,0,0,0,0.140310240754333,0,0.0796810625684956,0,0,0,0,0,0,0.205349314402089,0,0.177749245392901,0.036592340139742,0,0,0,0,0,0,0.0650111029251543,0,0,0,0.0329978501646346,0,0.021178343870853,0.065949947420832,0,0.00840059917384143,0,-0.0694680066041298,0,0,0,0,0,0,0,0,0.0456465763150525,0,0,0,0.14316292232125
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177524959896166,0,-2.16840434497101e-19,0,-0.108591698115316,0,0,0.203089816180246,0,0,0,0,0,0,0,0.118764579719887,0,0,0,0,0,0.176429346378218,0,0,0,0,0.206450726902514,-0.0590475458881928,0,0,0,0,0,0,0,0,0
X600048.CH.EQUITY,-1.73472347597681e-18,0,0,0,0.137732797127313,0,0,0,-0.326158330448431,0,0,0,0.00623996455984368,0.404669870820324,0,0,0,0,0,0.072446837262823,0,0.0479864888193578,0,0,0.0381236360602724,0,0,0,0.184112112773422,0,-0.18003077368795,-0.206872597860683,0,0,0,0,0,0,0.115376773385545,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0.105539504951575,0,0,0,0,0,0,0.0662427924632423,-0.130888368200443,0,0,0,0,0,0,0,0,-0.140981594613225,0,0,0,0,0,0,-0.0113177777451961,0.0860265481353394,-0.048683703887487,0,0,0.278643652151934,-0.147375353834717,0,0,-0.0529927403106788,0,0,0,0.184447896446745,0,0,0.277738920433416,0,0
X1113.HK.EQUITY,0,0,0,0,0,-0.0173712703993115,0,0.115389333680281,0,0,0,0,0,0.0490813691201308,0,0,0,0,0.0403413997882174,0,0,0,0,0.0678911366927869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115088362507418,-0.161493711158444,0,0.0467666633928119,0.477387909842957,0,-0.0776909171660004,0,0,0,0,0,0
X12.HK.EQUITY,0,0,0.142058665781776,0.109245438317357,0,0.0187308016504392,0,0.357159821129401,0,0,0,0,0,-0.0521106009725626,-0.172620474590864,0,0.217115055964065,0,0,0.0708275584133632,0,0,0,0,0,0,0.0484182857473471,0,0,0,0,0,0,0,0,0,0,0,0.153002937434748,0,0,0,0,0,0,0,0,0,0,0.217799777181535,0
X601688.CH.EQUITY,0,0,0,0,8.79911390770458e-05,0,0.0935098281766631,0,-0.0997889787669805,0,0,0,0,0,0,0,0,0,-0.129894574773771,0,0,-0.673125212934769,0.717255457094679,0,0,0,0,0,0,0,0.0973390125391385,0,0.0394255509308186,0,0,0.212068104139197,0.241398280004213,0,0,0,0,0,0,0,0,0,0,0,-0.16939782232159,0.0382827180259979,0
X002142.CH.EQUITY,0,0.209393973531487,0,0,0,0,0.202439911736552,0,0,0,0.0487127666936212,0,0,0,0.337888481826548,0,0,0,0.0698052158228947,0,0,-0.129937610089886,0,0,0,0,0,0,0,0,-0.029804935769953,0.0223857675682278,0,0,0,-0.043738898343929,0,0,0,0,0.237689739873323,-0.112445827338794,0,0,0,-0.0887307014300651,0,-0.185848646167698,0.0998621535260414,0,-0.07263413054635
X001979.CH.EQUITY,0,0,0,0,0,0,-0.0596626365989393,0,-0.14158442416444,0,0,0,0,0.367276339858034,0,0,0,0.0397448083309975,0,0,0,0.403519545039552,0,0.0150920110959855,0,0,0.0404908377018569,0.0540031478010706,0,0,0.0055772347552215,0,0,0,0,0,0,0.247567513211592,0,0,0,0,0,0,0,0,0.00747138943552505,0.0624110236627649,0,0,0.0372181686648105
X601211.CH.EQUITY,0,0,0,0,0,0,0,0.0267414422046841,0,0.0647793308050673,0,0,0,0,0,0,0,0,0,0,0,0,0.497397307150387,0.0311184214286767,0,0,0,0,0,0,0,0,0,0.0863794189781758,0,0,0,0,0,0,0,0.0844914274382518,0,0,0,0,0,0.254232012669453,0.2066813174028,0,0
X600837.CH.EQUITY,0,-0.0875293838766775,0,0,0,0.114214749072652,0,0,0,0,0,0,0,0,0,0,0,0,-0.248116481780498,0,0,0,0.235843635990304,0,0,0,0,0,0,-0.0161098858453899,0.0819958465167094,0.159040778291541,0,0,0,0,0.00872506439084442,0,0,0,0,0,0,0,0.29568191776656,0,0,0,0.109137717588629,0.169031604335429,0
X823.HK.EQUITY,0.1051339901206,0,0,0,0,0,0,0,-0.0338505371339811,-0.0263771659505362,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.491582366967753,-0.307024970448414,0,0,0.0993427894200339,0,0,0,0,0.0239237850308647,0,0.205139179404037,0.0578700227890636,0,0,0,0,0,0,0,0.084285616905681,-0.144835491110731,0.00686222116340005,-0.0878723216407205,0,0,0,0,0,0,0
X601229.CH.EQUITY,0.037437634564216,0,0.38035409239034,0.142336593610782,0,0,-0.0417451481097538,0,0,0,0,0,0,0,0,0.0964013965061672,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478289538580579,0.0447123448950465,-0.0145326928795747,0,0,0,0,0.21077883599107,0,0,0,0,-0.141066841044445,0,0,0,0,0,0.0120990279471104,0.319632906795184,0,-0.0920538041889365
X601336.CH.EQUITY,0,0,0,-0.0506251034964363,0,0,0,-0.272381532149858,-0.0757652695566255,0,0,0,0,0.0409063166464565,0,0.175848105789431,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0245096322278077,0,-3.46944695195361e-18,0,-0.0377110846404739,0,0,0,0,0,0,0,0,0.102262159002902,0,0,0,0.550931523219893,0.0380603283445647,0,0.239178742694718,0,0
X2882.TT.EQUITY,0,0,0,0,0,-0.052313697482848,0,0,0,0,0.0452123892867846,0,0,0.0030120286478786,0,0.0505135730808757,0,0,0,0.0905356511322473,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.162333956627174,0,0,-0.0280542764708369,0,0,0,-0.021228572568705,0,0,0,0,0,0,0,0.373178514999384,0,0,0,0
X1997.HK.EQUITY,0.148104036067823,0.115411212136361,0,0,0,-0.135804814203556,0,0,0.0187871069553105,0,0,0,0,0.0806611819844163,0,0,0.179891934627741,0,0.0814543196010894,0,0,0,0,0.0901014085522591,0,0,0,0,0,-0.0820398868923449,0,0.132529896511175,0.275329136611186,0,0,-0.106973292597102,0,0,0,0,0,0,0,0,0,0,-0.0579663742676858,0,0,0,0
X601169.CH.EQUITY,0,0.0375118300526743,0,0,0,0.13554890971426,0,0,0,0,0.125949062584072,0.139441623207195,0.252489475880758,0,0,0.106489756940096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0439916261198217,0.0307430576308053,0,-0.0629292687908074,0,0,0,0,0.0338669166210994,0,0,0,-0.022579504962727,0.403051760583946,0,0,0,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0255268246987703,0,0,0,0,0,0,0,0,0,0,0.280097843989717,0,0,0,0,0,0,0,0,0,0,0.063167759495314,0,0.109670384097634,0,0.0414576058452081,0,0,0,0,0,0,0,0,0,0,0,0.394282184509482,0
X600015.CH.EQUITY,0,0,0.148989091413525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0879129316395291,0.0730037194222298,0,0.0626228153964149,3.46944695195361e-18,0,0,0.142983631446568,0,0.0473912500903774,0,0,0,0,0,0.0320751288984338,0,0,0,0.21429571615728,0,0,0,0,0,0,0,0,0,0
X2881.TT.EQUITY,0.33275036079809,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.138147890411537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012958950663853,0.100630719890942,0,0,0,0,0,0,0.174465168373622,0,0.230529355642801,0.519837459127861,0,0,0,0,0,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.184503862865136,0,0,0,0,0,0,0,-0.00107498587844842,-0.0540448391989619,0,0,0,0,0.343079513529565,0,0.130104353371597,-0.0720199580302349,-0.140464610506034,0,0,0,0,0,0,0,0.686861379084599,0,0,0,0,0,0,0,0.0952826579078335,0,0,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248387007058597,0,0,0,0,0,0,0,0.140705443766547,0,0,0,0,0,0,0.222704367604199,0,0.18181411956827,0,0,0,0,0.181277136049334,0,-0.0148042561607072,0,0,0,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0646294795131396,0,0,0,0,0,0.246357365403443,0,0,0,0,0,0,0,0,0,0.0640959151860394,0,0,0.0548982993126982,0.029099870884121,0,0,0,0,0,0,0,0.273716772583542,0,0,0,0.0995550844857763,0,0
macro_return_add,0,0,0,0,0,0,0.291510376473863,0,0.0339110773743514,0,0,0,0,0,0,-0.113314400537398,0,0,0,0,0,0,0,0,-0.0721080724197562,0,0,0.0997395889396617,0,0,0,0.254558691463481,0,0,-0.0739143517336118,0,-0.119982888739819,0,0,0,0,0,0,0,0,0,0,0,0,0,0
