,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.205836842071998,0,0.0998048689930057,0,0.0251087831339984,0,-0.0757656952370963,0,0,0,0.433724354671442,0,0,0,-0.10932914144471,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.076891004996923,0.0235773100504398,0,0,0,0,0,-0.087912749466721,0,0.147180404569672,0,0,0,0,0,0.11124798912142,0,0,0.0694457993700338,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.00255091284019396,0,0.103702075595263,0,0.0152227318226143,0,0,-0.155903891648827,0,0.079414494841049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218927086980223,0,0,0,0,-0.251825054344469,0,0.433661412180735,0.109207742401945,0.0340028445327985,0,0,0,0,0,0.180761825438723,0
X601939.CH.EQUITY,0.138289072503043,0,0,0.363757653854964,0,0.0718570967107728,0,-0.0783846717471277,0,0,0,0,0,0,0.0889868213534923,0,0,0,0,-0.0197944284651082,0,0.102214895249069,0,0,0,-0.0883353153478436,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154225800719056,0.491686566279896,0,0,0,0,0,0,0,0,0,0.00175312668622253,0
X601288.CH.EQUITY,0.416090258580926,0,0.156640374822478,0,0,0.156487494891521,0,0,0.0392868510720952,0,0,0,0,0.0266544520280368,0,-0.124264880609728,0.0447321504575539,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129456395273304,0,0,0,-0.00243265829153108,0,0,0,0,0.174592429664077,0,0,0,0,0,0,0,0,0.198730949832882,0,0
X5.HK.EQUITY,0,-0.127682462278643,0.0274485574795689,0.286137630332769,0,0,0,-0.25025807792101,0,0,0,0,0.144589773372862,0,0,0,0,0,0,0,0.540074743870221,0,0,0,0,0.303888253120611,0,-0.0108814067473613,0,0,0,0,0,0.0221825555207835,0,0,0,0,0,0,0,0,0,0,0,0,0.201550615253207,0,-0.0718372816803896,0,0
X601988.CH.EQUITY,0.205612337066231,0,0.0223072627770328,0.112541005715765,0,0,0,0,0.0914921217684141,0,0.0661611886415548,0.117610029694769,0,-0.37651770600656,0,0,0,0,0,0,0,0,0.0473781218600341,0.377915759393764,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0745966075623803,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0808049921654634,0,0,0,0,0.00700107588971301,0,0.291952953486689,0.223810570978443,0,0.0365631702225793,0,0,0.0830469261579526,0,0.000665295666217824,0,0,0,0,0,0,0,0,0.0792318558873139,0,0,0.0369254018769615,0,0,0,0,0,0,0,0,0,0,0,0,0.117823426887904,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0335426347399346,0.0695923610175957,0,0,0,0.138510746484076,0,0,0,-0.145104254945707,0,0,0,0.37020148662198,0,0.251919488966657,0,0.0424645655923207,0,0,0,0,0.103124907042809,0,0,-0.0041824930897137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.124444256567105,0.2503905096956,0,0,0,0,0,0,0,0,0.0741504504670737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0939743610199514,0,0,0,0,0,0,0,0,0,-0.348280397355586,0,0,0.0276582862381894,0,0,0.198950763667419,-0.0269736119771812,0,0.217155013904843,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12727133284482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0325434217301463,0,0,0,0.463698845792348,0,0,0,0,0,0,0,0,0.232970895707331,0,0,0,0.0140876408690971,0,0,0,0,0,0,0,0,0.04813643817025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178765164061501,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0261308066084114,0,0,0.0655361989139798,0,0,0,0,0,0,0.287678616023515,0,0,0,0,0,0,0,0,0.154368579416784,-0.120120742149873,0.122353664799748,0,0.171358314852146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208444449582749,0.155544832844752,0,0.010455536545965,0,0,0,0,0,0.03149662634613
X600000.CH.EQUITY,0,0.0377263051252091,0,0,0,0.0662296800960244,0.193589917979611,0,0,0,0,0.338917405788042,0,0,0.0657543010301205,-0.0482121878753595,0,0,0,0,-0.00427413191850321,0,0,0.0074087186461186,0,0,0,0,0.176797285475533,0,0,-0.0883838689244347,0,0,0,0.0205760653399903,0,0,0,0,0,0,0,0,0,0,0,0.0595175459456498,0,0.199549026973527,0
X000002.CH.EQUITY,0,0,0,0,0,-0.226647419629742,0,0,0,0,0,0,0.0236896194787347,0,0,0.230629435678194,0,0,0.139977552734642,0.0111642580544105,-0.086529516615538,0,0,0,0.0131702611823431,0,0,0,0,0.172589392416506,0,0,0,0,0,0.284579224466138,0,0,0,0,0,0.0453152954626358,0.0588219003799577,0.0347012953546678,0,0,0,0,0,0.0356498730235657,0
