,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18654712874083,0,-1.73472347597681e-18,0,0,0.500852335746421,0,0,0,0,0,0,0,0,0,0,0,-0.157087138674089,0,0,0.498846941910517,0,0,0,0,0,0,0,0,-0.0164046534160733,0.0994547564863588
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.037348523777062,0,0,0,0,0,0,0,0.0554720366901264,0.324326774787204,0.0853009251840128,0,0,0,0,0,0,0.102932122510339,0,0,0,0,-0.0156212768549748,0,0,0,0,0.1691210895219,0,0,0,0.105544194054879,0.117761089443613,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.608017745324011,0,0,0,0,0,0,0,0,0.022828972644791,0,0,0,0,-0.0148867513799332,0,0,-0.0888860820176319,0,0,0.191993720516835,0,0.0789106466562296,0,0,0,-0.555887972536615,0,0,0,0,0,0,0,-0.155912436732644,0,0,0,0,0,0,0.555422269616832,0,-0.0451874067584768,0,0,0.131617872849051,0,0,0
X601288.CH.EQUITY,0,0,0,0,-0.00518745219659155,0,-0.107167386170218,0,0.136002409503763,0,0.328363169000863,0,0.0177042697621671,0,-0.0319476358542839,0.3220725764107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0730224858784145,0,0,0,0.149765150587538,0.339636125810673,0,0,0,0.0291874585002242,0,0,0,0,0,1.38777878078145e-17,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,-0.177535325837263,0,0,0,0,0,0,0,0,0,0.129373754796292,0,0.284227573108226,0,0,0,0,0,0,-0.093967183662041,0,0.0595280302426671,0
X601988.CH.EQUITY,0,0,0,0,0.352082640024366,0,0,0,0,0,0.0936797881334062,0,0,0,0,0.114977430603863,0.0344964078514994,0,0,-0.0718635791065384,-0.0695146954380156,0,0,0,0.254803025381373,0,0,0,0,0,-0.253441592041699,0,0,0,0,0,0,0,0,0,0,0.0408589898644736,0,0,0,0,0,0,0,0.0871114835721943
X1299.HK.EQUITY,0,0,0,0,0.179172238538218,0,0,0,0,0,0,0,0,0,0,0,0.169112411092482,0,0,0,0,0,0,0,0,0.0492701832208935,0,0,-0.00657350948883173,0.105968497812908,0.0437044665647541,0,0.0229177226386634,0,0,0,0,0.549757870852341,0,0,0,0,-0.0427031678228851,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.552177962896614,0,0.270015076023901,0.148661259792005,0,0.0261826756771202,0,0,0.0302558802847663,0,0.072407580277255,0,0,0,0,0,0,0,0.0490035604422879,0,0,0,0,-0.0572990081196903,0,0,0,0,0,0,0,-0.0987025353042921,0.155342593322475,0.298593723381473,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0473142081204204,0,0.0232308465271585,0,0,0,0,0,0,0,0,0,0,-0.0892127899760968,0,0,0.225348627740243,0,0,0,0,0,0,0,0,0,0.0478021681402451,0,0,0,0,0,0,0.0888423121878482,0.345858069163143,0,0,0,0,0.221165809675668,0,0.102375799233314,0.0714935687411006,0,0,-0.0343832260150826,0,0,0
X601328.CH.EQUITY,0,0,0.0143919653614016,0,0,0,0,0.704035132331559,0,0,0,0,0,0,0,0,0,0,0,0.126843039028203,0,0,0,0,0,0,0.0390349170280152,0,0,0,0,0,0,0,0,0,-0.0161744597914904,0,0,0,0,0,0,0,0,0,-0.170038289887219,0,0,0.0443759927792062
X601166.CH.EQUITY,0.0888991810212646,0,0,0.257629009734389,0,0,0,0.161506805706532,0.00729504615241114,0,0,0,0,0.261335645438778,0,0,0,0,0.0227219584859309,0,0,0,0.00294673676599671,0,0.0897191927830723,-0.0120057303603553,0,0,0,0,0,0,0,0.11406048937532,0,0,-0.102915473109609,0,0,0,0,0,0,0,-0.0652720190004199,0,0,0,0,0.0315634737521179
X601319.CH.EQUITY,0,0,0,0,0,0,0,0.0648521276534448,0,0,0,0,0.0625215304182121,0,0,0,-0.0915361867275987,0.0289798756573903,-0.0879671728816075,0,0.0598378239583304,0,0,0,0,0,-0.139236462678602,0,0,0,0,0,0,0,0,0.29455668315127,0,0,-0.0788928530896335,0,0,0,0,0,0.616815716383978,0,0.0282032790790733,0,-0.0559353322648613,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0309999056925217,0,0,0,0,0.102896140344494,-0.00162867925409153,0,-0.28549243253679,0,0,0,0,0,0,0,0,0,0,0,0.109917160254654,0.0808863221935639,0,-0.133320233864547,0.144842635002956,0,0,0,0.524015920192713,0,0,0,0,0,0,0,0.370322476652953,0,-0.0445635033599543,-0.155027889126135,0
X600000.CH.EQUITY,0,0,0,0,0.014258422491431,0,0,0.0638131367307546,0,0.173305204720264,0.421421071831089,0,0,0,0,0,0,0.0526641837642299,0,0,0.0782695573281052,0,0,0,0,0,0.30826350663616,0,0,0,0,0,0,0,-0.0403084686010789,0,3.46944695195361e-18,0,-0.216860582473134,0,0,0,0,0,0,0,-0.0974867987882483,0,0,0
X11.HK.EQUITY,0,0,0,0,0.0684136251756297,0.129791163241461,0,0,0,0,0,0,0,0,0,0,0,0,0.346928613219896,0,0,0,0,0,0,0,0,0,0,0,0.562587980842871,0,0,0,0,0,-0.184911470736853,0,0,0.0939960012253499,0,0.024690761411067,0,0,0.34233807790802,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154877513141671,0,0,0,0,0,0,0,0,0,0,0.0465610621795697,0.43118051764894,0,0,0,0,0,-0.0243842224259733,0,0.189906394226869,0.143848853276577,0.0223466797594836,0,0,0,0,0,0.118475083092337
X388.HK.EQUITY,0,0,0,0,0.0105872045046288,0.0268168774511288,0,0,0,0,0,0,0,0,0.0708599302059037,0,0,0.289974115513332,0.576063895776824,0,0,0,0,0,0,0,0,0.113979482493512,0,0,0,-0.124455959578651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.176661992629929,0,0,0,0,0,0,0.0411505964632151,0,4.33680868994202e-19,0,0,0.112536711182068,0,0,0,0,0.034028323544792,-0.0809241539959688,0,0,0.051471801635762,0,0,0,0,0,0,0,0.0807545420736739,0,0.0427990075997863,0,0,0.334865978566211,0,0,0,0,0,0,0.153201626277652,0,0,0,0,0.0402647969965788,0.0417549123345937,0
X2388.HK.EQUITY,0,0.233742024093829,0,0,0.3331041197614,-0.453082500903004,0,0,0,0,0,-0.273864658352525,0,0,0,0,0.521865042153801,0,0,0,0.258280853250874,0,0,0,0,0.217541647845981,0,-0.171976347267449,0,0,-0.245108954274367,0,-0.204005248256213,0.0992168731245364,0,0,0,-0.0829762523093298,0,0,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,-0.294704196137153,0,0,0,0,0,0,0.0643842953956913,0,-0.287212149825445,0,0.120585417237882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.00825690476631903,0,0,0.471261289859694,0,-0.0360757442428433,0,0,0,0.522536572551077,-0.0242043887614366,0,-0.238239603360652,0
X688.HK.EQUITY,0,0,0,0,0,0,0.0501336120379531,0,0,0,0,0.241487208641686,0,0,0,0,0,0,0,0.200763357525287,0,0,0,0,0,0,0.223714329950596,0,0,0,0,0,0,0.316913799760582,0,0,0,0,0,0,0,0.0193482441727177,-0.285757391912247,-0.147046865619304,0,0,0.0104462956317613,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146841048293421,0,0,0.256179702632762,0.078375433610296,0,0,0.298834745217616,0,0,0,0,0,0.0738319817707512,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0.14929515497331,0,0,0,0,0.155869524878836,0,0.113846500262488,0,0,0,0,0,0,0,0,0.145766793975121,0,0,0,0,0.054137809554461,0,0.00355760938847065,0,0,0,0,0,0,0.0221993315712442,0.00994433058664928,0,0,0,0,0,0.109653374693805,0,0,0,0,0,0,0,0,-0.0255663436518418
X600016.CH.EQUITY,0,0,0,0,0,0.00181165550163758,0,0,0,0,0,0,0,0.306063020887716,0,0,0,0,0,0,0,0,0,0,0.0869556364555688,0.133982633667614,0,0,0.02073858809561,0.00338886998087349,-0.0838047548289538,0,0,0,0,0,0,0,0,0,0,0,0.210502815956191,0,0,0,0,0,0,0.0362062776077228
X000001.CH.EQUITY,0,0,0,0,0,0.099884757370005,0,0,0.037046830374852,0,0,0,0,0,0,0,0.0601828685722335,0.0238742882290171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769185927205011,0,0,0,0,0,0,0,0.122225581700607,0.131517937595483,0.160672350142719,0,0,0,0,0.107945687432032,0,0
X2007.HK.EQUITY,0,0.394272487516413,0,0,0,0,0,0,0,0,0,0,0,0.00493979345535994,0.0876151061289917,2.16840434497101e-19,0,0,0.0954245843683302,0.0169968054982216,0,0,0,0.0152399663800271,0,0,0.08918643708707,0.345203792827403,0,0,0,0,0.0572760825168957,0,0,0,0,-0.0534770035969945,0,0,0,0,0,-0.00306051865233187,0,-0.0614891184395795,0,0,0,0
X1109.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395966180424526,0,0,0.101842880936202,-0.0411774263949749,0.281111341894377,0,0,0,0,0,0,0,0.117245208394043,0,0,0,0.473362755884675,0,0,0,0,0.0312201460584277,0.104685264878005,-0.172466335086151,0,0,0,0,0,0,0.0629592560841296,0,0,-0.300732484386624
X1113.HK.EQUITY,-0.187237032462757,0,0,0,0,0,0.207850949991257,0,0,0,-0.118410395536235,0,0.0574786244475328,0,0,0,0,0,0.0781872940072256,0.0429247106581172,0.0549055965483195,0,0,0,-0.00264012684385018,0.171766600508897,0,0,0,0,0,0,0.103729010711653,0,0,0,0,0,0,0,0,0,0,-0.0468085106982078,0,0.234397822064486,0,0,0,0
X601818.CH.EQUITY,0,0,0,0.0682229316443547,0,0,0,0.470128581870074,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,-0.115923010363356,0,0,0,0,0,0,0,0.0596898585253444,0,0,0,0,0,0.185237098356924,0,0,0,0.379118518009335,0,0,0,0,0,0,0,0,0,0,-0.140379192395708,-0.220051100890495,0
X12.HK.EQUITY,0,0,0,0,0.156357698740343,-0.440409413724562,0.292508005291014,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0.190610947273938,0,-0.417537529498043,-0.0287409655894191,0,0,0,0,0,0,0.00979054385284887,0,0,0,0,0.515533596973668,0,0,0.110846152703381,0,0,0,0,0,0,0,0,0,0.447056503132433,0,0,-0.199136644187306,0
