,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.0567031635975046,0,0.138740213292004,0.176389646938921,0,0.351767009156127,0,0,0,0,0.000601583932949956,0.131828451924183,0,0,0,0,0,0,0,0,0,0.0118763502610372,0,0,0,0,0.10403919402681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.209359393412174,0,0,0,0,0,0,0,0.217046705700316,0,0,0,-3.46944695195361e-18,0,0.0746853673426145,0.14422512551405,0,0,0,0.213000398491982,0,0,0,0,0,0,0,0,0,0.0778555590281011,-0.0608366633337582,0,0,0,0,0,0.0682630628084832,0,0,0,0,0,0,0,0,0,0,0.0720878018587572,0,0,0
X601939.CH.EQUITY,0.263706130498895,0,0,0,0,0,0,0,0,0,0,0,0.425689913007309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191836451252721,0,0.10601468331982,0,0.00655658774145457,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0
X601288.CH.EQUITY,0.342759817161942,0,0.0423465088269834,0,0,0.467236043863447,0,0,0,0,0,0,0,0,0.0359435711289582,0,0,0,0,-0.0109362317750607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112837938221993,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.192713353526639,0,0.0548667715580243,0,0,0,0.318148127956872,0,0,0,0,0,0,0,0.0216262419682891,0.663635357610024,0,0,0,0.0460991860464171,0,0,0,0,0,0,0,0.0967459859278972,0,0,0,0,0,0,-0.218799372830124,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.136917925308046,0,0,0.0492487810675498,0,0,0,0,0.200920569139822,0,0,0,0.143640648719342,0,0,0,0,0,0.0210513543073257,0,0.168418396742526,0,0,0,0.0277718993844668,0,0,0,0,0.0495306120473753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186379201480608,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.196679038862066,0,0,0.220237727020861,0,0,0,0,0.1779478669897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149711685723843,0,0.00384347375884828,0.158236013040136,0,0,0.105481527187914,0,0,0,0,0,-3.46944695195361e-18,0.0489929089659992,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.148255846618696,0,0,0,0,0,0,0,0.359128485444412,0.0249199993931296,0,0,0,0,0.18232216883926,0.271544227863493,0,0,0,0,0,0,0.266980823060505,0,0,0,0,0,0,0,0.0124277490984505,0,0,0,0,0,0,0,0,0,0,0,0.0745746036221788,0,0
X601628.CH.EQUITY,0.325237567498526,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0563778102021339,0.0260362554928776,0,0,0,0.118371188164019,0,0,0,0.0876579155747653,0,0.230500611131048,0,0,0,0,0.150182899307482,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.192337616713945,0,0,0,0,0,0,0.195028394724625,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0786068210104816,0,0,0,0,0,0,0.22261918754525,0,-0.194984011130173,0.153895030945338,0,0,0,-0.00740074065699444,0,0,0.830893050161615,0,0,0,0,0,0.337012285099116,0,-0.317322118372709,-0.245535747057742,0
