,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.0711753351219623,0,0.0399543989327504,0,0,0,-0.0263258216283304,0,0,0,0.469609253747357,0,0,0,-0.132128240691356,0,0,0,0,0,0,0,0,0,0,0,0,0.0580535321708842,0,0,0,0,0,0,0,0.0499703960003506,0,0.064673527197847,0,0,0,0.218248965361916,0,0,0,0,0.0229823136221587,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0151867645782516,0,0.016314721795709,0,0,0.112768913048034,0,0.179759955717529,0,0,-0.0579268079427838,0.20192994078969,0.0571476604691594,0,0,0,0,0,0,-0.138890468858499,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18617015212721,0,0,-0.288782470702348,0.386678908306456,0,0.260555240030934,0,0.24183437624093,0,0,0,0,0,0
X601939.CH.EQUITY,0.250591131999385,0,0,0.322969819006614,-0.029908161866081,0.106817565194795,0,-0.0772531907664561,0,0,0,0,0,0,0.0691937705772106,0.0606642954115294,0,0,0,0,0,0,0.117053728755989,0,0,-0.0325306214857995,0,0,0,0,0,0,0,0,0,0,0,0,-0.100966597061149,0.382549704258722,0,0,0,0,0,0,0,-0.00157811233189961,0,0,0
X601288.CH.EQUITY,0.384904140400431,0,0.0895677622308033,0,0.101455649482038,0.165088503925626,0,0,0.00480261860689435,0,0,0,0,0,0,-0.132465520191973,0.0491952552681382,0,0,0,0,0,0,0,0,0,0.0249354876803917,0,0,0,0,0,0,0,0,0,0,0,0,0.29545332067275,0,0,0,0,0,0,0,0,0.0438454386295157,0,0
X5.HK.EQUITY,0,0,0.0507556670195232,0.221817713220449,0,0.139218412357111,0,-0.361576371482176,0,0,0,0,0.0908904723127035,0,0,0,0,0,-0.00800683441533704,0,0,0.392945846046528,0,0,0,0.458717557305052,0,0,0,0,0,0,0.0910361724949294,0,0,0,0,0,0,0,0,0,0.00102762241990548,-0.0843150808992069,0,0,0,0.152703232801912,-0.060524231503093,0,0
X601988.CH.EQUITY,0.226757418541077,0.101840067971287,0.351094925336738,0,0,0,0,0,0.13938056276113,0,0,0.151102213603546,0,-0.15225242752822,0,0,0,0,-0.114217672003689,0,0,0,0,0.163227482110317,0,0,0.10401389651976,0,0,0,0,0,0,0.0310043007127855,0,0,0,0,0,0,0,0,0,0,0.0410236427424265,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0811112215267141,-0.0807305090467121,0,0.13959592340574,0,-0.0469448825120527,0.0295547255739011,0,0.37356268455029,0,0.237540886005345,0,0,0,0,0,0,0.0483779133646518,0,0,0,0,0,0,0,0,0,0.0369130474035799,0.00610344143524597,0,0,0,0.0601942687180228,0.079143642686554,0,0,0,0.127150384566498,0,0,0,0,0,0,0.0516449538830893,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0545803333919035,0,0,-0.00296684372526027,0,0,0,0,0,0.339853790342077,0,0.106080214349273,0,0,0,0,0.15351748134453,0,0,0,0,0,0,0,0,0,0,0,0.0162819344481993,0,0,0,0.13986600041804,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.166036784980894,0.225797264265486,0,0,0,0,0,0,0,0.0132751453531082,0,0,0,0,0,0,0,0,0.0496220440134309,0,0,-0.0610713394264607,0,0,0,0,0.24245192281707,0,0.0689790836286699,0.0284454355415433,-0.244651198901527,0,0,0,-0.045018568069817,0,0,0,-0.246814243180176,0,0,0,0.13931958286928,0,0,0,0,0.110513362423854,0,0,-0.032252513529772
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.159451956690795,0,0,0.0099288160514185,0,0,0,0,0,0.214669758945669,0,0,0,0,0,0.0963269467547041,-0.0151867588200808,0,0,-0.0364013431002455,0.285815229896403,0,0,0,0,-0.182687083848223,0,0,0,0,0.0381363606931133,0,0,0,-0.150427622528934,0
