,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X002142.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X000776.CH.EQUITY,X600926.CH.EQUITY,X601169.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.00253253031902223,0,0.337318304782561,0.110493109948545,0,0.207658874033932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165033304876001,0,0,0,0,0,0.0158890304628669,0,0,0,0.0740003095474175,0,0,0,0,0,0.0457162229011185,0,0.0247989073185077,0,0,0,0,-0.0392327025067075,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.0530015425312394,0,0,0,0,0.188881680909571,0,0,0,0.00443509194199419,0,0.102694109822787,0.0249824020338706,0,0.0456137961163399,0,0,0,0.142881183269233,0.0532669934566492,0,0,0,0,0,0,0.173255556588515,0,0,0.0745371285642346,0,0,0.10243631317519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.120726948257842,0,0,0,0,0,0,0.115886742771562,0,0.0105757988736887,0,0,0,0,0,0,0,0,0.0580374764557864,0,0.312080632602147,0.0701701192286331,0,0,0,0,0.0107636753281082,0,0,0,0,0,-0.11590538877121,0,0,0.0974085501566463,0,-0.0430508407932,0,0,0,0,0,0,0.179438120537279,0
X601939.CH.EQUITY,0.571017108134963,0,0,0,0,0,0,0,0.168799102547938,0.0778071896186639,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0602099136863189,0,0,0,0,0,0,0,0,0,0.0729616374873139,0.0912917810333264,0,0,0,0,0,0,0,0,0,0,0.163200276478905,0.132734605071432,0.0586292337152374
X601288.CH.EQUITY,0,0,0,0.175679092743278,0,0,0.456243988828247,0,0,0.103358111786028,0,0,-1.73472347597681e-18,0,0,0,0.0586792836795623,0,0,0.0394750575286395,0,0,0,0.0351796400689055,0,0,0.0213382635746174,0,0,0,0,0.104087463216625,0,0,0,0,-0.0255611430360176,0,0.0730763652660772,0,0,0,0,0,0,0,0,0,0.0133550839473374,0,0
X1299.HK.EQUITY,0,0,0.0447032020724511,0,0,0,0,0,0.0254170069232382,0,0.263373239307329,0,0,0.178160853162133,0.0202324481752128,0,0,0,0,0,0.175635940551424,-0.256382498636134,0,0,0,0,0,0,0.133803548036346,-0.0151469860965429,0,0,0,0,0,0,0,0,0,0,0.144368300038888,0,0,0,0,0,0.166222542771508,0,0.00750741721926471,0,0
X601988.CH.EQUITY,0,0,0,0,0.367984874459707,0,0,0.0049085267822433,0,0,0,0.0211308856237371,0,0,0,0,0,0,0.245144436309661,-0.0236091830483367,0,0,0,0.196739603157887,0,0,0,0,0,0,0,-0.262319547883355,0,0.0536925704441279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.117615827535737,0,0,0,0,0,0,0.239917848873553,0,0,0.0345048097431166,0,0.0938248119487699,0,0,0,0,0,0.0719989252643269,0,0,0,0,0.214944874145879,0,0.0950711097755424,0,0,0.240555893273443,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.196645532957419,0,0.12698336887942,0,0,0,0,0,0.0652726045689659,-0.150743272938388,0.0520756276262422,0,0,0,0,0,0,0,0,0,0,0,0,0.257973418575933,0,0,0.135607510602755,0,0,0,0,0,0,0,0,0,0.236790951763774,0,0,0,0,0,0,0.0650765158610815,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0.00953716067157491,0,-0.0711966485394605,0,0.268202099646216,0,0,0,0,0,0,0,-0.0784719030060529,0,0,0,0,0,0.313487283442878,0,0,-0.0734567876799393,0.0614348073643001,0.0809190883336142,0.0266171566523412,0,0,0,0.0887904604706151,0,0,0,0,0,0,0,0.0329639559365614,0,0,0,0.221753059595831,0,-0.0386590497339686
