,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.221900363090804,0,0,0,0,0.384151015892427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26533135159877,0,0,0,0,0.0179362521985183,0,0,0.089773721300511,0,0.065938285608693,0,0,0,0,0,0,0,0,0.0131859705971343,-0.00786820677710807,0,0,0,-0.0983798302082897,0,0
X601318.CH.EQUITY,0,0,0.0284425933179624,0,0,0,0,0,0.207514160550213,0,-1.73472347597681e-18,0,0.19336746127981,0,0.098003801750312,0,0.0830751528715677,0,0,0,0,0.135173764123249,0,0,0,0,0,0.174151183305468,0,0.181514782109352,-0.0307061580733827,0.0561192761513369,0,0,0,0,0,0,0.0457239154662327,0,0,0,0,0,0,-0.118843172480122,0.0493921057685517,0.0765448061811559,0,0,0
X601939.CH.EQUITY,0.510334729466811,0.0755714061004228,0,0.0847186835709793,0,0,0,0,0.134435759107107,0,0.156095570271011,0,0,0,0,0,0,0.0955103506752518,0.0571181330248953,0,0,0,0,0,0,0.00991522231311738,0,0.14614931105436,0,0,0,0,0.147503585722052,0,0,0,0,0,0,0,0,-0.123996196134394,0,0,0,0,0,0,0,0,0.101402211339007
X600036.CH.EQUITY,-0.0311787498778135,0,0,0,0.21621127172631,0,0,0,0,-0.171011145818877,0.0497434585582667,-0.00437924539243529,0.0850791958912824,0,0,0.16109899058135,0,0,0.150617479984741,0,0,0,0,0,0,0.412202625111874,0,0,0,0,0,0,0,0,0,0,0,0,-0.0308460694311872,0,0,0,0,0,0,0,0,0,0,0,-0.0566964500427734
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0950495814692317,0,0.183237677440366,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192325065051283,0,0,0,0,0,0,0,0,0.126428963251169,0,0.00938551168936264,0,0,0,0.0817581220522453,0,0,0.122210501541621,0,0,0.150866525139502,0,0,0,0.208065416124558,0,-0.135374799762783
X601288.CH.EQUITY,0,0,0.102658432468813,0,0,0,0,0.536479777072461,0,-0.0671866414109737,0,0.0237510639166655,0,0,0,0,0,0,0.00856791851269482,0,0,0,0,0.137494757842457,0.0606178536135061,0,0,0.135246880643418,0,0,0,0,0.0174950406434347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155782916162369,0,0.00309465761640109,0
X601628.CH.EQUITY,0.0912224490468243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0756746402800865,0,0,0.0446716948946678,-0.0349933556203065,0,-0.17345852568579,0,0,0,0,0,0,0,0,-0.0217544485799396,0,0,0,0.458730625438793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000984834899474362
X601988.CH.EQUITY,0.0701837227030106,0,0,0,0,0.510081399980098,0,0,0,0,-0.0342469265195781,0.0192944410726031,-0.0522092902658045,0,0,0,0,0.211346014503349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.159546206152541,0,0,0,0,0,0,0,0,0.0772007614539768,0.0965011056004988,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.165470172923211,0,0,0,0,0,0,0,-0.142485638453095,0.0589869379728809,0.0808833648532933,0,0,0,0,0,0,0,0,0,0,0,0.312756780802217,0,0,0.143309868492605,0,0.00736409602096282,0,0,0,0.133047934959237,0,0,0,0,0,0.189596473495222,0.0323565833277168,0,0,0,0,0.191172940635688,0,0,0.0800447647301459,0,0,0.032118947841465
X388.HK.EQUITY,0,0,0,-0.0784973256785625,0,0,-0.100038986056448,0,-0.0852736643595136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.194401628853119,0,0,0.105444113453225,0,0,0,0,0,0,0.446801918970357,0.0694181755556606,0,0,0,-6.93889390390723e-18,0.115814822547999,0,0.12013841122831
