,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X300059.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.200098035939078,0,0.206040288213472,0,0,0,8.67361737988404e-19,0,0,0.143727322291873,0,0,0,0.0657128512406614,0,0,0,0,0,0,0,0,0,0,0.0523698643972129,0,0,0,0.146991399812329,0,0,0,0,0,0,0,0,0,0,-0.0147721636041622,0,0,0,0,0,0,0,0,0,0.217419061513323
X601939.CH.EQUITY,0.154266730072486,0,0,0.35172293973981,0,0,0,0,0,0,0,0,0,0.254173178877432,-0.110793454443223,0,0,0,0,0,0,0,0,0,-0.0775509815651004,0.220783128082836,0,0,0,2.77555756156289e-17,-0.0124060004285479,0,0,0,0,0,-0.0205222083117503,0,0,0,-0.0254523458316469,0,0,0,-0.0269902808056504,0,0,0,0.124462456926579,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0937479241439913,0,0,0,0,0,0,0.0897709171609193,0,0,0,0,0.0624435777577071,0.171418838466083,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0360801555918003,0,0.00701027896606203,0,0,0,0,0,0.023740187800215,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.49248639907687,-1.38777878078145e-17,0,0.119466736644485,0,0,0,0,0,0.0995534997382332,0,0.116537108512779,0.0228468695617752,0,0,0,0,0,0.142690766234443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155675397963372,0,0,0,-0.0416129580041838,0,-0.0289650185993661,0,0,0,0,0.0338953119446423,0,-0.0952482558632262,0,0,0
X601988.CH.EQUITY,0,0.170738629062763,0,0.340338817113508,0,0,0,0,0,0.255418816860746,0,0,0,0,8.67361737988404e-19,0.230000372209793,0,0.0566044764121049,0,0,0,0,0,0,0.17943336822955,0,0.073584798404732,0,0,0,0,0,0,0,0,0,-0.553270163545138,0,0,0,0.0657833856899873,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.179047913077021,0.0164169763985743,0,0,0,0,0,0.0987321130800812,0,0,-0.0295360159141242,0.12432946960061,0,0,0,0,0.169738063686015,0,0,-0.0218048069684662,0,0,0.131531810948956,0.0295878199010689,0,0,0,0,0,0,0,0.367934714258595,0,0,0,0,0,0,3.46944695195361e-18,0,6.93889390390723e-18,0.0310667205579794,0,0,0,0.0615693699123778,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0861041356785226,0,0,0.17546927511311,0,0,0.288849020533544,-6.93889390390723e-18,0,0,0,0.136687936317464,0,0,0,0,0,0,0.0900519931044683,0,0,0,0,0,0,0,0,0,0,0.150651824450928,0,0.0357588749431161,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0436568235154326,0,0,-0.0376182563735745,0,0,0,-0.381251570994846,0.61046600717537,0,0,0.0433560676658578,0,0.690244920457752,0,0.0174761920481758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148249777579552,0,0,0.28614409343333,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.234287895497982,0,0,0,0,0,-0.165750113736338,0,0,0,0,0.0885003159947185,0,0,0,0,0.0946439192930495,0,0.0453744215730396,0,0,0,0,0.197515599905229,0,0,0.0229141347582696,0,0,0,0,0,0,0,0,0,0.21145417279584,0,0,0,0,0,0,0,0,0.117006026130841
X601658.CH.Equity,0,0,0,0,0.118489653026778,0,0,0,0,0,0,-0.106909595344237,0,0.114735021843105,0,0,0,0.0967901969282525,0.227115619513767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157173124899393,0.323852807667681,0,-0.147224316291322,-0.135906573527704,0,0,0,0,0.1043133482698,0,0,0,0,0
X601328.CH.EQUITY,0.410693333742887,0,0,0.193950969433107,0,0,0,0,0,0,0,0,0,0,0,0.146254648279595,0,0,0,0,0,0,0,0,0.00920998533372637,0.0171675060183257,0,0,0,0.154268992179509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133770964550556,0,0,0,0.0845204545620445,0,-0.00115790635757574
X388.HK.EQUITY,0,0,0.413145486323758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0855120470048549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521382694646674,0,0,0.00545943674511643,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0.00578627725992187,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.487887007514328,0,0,0,0.0313154255501594,0,0,0,0.0337126484602197,0,0,0,0.0245327483140299,0,0,0,0,0,0,0,0,0,0,0,0.226483294405191,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334986654705062,0,0,0,0.0363109551381594,0.111383408049783,0,0
X600000.CH.EQUITY,0,0,0,0.26006916509916,0,0,0,0,0.0892210285266022,0,0,0,0.219229029701191,0,0,0,0,0.0181994664300974,0,0.0193630314542681,0,0,0,0,0,0.0405532499889443,0,0,0.155064658140122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598460652129232,0,0,0,0.00238560391138197,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119033577838028,0,0,0,0,0,0,0,0,0,0,0.274791737098817,0.0432881307667219,0,0,0.266311507493986,0.0167320424819029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112792418359737,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0547077441871675,0,0,0,0,0,0.0771532113939784,0,0,0,0.0356810476012591,0,0,0.262209780684016,0,0,0,0,0,0,0,2.16840434497101e-19,0.160801990548975,0.247648060491859,0.0831795272808385,0.0574178892709818,0,0,0.00929127454184341,0.0048537522581663,0,0,0,0,0,0,0,0,0,0
