,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.0329554476500972,0.476155960851555,0.0149445827520248,0,0,0.090467088692508,0,0,0.0828848247386426,0.0675727265643914,0,0,0.176486830339133,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286777049111427,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.00885435221526928,0.109692574538024,0.272683613168424,0,0,0,0,0,0,0,0,0.335274225232774,0.0867750772439906,0,0.075843465440692,0,0,0,0.0632112418493661,0,0,0,0,-0.0379287152424828,0,0,0,0,0,0,0,0.0182266590323813,0,0.0426761123348704,0,0,0,0,0,0,0,0,0.00605118425243679,0
X601939.CH.EQUITY,0.169253095932105,0,0,0.489656533832467,0.0654205782515434,0.0934506588145181,0,0,0,0.055697675379923,0,0,0,-0.031830040794143,0,0,0,-0.0240093638601673,0,0,0,0,0,0,0,0,0,0.178644727418733,0,-0.0066973659726304,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00325009707426847,0,0,0
X601288.CH.EQUITY,0,0,0.211698811181707,0,0,0,0,0,0.0118807556666526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273513498592793,0,0.195492936376426,0,0,0,0.0474327364386008,0,0,0,0,0,0,0,0,0,0,0.0962038571421999,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0565884726982269,0,0,0.207413783492688,0,0.20620587135741,0,0,0,0.212040618326292,-0.00851228337530755,0,0,0,0,0,0.195637415388376,0,-0.24455024121443,0,0,0,0.0459733210444436,0,0,0,-0.0612224506178445,0,0,0,0,0,0.189904663099758,0,0,0,0,0.0806046179982841,0,0,0,0,0,0,0.171390042129596,-0.00759382764981976,0,0
X601988.CH.EQUITY,0,0,0,0,0.262257900269549,0,0,0,0.106905609191074,0,0,0,0,0,0,0.0351423673798244,0.109408847456527,0,0,0,0,0,0,0,0,0.0883712762582078,0,0,0,-0.191647706171888,0,0.0605238440378511,0,0,0,0,0,0,0,0,0,0.0798760238648241,0,0,0,0,0,0,0,0.151145112598196
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0394188496423541,-0.114460278153533,-0.0999206102685965,0,0.0912046795638324,0,-0.0749796289235513,0,0,0.0973014373919027,0,0,0,0.520771247466095,0,0.0210559142774126,0,0,0.0681439425806017,0,0,0,0,0,0.0512367946399276,0,0,0,0,0.046632228972305,0.255809894225423,0,0,0,0.0933298520065549,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30338460284227,0,0,0,0,0,0,0,0.0734478339599174,0,0.062892963683676,0,0.118944427493431,0,0.0375211517509677,0,0,0,0.230303999074307,0,0,0,0,0,0,0,0,0,-0.0765610252374271,0,0,0,0,0
X601628.CH.EQUITY,0,0.148201425309775,0,0.0503153442839098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104561539875392,0,0,0,0,0,0,0,0.14778356246578,0,0,0,0,0,0,0,0,0,0.0208865197224407,0.366367075317125,0,0,0,0.118954058924246,0,0.0565506513320738,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.359783503016892,0.0315056371571963,0,0,0,0,0,0,0,0.415896257998925,0,0,0,0,0,0,0,0,0.0230474764603197,0.0860302432162323,0.127676323233603,0,0,0,0,0,0,0,-0.011792891291456,0,0,0,0,0,0,0,0,0.0688913139747247,0,-0.0786359066231883,0.217075366356598,0,0,0,0.0811258446060012,0,0,0
