,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.301087917596608,0,1.35525271560688e-20,0,0,0.407590016978365,0,0,0,0.00241108238264535,0,0,0,0,0,0,0,0,0,0,0,0,0.120177231539994,0.0651076565648507,0,0.053557724898666,0,0,0,0,0,0,0,0,0,0.0834838283131923,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.329710601358213,0,0,0.167850651145077,0,0,0.0159101024741333,0,0,0,0,0,0,0.139182450825774,0,0,0,0.0177236715027453,0,0,0,0,0,0,0,0,0,0.161115660494535,0,2.71050543121376e-20,0,0,0,0.0924434297204134,0,0,0,0,0,0,0,0,0.00682371489881956,0,0.0322077561317451,0,0,0,0
X601939.CH.EQUITY,0.458524452739185,0.117707323325447,0,0,0,0,0,0.178927159338752,0,0,0,0,0,0,0,0,0.00981383649990596,0,0,0,0,-0.137408226826377,0,0,0,0,0,0,0,0.138036718397716,-0.0113163814409197,0,0.138609872194776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197776131509884,0.144394658748681
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.539834132146203,0,-0.0789975349738455,0,0.0400659785867608,0,0,0,0,0,0.0427248473356883,0,0.0289622272817251,0,0,0.0695548025804381,0,0.11068887908701,0,0,0,0,0.106070508904633,0,0,0.0585260353003529,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346657768047231,0,0,0,0.0243084352137555
X600036.CH.EQUITY,0,0.137528589863921,0,0,0,0.0513249997877211,0,0.0282749689905293,0,0,0,0,0.136467571543664,0,0.03385228028146,0,0,0,0,0,0,0,0,0,0.0973120030965166,0.0381398146700425,0,0,1.73472347597681e-18,0.0052408374601878,0.0137646475699335,0,0,0,0,0,0,0.0569764874955318,0,0,0,0,0.057441811687793,0,0,0,0,0,0,0.360693007303814,-0.268215031492458
X1299.HK.EQUITY,0,0,-0.0700211148557221,0,0,0,0,0,0,0.134355259226487,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.155768705340117,0,0.202582013014508,0,0.0383805448959895,0,0,0,0,0,0,0,0,0,0,0,0,0.142126325335416,0,0.00273941123978157,0.0131770883527147,0,0.163571826700048,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.177698653101653,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.257411568598728,0,0,0,0,-0.0842299302246559,0,0.201910957362155,0,0.00224027897506969,0,-0.149420678230763,0,0,0,0,0,0,0,0,0.615824872293968,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186611894402939,0,0
X601988.CH.EQUITY,0.225129952743786,0,0.055376678989724,0.498931193700195,0,0,0,0,0,0.116457812325233,0,0,0.154613710914528,0,0,0,0,0,0,0,0,0,0.135720194077765,0,0,0.0114777046945083,0,0,0.0542624222920481,0,0.0384535239408032,0,0,0,0,0,0.0737237018198526,0,0.0309372798000102,0,0,0,0,0,0,0,0,0,0,0,-0.0459363623934858
X5.HK.EQUITY,0,0.170491246206371,0.144741535126124,0,0,0,0,0,0,-0.0130363694602958,0,0,-0.0523384450844573,0,0,0,0,0,0,0,0,-0.391806350635626,0.186127101552728,0,0,0.128361295336747,0.149077845755553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094097828845294,0.099596267782,0,0,0,0,0,0,0,0.135690056174336
X388.HK.EQUITY,0,0,0,0,-0.169484329696693,0.254599071663504,0,0,0,0,0,0,0.05580444968887,0,0,-0.0848196885970197,0,0,0,0,-0.127325483497678,0.436492881295833,0,0,0,0,0,0.113013797489543,0,0,0,0,-0.0296102212996977,0,0,0,0,0,0.136161800210858,0.074053659407544,-0.0198338485227131,0,0,0.180213175396632,0,-0.216732062384207,0,0,-0.0585936154357471,0,0.145104561454336
