,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X000001.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.231679126567084,0,0,0,0,0,0,0,0,0,0,-0.269803712810216,0,0,0,0,0,0,0,0,0,0,-0.319037048725297,0,0,0,0.785262222510528,0,0,-0.180027489798009,0,-0.0511744143944477,0.269431464241351,-0.0225068424684915,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.146086543873974,0,0.121380076787764,0.0317284585517379,0,0,0,0.0401526103687497,0,0.0285952646188269,0,0.1477441450958,0,0,0,0,0,0,0.0411454260355749,0,0,0,0,0.063929158058839,0,0,0,0,0,0,0,0,0,0.372236729885137,0.027163331550173,-0.0769000378778276,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.237166313081828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102306525945578,0,0,0,0,0.0684777561545338,0,0.0277324544530372,0,0,0,0,0,0,0.344491123989087,0,0,-0.00161580035922574,0,0.118386043310907,0,8.67361737988404e-19,0,0,0,0.0107773863711958,0
X601288.CH.EQUITY,0,0,0,0,0,0.256476817682048,0,0,0,0.00935149046289621,0,0,0.0402114946440992,0,0,0,0,0,0.0789982976292765,0,0,0,0,0,0,0,0.150577990102005,0,0,0,0,0,0,0,-0.0501099810269363,0,0.0784461326086897,0,0,0.362192521845035,0,0,0,0.0650142789111472,0,0,0,0,0,0
X5.HK.EQUITY,-0.0448412547816898,-0.252465900039294,0,0.137279713679686,0,0,0,0,0,0,0.0232676124617911,0,0,0,0,0.360008337318837,0,0,0,0.083663882810076,0.261397559830879,0,0,0.301941283315696,0,0,0,0,0,-0.0419074530263617,0,0,0,0,0,0,-0.0980276706542428,0,0,0,0.237952907248408,3.46944695195361e-18,0,0,0,-0.0285757732713977,0,0,0,0
X601988.CH.EQUITY,0.192266481695895,0,0.00815044371095896,0.611930205015689,0,0,0,0,0,0,0.107745414940098,0,0.152581623091554,0,0,-0.0903870912244318,0.0989885369953701,0,0,0,0,0.0217559579448573,0,0.0370154034272845,0,-0.0225814734994614,0,0,0.0103090923188438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.563605273324756,0.00284355303161084,0,0,0,0,0,0,0,0,0,-0.0957312591537153,-0.13968668433428,0,0,0,0,0,0,0,0,0,0,-0.00121786025418073,0.277053924719399,0,-0.137170556097278,0,0,0,0,0,0,0,0,0,0,0,0,0.174114240728445,0,0,0,0,0,0.137118235628484,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0901837196700598,0,0,0,0,0,0.305211171462723,-0.0808288322377341,0.158854733339115,0.0524442436484231,1.38777878078145e-17,0,0,0,0.198930606937696,0.20217314584948,0,-0.0593218752309349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.114879883351349,0,0.0905044301164746,0,0,0,0,0,0,0.0218201744898326,0,0,0.236550769814561,0,0,0,0,0,0,0,0,0,0,0.150993115893526,0,0,0,0,0,0,0,0,0,0,0,0.14617151818167,0,0,0.0868705259452982,0,0,0,0,0,0,0,0,0,-0.00958339210349736
X601328.CH.EQUITY,0,0.353467632711361,0.316517477654074,0.209608859189768,0.0961693967110471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01737330390233,0,0,0.333231445769406,0,-0.124588915577727,-0.0419418531811392,0,0,0,0,0,0,-0.0328183015331378,0,0.064733852065752,0,0,0.0242382313499329,0,0,-0.087103714650834,0,0,-0.373306900653367,0
X601166.CH.EQUITY,0,0,0,0,0,0.296172143263128,0,0,0,0,0,0,0,0.535817000887523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330699972068043,-0.135536125650734,0,0,0.387876117888693,0,0,-0.0698204693373813,0,-0.141221145175703,0,0,0,0,-0.0367279746927678,0,0
