,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.357107145163529,0,0,0.0843876373421106,0,0,0,0,0,0,0,0,0.0392772365648233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0333917718619008,0,0,0.201014062905503,0,0,0,0.0287030601401535,0,0,0,0,0,0,0,0,0.207358939666134,0,0,-0.00158224528959511
X601318.CH.EQUITY,0,0,0,0,0.113214297482309,0,0,0.0525876631696387,0.116687655215585,0,0.0120000496674356,0,0.105139691697867,0,0,0,0,0.0291127256867701,0.233469276657188,0,0.244693374962982,0,0,0,0,0,0,-0.0443281479104492,0,0.153621011722621,0,0,0,0,0,0,0,0.0597964365309165,0,0,0,0,0,0.00299243349483433,0,0,0,0,0.0523559964597988,0,0
X601939.CH.EQUITY,0,0,0,0.259505134889948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562328477094718,0,0.746741452639824,0.0334304937916837,-0.251022097239087,-0.209904729832777,0,0,0.00686943218704654,0,0.162970645975229,0,0,0,0,0,0,0,0,0,0,-0.0681656630235579,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.114867821094888,0,0.0740435930848695,0,0.0855616897939319,0,0.411980766543285,0,0,0,0,0,0,0,0,0.0486333729268679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206790398746048,0,0,0,0,0,0,0.111151189437442
X601628.CH.EQUITY,0.0244682613777883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250159944416394,0,0,0,0,0.00987054199670853,0.19503217323961,-0.128305663923507,0,0,0,0,0.00638303161062073,0.0852658323586228,0,0.48868926842099,0,0.110939667279229,0,-0.0456414771432436,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.173306352872948,0,0,0.100824656002552,0,0.0680499423000864,0.0816229181522708,0,0,0,0,0.267422729692106,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258284403942414,0,0,0,0.0362570892397858,0.0885643677869095,0,0,0,0,0,0,0.105387028726176,0,0,0,0,0,0,0,0.0273826763654562,0,-0.0484653959654544,0,0
X601988.CH.EQUITY,0.252238022668699,0,0.00200399918426062,0,0,0.354026528068264,0,0,0,0,0,0,0.0516761350914607,0,0,0,0,0,0,0.0268056609521896,0,0,0,0,0,0,0,-0.000866104834613285,0,0.158126997673196,0,0,-0.0683980270364038,0,0,0,0,0,0,0,0,-0.0916205411613434,0,0,0,-0.0265651903423595,-2.16840434497101e-19,0,0,0.328133825772762,0
X1299.HK.EQUITY,0,0,0,-0.0149087034651264,0,0.0240463177345019,0,0,0,0.301473656276188,0,0,0,0,0,0,0.095545476957951,0,0,-0.0296832703199297,0,0,0,0,0,0.114598159155378,0,0.0570196806621284,0,0,0.010632919096407,0,0,0,0,0,0,0,0,0,0.136114568378604,0,0.119440569495451,0,-0.0720592176529992,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837794558287108,0,0,0,0,0.15322393095695,0,0,0,0,0.641851930506999,0.0638444029329472,0,0,0,0,0.0133697216623317,0.0704415815122807,0,0,0,0,0,0,0,0,0.141795037271414,0.0646148617846183,-0.156503373516111,0,0.119946738105045,0,0.08950255375428,0,0.211211843282076,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0755537786612307,0,0,0,0,0,0,0,0,0,0,0,-0.0927805970527407,0,0,0,0.477818537618407,0.270193526819563,0,0,0,0,0,0,0.159921971918392,0.250990859799637,0,0,0,0,0.208157247812075,0,0,3.46944695195361e-18,0,0,-0.0350845218431382,-0.332900240422126,-1.73472347597681e-18,0.00584341396215023,0,0,0,0
X601658.CH.Equity,0.126490045038217,0,0.128730419017662,0,0,0,0.0694960045327783,0,0,0,0,0.0600404566600949,0.00632730729977714,0,0,0,0,0,0.435424369106724,0,0,0,0,0,0,0,0,0.0166971594627214,0,0,0,0,0,0,0,0,0,0,0.0372802775153125,0,0,-0.133932211788144,0,-0.0555307810663202,0,0,0.00432777281122399,0,0.0935716979832328,0,0
