,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.225549156697886,0,0,0.34144147892709,0,0,0,0,0,0.24846163187665,0,0,0,0,0,0,-0.0598521834691725,0,0,0,0,0,0,0,0,0,0,-0.0463237257241445,0,0,-0.13325937822926,-0.0258401536980824,0.0936644465228282,0,0,0,0.0417710599984444,0,0.104523116628081,0,0,0,0,-0.124877910929303,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.143739726447779,0,0,0,0.0198644357184515,0,0,0.20374550321496,0.023970488496696,0.0039601586784473,0,0,0,0,0,0,0.0704232938746128,0,0,0,0,0,0.0590569866150704,0,0,0,0,0,-0.0336065090562971,0,0,0,0,0.551021577812222,-0.0792974169752587,0.00840840119230457,0,0,0,0.060709228061443,0,0,0,0
X601939.CH.EQUITY,0.199232310537432,0,0,0,0,0,0,0,0,0.00654985061363289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425899517319888,0,0,0,0,0,0,0,0.112310343327377,0,-0.0494173262186992,0,0,0,0
X601288.CH.EQUITY,0.013438558097527,0,0,0,0.0509366113460981,0,0,0,0.00885539232580075,0,0,0,0.0881430549325354,0,0,0,0,0,0,0,0,0.362361719140857,0,0,0,0,0.0662753605425167,0,0,0,0,0,-0.0598464896728413,0,0,0,0,0,0,0.212922089271102,0,0,0,0,0,0,0,0.080483775222272,0,0
X5.HK.EQUITY,0,-0.0374881964805026,0,0,0,0,0,0,0,0,0,0,0,0,0.178923685719382,0,0,0.16472893997632,0,0.000683712599208057,0.276270460022003,0,0,0.406937797759192,0,-0.0405578841906179,0,0,-0.306727313063487,0,0,0,0,0,0,0,0,0,0,0,0,0.0205979478726613,0,0,0,0,0,-0.141535675665985,-0.104367368286898,0.158992324226858
X601988.CH.EQUITY,0.13751041222593,0,0,0.359751545171689,0,0,0,0,0,0.125340287552812,0,-0.0477775242662594,0.0282634248734778,0,-0.0580200156597807,0,0,0,0,0,0,0.330672025957498,-0.108893446484614,0,0.0257341783393615,0,-0.0516889908183526,0.164502273309989,0,0,0,0,0,0,0,0.0654837165526139,0,0,0,0,0,0,0,0,0,0.0359905027917027,0,0.0818802459913061,0,0.00413137217060313
X600036.CH.EQUITY,0,0.623366261839561,0.0682271252802911,0.0314965540838303,0,0,0,0,-0.269551882667991,0,0,0,-0.164516441149443,0,0,0,0,-0.1063834677758,0.011602266916104,0,0,0,0,0,0,0.0641854490987455,0,0,0,0,0.320529020760052,0,0,0,0,0,0,0,0,0.108046157613123,0,0.172868206072959,0,0,0,0,0.0491555018218777,0,0,0.105330344171589
X1299.HK.EQUITY,0,0.0650419106709147,0,0,0,0,0,0,0,-0.140847177087629,0,0,0,-0.0873352463056294,0,0,0,0.310292627126414,0.209600258276115,-2.77555756156289e-17,0,-0.0477122509816617,0.114316232315617,0,0,0.150766629773999,0,0,0,0,0,0,0,0,0,0.0551647787827768,0,0,-0.0583196593854419,0,0,0,0,0,0,0,0,0.140257696065439,0,0.230400031085054
X601628.CH.EQUITY,0,0.130118053526435,0,0,0,0,0,0,0,0.0431117166474116,0,0,0,0,0,0.24044690072622,0,0,0,0.0481340598597746,0,0,0.154995638552219,0,0,0,0,0,-0.0302813251683919,0,0,0,0,0,0,0,0,0.214547281763058,0,0.113507641015402,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.329162782938129,0.21342730156839,0,0.0512789703708813,0,0,0,0,0,0,0.630466702237445,0,0,0,0,0,0,-0.530206091384824,0,0,0,0,0.235844847997495,0,0,0,0,0,0.327132145426286,0,0.304016414798258,0,0,0,0,0,-0.131320040718355,0,-0.155503399161624,0,0,0,0,-0.128765629576274,0
