,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.21176234738693,-0.0931846147675603,0,0,0,0,0,0,0.433746099196769,-0.0809656370582947,0,0,0,0,0,0,-0.116819037050263,0,0,0,0,0,0,0,0,0,0.681487465733966,1.73472347597681e-18,0,0,-0.0486268307532803,-0.0482151056220972,0,0,0,0,0,-0.0254114959722636,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0314097850994864,0,0.208143042684141,0.00628556471569256,0,0,0,0.0410221744802139,0.0600031906894283,0,0,0,0.081365621877626,0,0,0.0647251834043286,0,0,0,0,0,0,0,0,0,0,0,0,0.157214009138317,0,0,0.224945051574369,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.311560871047804,0,0,0,0,0,0,0,0,0.0549959874035097,0,0,0,0,-0.136964869773477,0,0,0.0150894072085991,0,0,0.0448230680604589,0,0,0,0,-0.428428311867417,-0.164131592927741,0,0,0,0,0,-0.0785186723069455,0,0,-0.28900929202637,0,0.0948064048338959,0,0.878732283519766,0,0,0.111359187882093,0,-0.143042006257773,0.289144107271318,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,-0.27128520343209,0,0,-0.0782303247897478,0,0,0.591562760475955,0,0,0,0.174424169636566,-0.374767489564952,0.000567079924082822,0,0,-0.319806043104181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169391166196651,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.133464141103002,0,0.314950222644351,0,0,0.0337722078747383,0,0,0,0.161337868962696,0,0,0.0449037396838307,0,0,0,0,0,0,0,0,0,0,-0.220395043872574,0,0,0,0,0,0,0,0,0.219652828526291,0.151419900266216,0,0,0,0,0,0,-0.0887386723183904,0,0,0.0965558816131283,0
X601988.CH.EQUITY,-0.122198400422298,0,0,0,0.408742547569447,0,0,0,0,0,0,0,0,0,0,0.00784282900115658,0.00780865447407872,0.206544676372028,0,-0.123958428467216,0,0,0,0,0.246988378566538,0,0,0,0,0,-0.361680929290478,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188028458151665,0.135693236510897,0,-0.0756009216751295,0,0
X600036.CH.EQUITY,0,0.203663501781318,-0.0872579804575967,0,0,0,0,0,0,0.453220402175532,0,0,0.130436145919452,0,0,0.10505292349453,0,0,0,0.248001971640159,0,0,0,0,0,0,0,0.116574645461698,-0.0220439609214076,0,0,0,0,-0.223332101266109,0,0,0,0,-0.0651455932494201,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.300215925147511,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0878195219500515,0,0,0,0,0,0,0.238942726221789,0,0,0.00397647915442784,0.0847298235541959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.128828847652099,0,0,0.0719042974324709,-0.0175001004197897,0
X601628.CH.EQUITY,0,0.0824901711422581,0.0249187062061191,0.0647147123777755,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.154043811499635,0,-0.0328553552487873,0,0,0,0,0,0,0,0,0.080558131333541,0,0,0,0,0,0,0,-0.060005784284329,0,0.196866679028743,0.246890801701542,0,0,0,0,0,0.221020400238456,0,0,0.110837644920112,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0518663170726463,0.0326968068638716,0,0,0.670547846464778,0,0,0,0,0,0,0,0,0,0.106979098118876,0,0,0.182052762056577,0,0,0,0,0,0.222639026736749,0,0,0,0,0,0,0,0,0,-0.00435737398281373,0,0,0,0,0,0.0365709180567854,0,0,0,-0.3689376705973,0,0,-0.0149126892269836,0
X601166.CH.EQUITY,0.14924444462911,0,0,0.255953102662956,0,0,0,0,0,0,0,0,0.224258784430192,0.0204526163049402,0,0,0,6.93889390390723e-18,0.0372096197153607,0,0,0.0987269651057408,0,0,0,0,0,0,0,0,0,0,0.15591604872796,0,0,0,0,0,0,0,0,0,0.0532215022596709,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,8.67361737988404e-19,0,0,-0.0392253697533862,0.0626076387837939,-0.00647844522965603,0,0,0,0.333623224260483,0,0,0,0,0,0,0.0539800271020161,0,0,0,0,-0.105456475444798,0,0,0,0,0,0,0,0,0.397536121968699,0,0,0,0,0,0,0,0,0.140436974165574,0,0,0,0,-0.0919822410099751,0
X600000.CH.EQUITY,0,0,0.316383644435072,0,0,0,0.116919865997213,0,0,0,0.728719434072031,-0.16219426733352,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.151789036312277,0,0,0,0,0,0,0,-0.00769274045141887,0,0,0,-0.0632128620897698,0,4.33680868994202e-19,-0.389603833330425,0,0,0,0,0,0,0,-0.0196683916763487,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0.0781960007577844,0,0.377044128125854,0,0,0.0130142400330435,0,0,0,0,0.04965140366532,0,0,-0.135922581677194,0,0,0,0,0,0,0.230654153291655,0,0,0,0,0,0,0,0,0,0,0,0,0.0265741708284441,0,0,0,0,0,0,0,0,0.0527212357505756,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104479474745428,0,0,0.0120395596502958,0,0,0,0,0,0,0,0,0,0.234043184505717,0,0.035234450538076,0,0,0,0.296401980567417,0.388989053328019,0,0.0148098253631461,0,0,0,0,0,0,0,0,0.141037483756665,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0.258705837625232,-1.35525271560688e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0996082045497631,0,0,0,0,0,0.516839489440066,0,0.062434075067714,0,0,0,0,0.0583324261067216,0,0.28677268781725,-0.0254623480802083,0,0,0,0,0,0,0,0,0
