,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0797310282025747,0,0,0,0,0,0.0411332538577434,0,0,0,0,-0.372984797715849,0,0,0,0,0,0,0,0,0,-0.113512882938413,0,0,0,-0.329065214783221,0.0993139951839966,0,0.743400412849517,-0.0608570902771032,0.364116963454628,0,0,0,0,0,0,-0.0273969303396989,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.169191734267768,0,-6.93889390390723e-18,0.0294916344405369,0,0,0,0.0296959651057713,0,0,0,0,0,0,0,0,0,0,0.162118196444958,0,0,0,0,0.0554715928324856,0,0,0,0,0,0,0,0.478094283220086,0,0,-0.0529398841724224,0,0.0550559333148661,0,0,-0.0208617528011516,0,0,0,0
X601939.CH.EQUITY,0.384166109100173,-0.176732455352446,0,0,0.0760668105975616,0.0253233867504185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111841748117643,0,0,0,0,0,0.234956774122515,0,-0.0351132444776883,0,0.0651899047153963,0,0,-0.0675617860084499,-0.299330320044306,0,0.577700927705411,0,0,0,0,0,0.0623719292159234,0,0.0599681290517559,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.0262531435374691,-0.0281781250652322,-0.184578242014538,0,0.0282351468068743,0.520444130899751,0.216689239933297,0,0,0,0,0.174956894895345,0,0,0,-7.20158808843593e-05,0,0,0,0,0,-0.12010476586125,0,0,0,-0.565032563155488,0,0,0,0,0,0,0,0,-0.0178124017008921,0,0.342753693708469,0,0,0,-6.93889390390723e-18,0,0,0,0
X5.HK.EQUITY,-0.177205421725458,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253827269199691,0.0312333764238642,0,0,0.20461632415468,0.121017287088948,0,0,0.473213463805971,0,0.00126452577667107,0,0,0,0,-0.231836575433636,0,0,0,0,-0.000212449019596317,0,0,0,0,0,-0.127498229725705,0,0.190435069538262,0,0,-0.0684024817046795,0,0,-0.136124271088543,0
X601988.CH.EQUITY,0.235633970521689,0,0,0.642484243742682,0,0,0.0478792592087865,0,0,0,0.095214421627679,0,0,0,0,0.196959614676281,0,0,0,0,0,0.00742755939626173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147169064413259,0,0,0,0,0,0.0744223132945085,0,0,0,0,0.0177246336294975
X600036.CH.EQUITY,0,0.64148126090411,0,0,0,0,0,0,-0.204442502885182,0.597796280102436,0,0,1.38777878078145e-17,0,0,0,0,0,0,0.0872350459762291,0.0143606684995485,0,0,-0.0438863260938211,0,0,0,0.0478803521170355,0,0.108746583018342,0,0,0,0,0,0,-0.076471604554876,0,-0.124710790417864,0,0,0.00425883127874014,0.166487942076572,0,0,0,0,0.0042310072542231,0,0
X1299.HK.EQUITY,0,0.0437885365629212,0.00580475806988236,0,0.07612976366821,0,0,0,0,0,-0.0618065341523266,0,-0.0257019387367405,0.138080266620176,0,0,0.249722733401947,0,0,0.05452197174816,0,0,0,0.0864141910362502,0,0,0,0,0,0,0,0,0.218093742707034,0,0,0,0,0,0,-0.0988018704850828,0,0,0,0,0,0,0.169505457830835,0.0588641473047352,0.0285167338939404,0
X601628.CH.EQUITY,0,0.0347474327186815,0,0.0570946974060859,0,0,0,0,0,0,0,0,0,0.332338068628093,0,0,0,0,0,0,0.00713570219563697,0,0,0.0931644233419632,0,0,0,0,0,-0.0548293033057642,0,0,0,0,0.0482017355053937,0,0,0.220070335955722,0.0188576147380083,0,0,0,0,0,0,0,0.130821862449062,0,0,-1.0842021724855e-19
X601328.CH.EQUITY,0,0.226681548542542,0.393679245290755,0.0423295456261345,0,0,0.409902393865634,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049129666522117,0,0,0,0,0.220251062633133,0.389000128973551,0,0,0,0,-0.00287755263638773,0,0,0,0,0,0,0,-0.118256263035534,-0.17241155260236,0,0,0,0,0,-0.605899153776784,0,-0.00421968577944933,0
