,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.102430636261843,0,0.392222807976001,0.100267076707039,0.105792029772954,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.260925956434989,0,0,0,0,-0.00873559675908213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042301881565446,0,0.052159925148711,0,0,0.0602001996747129,0,0,0.058896658436237,-0.0989957882607698
X601318.CH.EQUITY,0,0,0,0.0860765271048442,0,0,0,0,0.142100520794513,0,5.42101086242752e-20,0,0.110818788538624,0,0,0,0,0.0406988652274765,0,0,0.139884354968044,0,0,0,0,0,0,0,0.0123734434940797,0,0.12313171904392,0,0,0,0,0,0.13133196477126,0,0,0,0,0,0,0,0,0,0,0,0.0232380187538806,0,0
X601939.CH.EQUITY,0,0,0,0,0.28327134629797,0,0,0,0,-0.0716466510264511,0,0.109564343875784,0,0,0.0848452382489292,0,0,0,0.0120363588918543,0.0323440962700407,-0.0525532077047302,0,0,0,0.404989127178427,-0.0526409896389536,0.222031413415927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,1.73472347597681e-18,0.158863002927517,0,0,0,0,0.0329174596918219,0.139626696273118,0,0,0,0,0.163341506710836,0,0.0128623687819948,0,0,0,0,0,0,0,0,0.238916924133837,0,0,0,0.0449899139125805,0,0.0594063727935989,0,0,0,0,0,0,0,0,0,0,0.0458588865778049,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.010135027018792,0,0.241701743998548,0,0,0.0845791917013033,0,0.388472307171419,0,3.46944695195361e-18,0,0.0316548731017348,0,0,-0.0518372152194759,0,0,0,0,0,0,0,0,0,0,0.0989703631632805,0,0,0.0864106204402637,0,0,0,0,0,-0.0112555305313001,0,-0.0810469437250105,0,0,0,0,0,0,0,0,0.222330123027304,0,0,0.0490658278856617,0,0.0222052334689964
X601628.CH.EQUITY,0.240543742466807,0,0,0,0,0,0,0,0,0.149350021554334,0,0,0,0,-0.115512777228596,-0.089467576533909,0.0833958279131777,0,0.0286177207521442,-0.0703455217857715,0,0.116616241285385,0,-0.0658794973619765,0,0,0,0,0,0,-0.0217305562491299,0,0,0,0,0,0,0.664178010167426,0,0,0,0,0,0,0,0.0460992835019651,0,0,0.116137867338564,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.155001792651669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114225839965062,0,0,-0.176880677043896,0,0,0,0.0355108367447496,0,0,0,0,0,0.0896503713955166,0,0.210494963397764,0.110446494483283,0.0334580958325119,0.139028304978346,0.0557673368405838,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.00998464791689757,0.0885808887585823,0.0926759207830772,0.153556315191011,0,0,0,0,0,0,0,0,0,0,0,0,0.277937444561612,0,0,0,0,0,0.1947754597999,0.0360750906557271,0.322224794158709,0,-0.0204171376682839,0,0,0.174659131869793,-0.113350412722459,0,0,0,0,0,0,0,0.0936609401243878,0,0,0,0,0,0.0342492249024307,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0353465211169046,0,0.222290950075416,0,0.0945990144050105,-0.0613100685498674,0,0,0,0,0,0,0,0,0,0.143247207991156,0,0.120829729648626,0,0,0.267040492272178,0,0,0,0.0597456748925904,-0.0650285201797971,0,0,0,0,0,-8.67361737988404e-19,0,0.323106552481459,-0.107665045913674,0,0,0,0.111504507930563,0,0,0,0,0.0742734770107375,0,0
X388.HK.EQUITY,0,0,-0.0172670530167315,-0.148123273018444,0,-0.158054420935327,0.161352871392442,0,0,0,0,0,0,0.462561899232885,0,0,0,0,0,-0.0872860419214216,0,0.21987232574434,0,0,0,0.150430832568791,0,0,0,0,0,0.118737523139842,-0.0148469251012336,0,0,0,0,0,0,0.00758585583483325,0,0,0,0,0.00141939009123204,0,-0.0593274143849634,0,-0.0377825078122998,0,0.158165129981937
X601166.CH.EQUITY,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.092054555940721,0.103072089044504,0,0.0809220932634048,0,0.0142880435593459,0,0,0,0,0,0.0276373212222765,0.195458347036247,0,0,0,0,0.395703148366388,0,0,0,0,0,0,0,0,0.10736571211047,0,0,0,0,0,0,0,0,0,0,-0.0198331552097431,0,0
X601658.CH.Equity,0.170190948856469,0,0,0.145576312829345,0.0676806050464769,0,0,0,0,-0.0727405098682704,0.424088918123934,0,0,0,0.0854390063268537,0,0,0,0,-0.0174267990882533,0,0,0,0,0,0,0,0,0.100430981135968,0.0859600597443989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113630417094508,0,0,0.0803410315677289,0,0
X000001.CH.EQUITY,0,0,0,0.619018974591513,0,0.0472917424724465,0,0.0622493767589098,0,0.104144332577187,0,0,0,0.0322989252048277,0,0,0,0,0,0,0,0,0,0.126854145550304,0,0,0,0,0,0,-0.23817158596842,0,-0.149145097149972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301617656191354,0
X600030.CH.EQUITY,0,0,0,0,0,0,-0.0212718518787301,0,0.0743031118487485,-8.67361737988404e-19,-0.0382928783614071,0,0,0,0,0,0,0,0.437460084276238,0,0.263381817879546,0.0677607046550268,0,0,0,0,0,0,0,0,0,0,0,0.031633378545307,0.0486930595912921,0,0,0,0,0,0,0,0.253219005161376,0,0.00210868342546358,0,0,0,0,0,0
X000002.CH.EQUITY,0,-0.00476421919442894,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822986161785425,0,0,0,0,0,0,0,0.0687451396455777,0,0,-0.016976962474301,0,0,0,0,0,0,0,0,-0.0463210491096746,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0558586164860439,0.465896949544205,0,0,0,0,0,0,0,0,0.156089803271183,0,0,0.0765941182141836,0,0,0,0,0.0121707361073964,0.0480069876309286,0.104435172134702,0,0,0,0,0,0,0,0,0.0608267588864913,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0.208168653236997,0,0,0.0593312445332889,0,-0.0544045522526655,0,0,0.254418835755547,0,0,0,0,0,0,0,0.382759505896551,0,0,0.140374883430656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110867627899077,0,0,0,0,0,0.0523132363536691,0,0,0,0
X600000.CH.EQUITY,0,0.191651413079658,0,0,0,0,0,0,0,0,0,0.0046848004299571,0,0,0,0.386982813195252,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375798303070126,0,0,0,0.0276204711000542,0,0,0,0.0666128839912234,0,0,0,0,0.0188465090439874,0
X601066.CH.EQUITY,0,0,0.135499103545477,0,0,0.000575605790528788,0,0,0,0,0,0,0,0.353341798075178,0,-0.0283770332288819,0,0,0,0,0,0,0,0,0.0262020790642054,-0.128901819189874,0.0386780951700955,0,0,-0.0915320747777071,0,0.22478357201533,0,0,0,0,0,0,0,0.250468343364337,0,0,0,0,3.46944695195361e-18,-0.0320094334030277,0,0.0480059474290931,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0.0876990296257488,0,0,0,0.0145676763482886,0,0,0,0,-0.133366594146639,0.0444881014537916,0,0,0,0,0,0,0,0,0,0,0.0203032035028029,0.10949081982333,0,0,0,0,0.14002461185589,0,0,0,0,0,0,0,0.300289749684015,0,0,0.309423508928564,-0.585597798347365,0,0,0,-0.0500348144805186,0,0.00204202367140611
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.464995879809292,0.162513419947046,0,0,0,0,0,-0.05332328151787,0,0,0,-0.11100192003448,0,0.0257340052276785,0,0,0,0.113158715558027,-0.127189986516867,0,0,0,0,0,0,0.309103532496491,0,0,-0.0550541619905592,0,0,-0.0558473081820746,0,0,0.168075711286198,0,-0.00922225122631863,0,0
X300059.CH.EQUITY,0,0.0273391923698944,0,0,0,0.0553087075330499,0,0,0,0.0357342104714162,0,0,0.179131694350882,0.0254135079533178,0,-0.18989239643748,0,0,0,0,0,0,0,0,0,-0.0362917739512944,0,0,0,0,0,0,0,0.0934726698363613,0.0460912853971477,0,0,0,0,0,0,0,0.15536658173785,0,0.189988839875822,0,-0.0176812443601845,0.426777058905244,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0.0656686011343165,0,0,0.132439048337364,0,0,0.284034685724299,0,0,0,0,0.157126133494742,0,0,0,0,0,0.170678435809739,0,0,0,0,0,0,0,0,0,0,0,-0.0919812722476812,0,0,0.0874780565389266,0.056035880639724,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,-0.0932559672034323,0.408469061512701,-0.0594190779849208,0,-0.251381482565144,0,0,0,0,0,0,0,0,0,0,0.179868147841618,0,0,0,0,0,0,0,0,0,0,0.054970736287628,0,0,0,8.67361737988404e-19,0,0,0,0,0.24572351572137,0,0.0873014560735049,0,-0.0118907751423489,0,0,0,0.0104445814235106,0,0,0,0,-0.05559942500693
X601998.CH.EQUITY,0,0,0,-0.0971830543621569,0.160556229485166,0,0,0.15620856511224,0,0,0,0,0,0,0.0477202040114708,0.166220164795303,0,0.159839713041555,0.273451917799908,0,0,-0.0413186336702668,0,0,0,0,0.0598005358251756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152017059431572,0,0,0,0.0472403967858071,0,0,0,0
X11.HK.EQUITY,0,0,-0.182277633816011,0,0.417949533744811,0,0.0868022029687962,0.0618706304603098,0.366138834731936,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381672721721062,-0.00588925074479633,0,0,0,0,0,0,0,0,0.0398980055518052,0,0,0,0.128840703651272,0,0,0,0,0,0,0,0.0492998497629721,-0.120887830519881,0,0,0.0113404240815476,0,-0.0662114716755631
X600016.CH.EQUITY,0,0,0.231762190901961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0513563082421816,0,0,0,0.0681208131203945,0.0891269417390472,0,0,0.765291361272485,0,0,0,0,0,0,0,0,-0.344929900086741,0,0,0.378047849470154,0,0,0,0,0
X1109.HK.EQUITY,0,0,0,0,0,0,2.16840434497101e-19,0.0749109934685158,0,0,0.00269155514670931,0,0,0,-0.0707106059980422,0,0.0846264366965985,0,0,0.251211797703535,0,0,0.0705387424155559,0.0148276816752888,0,0,0,0,0,0,0,0,0.276113256446524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0.11945478721867,0,-1.73472347597681e-18,0,0,0,0.353796903198906,0.125136978090756,0,0,0,0,0,0,0,0,0,0,-0.0423496793234744,0,0,0,0.109474346512475,0.0482114500310228,0,0,0.00999231554878777,0,0.045992208301994,0.0287062910091647,0,0,0,0,0,0.117658034060153,0,0,0,0,0,0.0931354454513825,0.11180985824614,0,0,0,0
X600048.CH.EQUITY,0,0,0,0.211747716969259,0,0,0,0,0,0.180406612273825,0,-0.040808756434969,0,0,0.465040358867157,0,0,0.00868481222349157,-0.188746523727255,0,0,0,0,0.0500170638572503,0,0,0,0,0,0,0.0360030764790929,0,0,0,0,0,0.351436278498273,0,0,0,0,0,0,1.73472347597681e-18,0,0.0534037805452006,0,0,0,0,0
X2007.HK.EQUITY,0,0.275534445616669,0,0,0,0,0,0.00708938096588929,0,0,0,0,0,0,0,-0.511431973094672,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733902937956033,0,0,0.351323248353428,0,0,-0.0771532066406868,0.364928212297757,0,0,-0.132210160256917,0,-0.0284267582087369,0,-0.142091677596151,0,0.265614954842765,0,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,-0.0349051301847115,0,0.221076316805176,0,0,0,0,0,0.0298516568744135,0.37966187796601,0,0,0,-0.0214001225214463,0.0369833986610856,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.239709797117184,0,0,0,0,0,0,0,0,0,0,0.317237790734913,0,0,0.0100999314068401,-0.0984896461436512,0,0
X688.HK.EQUITY,0,-0.185158053350841,0,0,0,0,0,0,0,0,0.00810786882380068,0,0,0,0,0,0,0,0,0,0,0,0,0.137198424782139,0,0.172447166890097,0,0.409645686616274,0,-0.0485153577297559,0.480528628906635,0,0,0,0,0,0,0,0,0,0,-0.139255675366115,-0.154640827464639,0,0,0,0,-0.00925994974372299,0,0,0
X601688.CH.EQUITY,0,0,0,-0.0485295782762393,-0.0130356941692736,0,0,-0.0399401542906205,0,0,0,0,0,0.183007773882258,0,0,0,-0.0893178798770882,0,0,0,0.0961158092191111,0,0,0,0,0.339454770386607,0,0,0,0,0.0167274023831329,0,0,0.366743741420172,0,0,0.168782836788009,0,0,0,-0.0681320178031076,0,-0.00648859716734279,0,0,0,0,0,0,0
