,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X1997.HK.EQUITY,X001979.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.213681817980353,0,0,0.0118672085005702,0,0.40508172278969,0,0,0.0132599745221636,0,0,0.0239741403609989,0,0,0,0,0,0,0,0,0,0,0.246764463008197,0,0,1.38777878078145e-17,0,0,0,0,0,0.0671518032252656,0.0640845613192927,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0912070561383438,0,0
X601318.CH.EQUITY,0,0,0.117930622497174,0,0,0,0,0,0.24557484950101,0,0,0,0.0332766070047702,0,0.266356960563415,0,0.041768901319832,0,0,0,0,0,0,0,0,0,0,0.217856984923836,0.179791353036346,0,0.0611488612380555,0,0,0,0,0,0,0,0,0.0173784656369719,0,0,0,0,-0.112688749997489,0,0.061396048072178,0.0208057327862849,0,0,0
X601939.CH.EQUITY,0.289899379226947,0.24269649497514,0,0,0,0,0,0.506257732319199,0.0814928138462984,0,0,0,0,0,0,0,0,0.0301252743417557,0,0,0,0,0,0,0,0,0,0,0,-0.0218829848853422,0,0,0,0.0606580677944304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182321378845413
X600036.CH.EQUITY,0,0,0,0,0,0.203345424968086,0,0,0.0199512336942001,-0.125537546647566,0,0,0.0353749784070773,0,0,0.118911369371934,0,0,0.0486618303168467,0,0,0,0,0,0,0.474694863833609,0,0.0385784816147088,0,0,0,0,0,0,0,0,0,0,0,0,-0.0496269359670864,0,0,0,0,0,0,0,0,0,-0.0204615946874299
X601288.CH.EQUITY,0.00388459887350835,0,0,0,0,0,0,0.515295324704033,0,-0.0763727295140472,0,0.0325135517271424,0,0,0,0,0,0,0.050122795913807,0,-0.000532900393425797,0,0.0616112576472393,0,0.164329673335437,0,0,0.103130084279023,0,0,0,0,0,0.0885058180842941,0,0,0,0,0,0,0,0,0,0,0,0,0.0312039015006018,0,0,0,0.0523857549051451
X1299.HK.EQUITY,0,0,-0.0409457436319842,0,0,0,0,-0.075963565712211,0,0.19380421124461,0,0,-0.0180366587716381,0,0,0,0,0,0,0,0,0,0.18350213860639,0,0,0,0,0,0,0,0,0,0,0.127009679698755,0.0599019543669842,0,0,0,0,0.156780085036384,0,0,0.177549547028589,0,0,0,0,0,0.21934981590179,0,-0.123881031032792
X601628.CH.EQUITY,0.0786687985818511,0,0,0,0,0.00515149707916554,0,0,0,0,0,0,-0.0190830835604057,0,0,-0.0583519329392064,0.156455156965209,0,0,0,0,0,0,-0.140223827837359,0,0,0,0,0,0,-0.033984383375261,0,0,0,0,0,-0.0257221305968877,0.473737725789815,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0
X601988.CH.EQUITY,3.46944695195361e-18,0,0,0,0.523840127442054,0,0,0,-0.00784903109025949,0,0,0,0,0,0,0,0,0.283679992073675,0.0428191148164486,0.146071029150894,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.041802745247231,0,0,0,0,0,0,0,0,0,0,-0.0982992733423274,0,0,0.00141058387753382,0,0,0
X5.HK.EQUITY,0,0,0.00889416417521088,0,0,0,0,0,0,0,0.16667990070799,0,0,0,0,0,0,0,0,0,0,0,0.241741024382518,0.0509258897214135,0,0,0.0778476150392283,0,0,0,0,0.0157910418675165,0,0.219570090266546,0,0,0,0,0,0,0.295633674323335,0,0.142817504007489,0,0,0,0.101025796645755,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.0860925340675786,0,0,-0.112499207820185,0,-0.090246709457491,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,-0.197174391927727,0,0,0,0.115601199706687,0,0,0,0,0,0.488579519757398,0,0.0751275444492323,0,0,0.123930528736529,0,0.131391097289632
X601166.CH.EQUITY,0,0,0,0.0268285427161676,0,0,0,0,0,-0.0742224652438011,0,0,0.41664907785395,-0.0738634371869764,0,-4.33680868994202e-19,0,0,0,0,-0.139481774706573,0,-0.0246344719826037,0,0,0,0,0.277090537584967,-0.0166227506374063,0,0.131230639107461,0.0202955183930854,0,0.0969018304005357,0,0,0,0.101590947685847,0,0,0,0,0,0,0,-0.0654133926694536,0.0353503534353244,0,0,0,0
X601658.CH.Equity,0,-0.0301304483964075,0,-0.184166336520786,0.284571747378394,1.73472347597681e-18,0.0991265613569986,0.170125283986106,0,0,0.345007787253575,0,0,0,0,0,0.0826937357699623,0.121212551286313,0,0,0,0,0,0,0,0,0,0,-0.240202203616466,0,0,0,0,0,0.0611616768203476,0,0,-0.120203984048722,0,0,0,0,0.0325481344202726,0,0,0,0,0,0,0,0.0684243587848329
X000001.CH.EQUITY,0,0.123879255264078,0,0,0,0,0,0,0,0,0.514114008124799,0,0,0.00651563824561779,0,-0.016959624936841,0.240597407338851,0,-0.225505748286664,0,0,0,0,0.336263668908403,0,0,0,0.0693413384886915,0,0,0,0,0,-0.093525356830474,0,0,0,0,-0.017711598136381,0,0,0,0,0,0,0,0,-0.0409468317033777,0,-0.093551126234893,-0.101586865086885
X601601.CH.EQUITY,0,0.530774832513057,0,0,0,0,0,0,0,0,0,0,0.14226282463381,0,0,0,0,0,0,0,0,0.012591457772119,0,0.0134375734530135,0,0,0,0,0,0.0911287142212477,-0.119175839346061,-0.00870428729360159,0,0,0,0,0,0.0427650900796459,-0.0279876109586546,0,0,0,0,0,0.238563592854221,0,0,0,0.0913064997921602,0,0
X600030.CH.EQUITY,0,0.0770970318770019,0,0,0,0,0,0,0,0,0,-0.0258007620605212,0,0,0,0,0,0,0,0.287732169362639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182913016979483,0.15739332084472,0.000817071829647167,0,0,0,0,0,0.170825971853098,0,0,0,0.0649329483629071,0,0,0
X000002.CH.EQUITY,0,-0.141658993979876,0,0.234924855349453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151959303747848,-0.15446282226506,0,0,0,0,0.737140667925147,0.103260353981056,0,0.0160574767569488,0,0,0,0,0,0,0,0,0,0.0455783325434103,0,0,0.00650852436162008,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0777222173822739,0,0,0,0.0481890062278418,0,0.180002341868409,0,0,0,0,0.193213081699391,0,0,0,0,0,0,0,0,0.266523961294117,0,0,0,0,0,0,0,0.160174692672685,-0.0785612760269246,0,0,0,0,0,0,0,0,0,0.190854976378516,0,-0.0253734569438308,0
X601328.CH.EQUITY,0,0,0.0166198957347574,0,0,0,0.0652597015983748,0.0655380786617075,0,0,0,0.20915658650097,0,0,0,0,0,0,0.367785603021318,0,0,0,0.0496079676364623,0,0.0238609523232706,0.0951353336568033,0,0,0,0,0,0,0,0,0.0631372072093453,0,0.06794628821095,0,0,0.0370107987882483,0,0,0,0,0,0,0,0,0,0,0.0798248117157591
X600000.CH.EQUITY,0,0,0,0,0.0393387948197968,0,0,0.139250922337487,0,0,0,0,0,0,0,0,0.0618828492449054,0.300704736721298,0,0,0,0,0.0894121242131018,0,0,0.102650720830955,0,0,0,0,0.104827275637062,0,0,0,0,0,0,-0.00293973113901976,0.0951607871333822,0,0,0,0,0.0859020277971864,0,0,0,0,0,-0.0639151368279442,0
X601066.CH.EQUITY,0,0,0.0465313187746383,-0.0706105346976717,0,0,0,0,0,0,0,0,0,0,0.585286178900704,0,0,0,0,0,0.121832295442526,0,-0.142257150834944,0,0.0423778578985992,0,-0.0457753867776688,0,0,0,0,0,0,0,0,0,0,0,0.17796690501748,-0.0203582633489237,0,0,0,0,0.109439936137487,0,0,0,0,-0.157923182293438,0
X16.HK.EQUITY,0,0,0,0,0,0.0634071600357784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00580847017826021,0,0,0.0532315579880088,0.0677586035636016,-0.0556861207147793,0,0,0,0,0.0825822185692893,0.0276192327333425,0,0,0,0,0,0,0.189619133282166,0.549572172572507,0,0,0,-0.564316232643662,-0.0736967945001629,0,0.0934956395040209,0.0529058551667166,0
X601319.CH.EQUITY,0,0,0.175898478059665,0,0,0,0,0,0,0.0116474115576055,0,0,0,0,0.127580984674228,0,0,0,0.0803760014895355,0,0,0,0,0,0,0,0,0,0,0,0.0433313171564122,0,0,0,0,0,0.0477522422389042,0.149320546708098,0,-0.0247424393521942,0,0,0.0327127536086993,0.0115501462602666,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,-0.0966756410024411,0,0.0463187637957832,0.0488290796494508,0,0.583821506748032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0979417547014775,0,-0.00567212803013564,0,0,0,0,0.121841117751797,0.226359890214232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0.0315511585861767,0,0,0,0,0,0,0.109481947716918,0,0.217061382661323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144610897452342,0,0,0,0,0,0,0,0,0.197205176577346,0,0,0,0,0,0.0565674018173991,0.0245440482901454,0,0,0,0,0,-0.0201716428586893
X601998.CH.EQUITY,0.118688503093515,0,0,0,0.296418590746428,0.08430764034023,0,0.264743076262166,0,0,0,0,0,0,0,0.16377470464659,0,0,0.0342019247703938,0.0248901698712743,0,0,0.0282239392312431,0,0,0,0,0.164493093599541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415743590083328,0,0,0,0.0255304240973229,0,0
X600016.CH.EQUITY,0,0,0,0.0337245518662613,0,0,0,0,0,0,0,-0.0791282646417684,0,0,0,0,-0.0190070051200093,0.470112829867836,0,0,0,0.187215582470072,0,0,0,0,0.0619008916049014,0,0,0,0,0,0.404714220157729,0,-0.0776049643897665,0,0,0.0964742303310646,0,0,0,0,0,-0.185629553073825,0,0,-0.0940783248195612,0,0,0.216239214538597,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0.183970409286141,0,0,0,0,0,0,0,0,0,0,-0.169736166962722,0.151081960640707,0,0.479391533801084,0,-0.0270469314367082,0.144884313480559,0,0,0,0.0686121284772257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0498875892154562,0,0.0312993233250892,-0.0141434697218592
X601818.CH.EQUITY,-0.0544411360362345,0.404170148034543,0,0,3.46944695195361e-18,0,0,0,0,0,0.250530426363218,0.0134134323379721,0,0,0,0,0,0,0,0,0,0,0,0.173964957492006,0.250395087300262,0,-0.0908826886264363,0,0,0,0,0.208798675628909,0,0,0,0,0,0,0,0.0360896908987624,0,0,0.0584436281867902,0,0,0,0,-0.0491305082742072,0.0179251364586716,0,0
X600999.CH.EQUITY,0,0,0.0686107411222692,0.019994865900183,0,0.110124520852197,0,0,0,0,0,-0.33250512476157,0,0,0.204663178381877,-0.0864149932354644,0.266154408645819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0684063549268948,0,0.0825172519765187,0,0.155028241904506,0,0.177220556006422,0,0,0,0,0,0,0,0,0,0,0,0
X1109.HK.EQUITY,0,-0.0901359599426297,0,0.0193343660076457,0,0,0.00110166780807666,0,0,0,0.12894758801308,0,0.0633627410392294,0,0,0,0,0,0,0,0,0,0,0.207060854072366,-0.156135356723345,0,0.0250318065931216,0,0,0,0,0,0,0.28591562464584,0,0,0,0,0,0,0,0.246079178528309,-0.0285910750037066,0,0,0,0,-0.158102144359764,0,0.117609011245559,0
X600048.CH.EQUITY,0,0.0463277163403972,0,-0.0140274054845529,0,-0.061261907427545,0,0,0,0,0,0.16419330295468,0,0,0,0.433828196595276,0,0,0.242678372856544,-0.0811208361194123,0,0.110594414194383,0,0,0,0,0,-0.15271786963882,0,0,0,0,0,0,0,0,0,0.249772181109395,0,0,0,0,0,0,0,0,0,0,0,0.149154137964713,0
X2007.HK.EQUITY,0,0,0,0.0671687395289064,0,0,0,0,0,-0.250009162686105,0,0,0,0,0,0.31090100314851,-0.191312746499916,0,0,0,0,0,0,0,0,0,0,0,0,0.133892299508831,0,0,0,0.0257182640063488,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141069334471242,0,0,0
