,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,macro_return_add
X601398.CH.EQUITY,0,0,0.102888244539445,-4.33680868994202e-19,0,0.0497909485435045,0,0,0,-0.0598145943179258,0,0,0,0,0,0,0,0,0,0,-0.156803965306241,0,0.0635058469442686,0.578052330930924,0,-0.198429578611895,0.509373017410453,0,0,-0.117049655376948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.194507669736272,0,0,0,-0.0671741475721912,0,0,0.138595080084145,0,0,0,0.0287015711979223,0,0,0,0.0168478313286583,0,0,0,0,0,0,0,0,0.014498187671426,0.154974039538201,0,0,0,0,0.245895255759771,0,0.129443873861315,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.00542848587680307,0,0.788940933230565,0,0,0,0.00151976548954231,0,0.0478560234652995,0.0790485328415143,0,0.0133082799300824,-0.0612576945124929,0.00202118919247546,0,0.062337270839436,0,0,0,0,0,0,0,0.0399590905569213,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.124341400571151,0,0,0,0,0,0,0,0,0,0,0,0,0.0324002600264815
X601288.CH.EQUITY,0.0100036803780681,0,0.817397929940038,0,-0.0316305257386925,0,0,-0.101259086447208,0,0.0346933941034315,0.178703667514109,0,0,0,0,0.0406601961320656,0,0,0.0357199164821593,0,0,0,0,0,0.0495683601458602,0,0,0,0,0,0,0.0806504711440144,0,0,0,0,0,0,0,-0.0897669275092576,-0.135848695980244,0,0,0,0,0,0,0,0,0,-0.0584066594387323
X601628.CH.EQUITY,0.00675332499455452,0,0,3.46944695195361e-18,0,0,0,0,0,0.253870351841498,0,0.128322913648942,0,0,0,0,0,0,0,0.219128860741515,0,0,0,0,-0.104863930446129,0,0,0,0,0,0,0,0,0,0,0.0212531849573775,0,0.294514979126726,0,0,0,0,0,0,0,0.114312738363965,0,0,0,0.265840629619984,0
X600036.CH.EQUITY,0,0,0.113839310245306,0.264059788372343,0,0,0,0,0.00597565544558438,0,0,0,0,0,0,0,0,0.122732319034875,0,0,0,0,0,0,0.144053125138059,0,0,0,0.0925836856771599,0,0.036406797326852,0,0,0,0,0,0,0.0344185902392161,0,0,0,0,0,0,0,0,0,0,0.0345196413708361,0,0
X601988.CH.EQUITY,0,0,0,0.0871470282880443,-0.045524572375271,0,0,0,-0.0202298904513574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175368115751315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125870784765731,1.00170971336451,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.078227314010264,0,0,0,0.0958368962093776,0.253678976379606,0,0,0,0,0,0.00113739998339144,0,0,0,0,0,0,0.303174911697983,-0.0425555612864237,0,0,0,0.0458442722257843,0,0,0,0,0.139630741726271,0,0,0,0,0,0.0349801334250394,0,0,0,0.0919864352293813,0.0141684744386911,0,-0.0163846697791287,0,0,0,0.175193048172495,0
X5.HK.EQUITY,0,0,0,0,4.33680868994202e-19,0,0,-0.0559729405771655,0,0,0,0,0,0,0,0,0,0,0,-0.101612238321073,0.0169655239055103,0,0,0,0,0,0.076555334848218,0.390411088478977,0,0,0,0,0,0,0,-0.0640176596018418,0,0,0.0368810814066816,0,0,0,0,0.119181558320141,0.0305372990740972,0,0,0,0.00957904575814791,-0.259919391296599,0.205512640782347
X388.HK.EQUITY,-0.126586292826132,0,0,0,0.192216420895445,0,0,0.022921979058835,0,0,0,0,0,0,0,0.191484020307447,-0.0878064483576089,0,0,0,0.115100407345093,0,0.278217339585224,0,-0.133942645294398,0.37845156695206,0,0,0,0,0,0,0.212656454173471,0,-0.0585131315194778,0,0,0,0,0,-0.0796878775747185,-0.151423226032806,0.251237710522155,-0.0635436666568451,0,0,0,0,-0.16346329761508,0,0
X601658.CH.Equity,0,0,0,0.266064229332138,0,0,0,0,0,0,0,0,0,0,0,0,0.264769823274029,0,0.0941095798502057,0.120601496809183,0,0,0,0,0,0,0,0,0,0,0,0,0.0185625977330592,0,0,0,0,1.73472347597681e-18,-0.0544355592800082,0,0,0.0516966016832929,0,0,0,0,0,0,0,0,0.0489431219675693
