,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.346880377321447,0.0726580369076971,0.0689478887541779,0.0493834671163187,0,0,0,0,0,0.242231386430062,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,-0.00358067880283361,0,0.030679999489209,-0.0285528955340979,0,0,0,0.00348011636377771,0,0,0,0,0,0,0,0,0,0,0,-0.00595019226954687,0,0.0424989889256036,0,0,0,0,0,0,0.158347456119924
X601939.CH.EQUITY,0.445423147108243,0,0,0.0138992538627341,0,0,0,0,-0.00074443707675841,0,0.218749415249536,0,0,0,-0.0250773469199786,0,0,0,0,0,0,0,0,0,0.150160454441069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831978636137926,0,-0.0519889629330865
X601318.CH.EQUITY,0,0,0,0,0.208206259120896,0,-4.33680868994202e-19,0,0,0,0,0,0.133853953885095,0,0.0162837064943795,0,0,0,0,0,0,0.154206899709809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047910463581718,0,0,0,0,0,0,0.189758390245344,0,0,0,0,0
X601288.CH.EQUITY,0.296173396630742,0.0898853085525661,0,0,0.180632301838507,0,0,0,0,0,0,0,0,0.192211464916495,0,0,0,0,0,0.0480800553356569,0,0,0,0,0,0,0,0,0,0,0,0,0.12334204528201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0
X601988.CH.EQUITY,0,0,0,0.380560916128659,0,0,0,0,0,0.232942889513813,0,0,0,0,0,0.243351822014529,0.126020822348495,0,0,0,0,0,0,0,0,0,0,0.0185711044426092,0,0,0,0,0,0,0,0,0,-0.479689999741679,0,0,0,0,0,0,0.0948491744926803,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0664510911601559,0,0,0,0,0,0,0,0,0,0,0.198943108492473,0,0,0,0.00729181979568136,0,0,0,0,0.272600895357575,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.282087514879025,0,0,0,0,0,0,0,0,0.0710050017077821,0,0.0460676202227355,0.0056631288070876,0,0,0,0.0992659317539195,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.0254840732973209,0,0,0,0,0,0,0,0,0.188879593942763,0,0,0.0345372288485631,0.506935154328589,0,0,0,0,0,0,0,0.110978613873326,0,0,0,0,0,0,0,0,0,0,0,0,0.0966042168933924,0,0,0,0,0,0,0.0198835100399934,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.401543124568959,0,-0.246121987569607,0,0,0,0,0,-0.00300030707428465,0,0,0.332008088978168,0.764977763597429,-0.036539911711657,0,0,0.254357427577651,0,0,0,0,0,0.386831952810683,0,0,0,0,0,0,0,0,-0.241893716837632,0,0,0,0,0
X601628.CH.EQUITY,0,0.0201958914214361,0,0,0,0.0269227555884551,0,0,0,0.0800860184443356,0,-0.158951454495481,0,0,0,0,0,0.12035967584145,0,0,0,0.277131480337519,0.0336780181889286,0,0,0,0,0,0.0534352669232869,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0.279438847444425,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.12132093820395
X601658.CH.Equity,0,0,0,0.162561058193179,0.178052661050385,0,0,0,0,0,0,0,0,0.120171744938158,0,0,0,0,0,0,0,-0.0818245500169595,0,1.38777878078145e-17,0,0,0,0.0300895405157877,0.0969843719529546,0,0,0,0,0,0,0,0.281579935263648,0,0,0,0,-0.00651158400428354,0,0,0,0,0,0,0.431196068662143,0,0
