,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.163356051373711,0.0727966721088971,0.0463349120229929,-0.00300949219118475,0,0.35461686304694,0,0,0,0.0764950432828705,0,0,0.0258821967436352,0,0,0,0,0,0,0,0,0,0,0.0747513293845694,0.0740308875912883,0,0,0,0,0,0,0,0,0,0,0.104218694727012,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0653892603098977,0.0576381799497756,0,0,0.0864557564286379,0,0,0,0.048839398606003,0,0,0.054551444238522,0,0.0935556647383475,0,0.222932230967533,0,0.0872114228508317,0,0,0,0,0,0,0.0215927665100422,0,0.167915557421687,0,0,0,0,0,0,0.129635150981643,0,0,0,0,0.0384139770883997,0,0,0,0,0,0.0368036270618045,0,0
X601939.CH.EQUITY,0,0,0,0.0951323829509551,0,0,-0.036316946061606,0,0,0,0,0.0989106960115198,0,0,0.02214004230715,0,0,0,0,0,0.0104807419344692,0,0,0,0.149657078072862,0.61704379755036,0,0,0.0732913217515269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125519951543229
X601288.CH.EQUITY,0.00963558242007297,0,0.126254601792369,0,0,0.0483834881050875,0,0.480477847848181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0859640912448885,0,0,0,0,0.119151164302478,0,0,0,0,0,0,0,-0.0208120999006664,0,0,0,0,0,0,0,0,0,0,0,0.120952235555354,0,0,0
X600036.CH.EQUITY,0,0.131108379957493,0,0,0,0,0.208566544926599,0,0,0,0,0,0.204775170682877,0,0.164170077040692,0,0,0,0.0163504709490077,0,0,0,-2.16840434497101e-19,0,0,0.166192365158246,0.237011994895459,0,0,0.0226444802236108,0,0,0,0,0,0,0,0,0.0904967632652581,0,0.0232645588200212,0,0,0,0,0,0,0,0,0,-0.0764646200276046
X601628.CH.EQUITY,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.174762900247564,0,0,0,0.0616555704601797,0,0,0.166993457079899,0,0,0,0,-0.132419527956844,0,0,0,0,0,0,0.0798735797624668,0.607788427359045,-0.0495244140810793,0,0,0,0,0,0,0.0935283151141008,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.0745515169515765,0,0.0643712762400912,0,0,0,0,0,0.164800203542367,0,0,0,0,0,0,0,0,0,0.17987719549417,0,0.171211661468316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105918858008789,0,0.0735067726086824,0,0.078484635009384,0.132085944543593,0,0.0883859334548361,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.631689158408837,0.202403858763056,0,0,0,0,0,0.117943999464566,0,0.0905846496217964,0,0,0,0.0730261175906349,0,0,0,0,-0.0451097136699137,0.0139986916414735,0,0,0,0,0,0,0,0.044409541589114,0,0,0,-0.00286723610705597,0,0.0187275352031721,0,0,0,0.0890756649797418,0,0,0,0,0,0,0,0,0,-0.0643368254015624
X5.HK.EQUITY,0,0,0,0,0,0.00929517283300714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134082940170455,0,0,0.17425951495001,0.0841708874042361,0,0,0,0,0.0155396022330076,0,0,0,0,0,0,0,0,0,0.339387087743319,0,0,0,0,0.162985717640618,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0487197362811494,0,0.0711225553463465,0,-0.00760680000684135,0,0,0,0,0.0616943161663373,0.140160727587996,0,0.0786419485164239,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.156763103901603,0.386588612583462,0,0,0,0,0,0,0.0323054451571027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
