,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,macro_return_add
X601398.CH.EQUITY,0,0,0,0.284016363562848,0.00359080124747943,0.0802922739304092,0,0.0814410059170479,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.2205398051534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.120519822938081,0,0.056774113399825,0,0,0.0182191481427407,0,0.197836590674927,0,-0.0967898823189652
X601318.CH.EQUITY,0,0,0,0,0,6.93889390390723e-18,0,0.0570079927005703,0.0549857893066853,0,0,0,0,0,0,0,0.0111641041531853,0,0.271074133926479,0,0.321151458716555,0,1.73472347597681e-18,0.0546873829827378,0,0,0.0963742444204723,0.176623442796391,0,0,0,0,0,0,0.0688083979855147,0,0,0,0,0,0,0,0,0,0,0,0,0.011956125937152,0,0,0
X601939.CH.EQUITY,0,0,0,0.385822173085389,0,0,0.0993725542607406,0,0,-0.093929604422545,0,0,0,0,0,0,0,0.0187246336452328,0,0.0365413890549849,-0.0992168509615189,0,0,0,0.476778704315766,0.213837737520997,-0.164631616251676,0.0516200976580638,0,0,0,0,0,0,0,-0.110849156696418,-0.0118024958244869,0,0,0,0,-0.0114551005312811,0,0,0,0,-0.0689942798950832,0,0,0,0
X601288.CH.EQUITY,0.210108790154558,0,0.113623750653908,0,0,0.018598850759398,0.193166864620399,-0.0258755024879724,0.101865098891201,0,0.0607975655207563,-0.0648320706470767,0,0,-0.0490985715611446,0.16843037757172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22687643561235,0,0,0,0,0.0679973250438452
X600036.CH.EQUITY,0,0.19495318281171,0,0,0,0.0455361293983198,0.0814762511318739,0.111518527494168,0,0,0,0,0,0.199569929900367,0.0529024502406166,0,0,0,0,0,0,0.0676673699137072,0,0,0,0,0,0,0.323604704240421,0,0.0634218449469594,0,0,0,1.73472347597681e-18,0,0,0,0.014525227729944,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0900589472956708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0832002058757487,0,0,0,0,0,0,0.154146146237051,0,0,0,0,-0.0793636045898643,0,0,0.0199065613140956,0.296595315838294,0,0,0,0.535457855293357,0,0,0,-0.019577246669458,0.040543168423819,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0705570154361082,0.105532161208404,0.0586353439517163,0.0967464567464608,0.327356024572261,0,0,0,0,0,0,0,0,0,0,0.163486854710913,0,0,0,0,0,-0.0198917901182542,0,0,0,0,3.46944695195361e-18,0.071647537811708,0,0,0.0739300194653573,0,-0.127666151931546,0,0.2410379843262,0,0,0,-0.0711804878436803,0,0,0,0,0,0,0,0,0,0,0,-0.0506359310077915
X1299.HK.EQUITY,0,0,-0.206575804592138,0,0,0,0,0,0,0.166768084937532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048949593853737,0,0.0705428429171414,0,0.0332678370908446,0,0,0,0.0684200986362793,0,0,0,0.0657173020727636,0,0.204443503032387,0.22471783620738,0.0479784084817157,0.104038779088831,0.103102072204073,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0.0189018220836104,0,0,0.0133965963937006,0,0,0.0311257768430198,0,0,0,0.0934791924613203,0.0537493615600691,0,0,0,0,0,0,0,0.0899470086517794,0,0,0,0,-0.0569397945860921,0,0,0,0,0,0,0,0,0,0,0.535200668298144,-0.0114143037032349,0,0.21378751930615,0,0.159186907151261,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,-0.195291766169202,0,0,0,0,0.0922933063390306,0,0,0,0,0.03306299840286,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.307227727818013,0,0,0.231270702335294,0,0,0,-0.00964883824338312,0,0.0501918045401269,0,0,0,0,0,-0.0326171371392346,0.258259341423816,0,0,0,0,0.182497590394078,0,-0.0512538558539725,0,0,0,0.0965266706512946
