ticker,GDBR1 INDEX,MXEU0RE INDEX,SXXP INDEX,V2X INDEX,BTPSDBR10,EUAggCorp10,DBR0110
2018-01-02,-0.582,167.68,388.35,13.3676,1.628,0.3018,1.049
2018-01-03,-0.609,169.26,390.22,12.1367,1.625,0.3077,1.051
2018-01-04,-0.602,167.97,393.68,11.4105,1.58,0.314,1.036
2018-01-05,-0.587,169.61,397.35,11.1245,1.567,0.2946,1.026
2018-01-08,-0.575,171.33,398.41,11.4954,1.553,0.2879,1.006
2018-01-09,-0.591,170.96,400.11,11.262,1.569,0.2689,1.057
2018-01-10,-0.629,167.41,398.6,11.759,1.495,0.2071,1.172
2018-01-11,-0.541,164.29,397.25,11.3595,1.47,0.2257,1.122
2018-01-12,-0.574,165.49,398.49,10.9024,1.402,0.2271,1.155
2018-01-15,-0.573,164.78,397.83,11.0727,1.415,0.2106,1.16
2018-01-16,-0.603,166.91,398.35,11.3466,1.409,0.2094,1.165
2018-01-17,-0.571,167.58,397.97,11.9473,1.438,0.2033,1.133
2018-01-18,-0.6,166.66,398.73,11.9883,1.416,0.1962,1.173
2018-01-19,-0.601,167.24,400.88,11.8533,1.395,0.1829,1.169
2018-01-22,-0.564,166.99,402.11,11.9678,1.356,0.1679,1.131
2018-01-23,-0.578,168.32,402.81,11.9508,1.328,0.17,1.139
2018-01-24,-0.572,167.32,400.79,12.3924,1.321,0.1547,1.16
2018-01-25,-0.562,165.21,398.56,12.691,1.351,0.1597,1.174
2018-01-26,-0.555,166.79,400.57,12.4779,1.378,0.163,1.184
2018-01-29,-0.54,165.49,399.8,13.2927,1.332,0.1352,1.234
2018-01-30,-0.539,165.48,396.12,14.811,1.347,0.1354,1.222
2018-01-31,-0.563,166.93,395.46,15.1644,1.332,0.1214,1.26
2018-02-01,-0.567,164.14,393.49,16.1394,1.244,0.0976,1.288
2018-02-02,-0.554,161.88,388.07,17.5594,1.283,0.0787,1.321
2018-02-05,-0.582,158.15,382,18.855,1.29,0.0962000000000001,1.318
2018-02-06,-0.569,154.05,372.79,30.1771,1.296,0.1278,1.261
2018-02-07,-0.564,157.83,380.13,21.3656,1.205,0.0929,1.309
2018-02-08,-0.577,154.54,374.03,32.0402,1.231,0.1025,1.339
2018-02-09,-0.574,153.82,368.61,34.737,1.304,0.127,1.319
2018-02-12,-0.593,154.8,372.93,28.1626,1.28,0.1084,1.35
2018-02-13,-0.586,153.61,370.58,25.9501,1.335,0.1303,1.336
2018-02-14,-0.569,154.53,374.53,20.7053,1.308,0.1348,1.326
2018-02-15,-0.573,153.84,376.51,20.5158,1.301,0.1265,1.337
2018-02-16,-0.548,157.39,380.62,17.7606,1.279,0.1479,1.254
2018-02-19,-0.554,155.9,378.24,19.1283,1.308,0.1253,1.289
