,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X17.HK.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.258476798330009,0,0,0,0,0,0,0.145324257220412,0.0404684342705685,0,0,0,-0.19832578358005,0,0,0,0,0.35250644286807,0,0,0,0,0,0,0.205767079799876,0,0.0554823550833223,0,0.0989877263459818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0760248826198546,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0260389500244494,0,0,0.243247806580376,0,0,0.267185939394797,0,0,0,0.0985849112379385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108924424442622,0,0,0,0,0,0,-0.254695234573115,0.0954705859212846,0,0,0.177915998496524,0,0,0,0,0.101708075312161,0,0,0
X601939.CH.EQUITY,0.439503481880545,0,0,0,0,0.190456335362038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569615026133858,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360540689268045,0,-0.153163973355957,0,0.086283390652873,0,0,-0.0110113446942817,0,0,0,0,0
X601288.CH.EQUITY,0.565679718747014,0.0318238438851376,0.106093784445264,0,0.0656098568743427,0.0109605755908187,0,0,0.0483396678231131,0,0,0,0,0,0,-0.0354123597963896,0,0,0,0,0,0,0,0,0,0,0.0813040037596301,0,0,0,0,0,0,0.0507239107962727,0,0,0,0.157993915689201,0.179544942559765,0,0,0,0,0,0,0.0435077605850454,0,0,0,0,-0.059395290995057
X5.HK.EQUITY,0,-0.116160432738651,0.188303781675825,0.139961891555217,0,0,0,-0.15593233348727,0,0,0,0.229105732914009,0,0,0,0,0,0.590359671802608,0,0,-0.0643223312807172,0,0,0.141046886995841,0,0,-0.166677711138185,0,0,0,0,0,0,0,0,0.023128918280179,0,0,0,0,0,0,0,0,0,0.145598978250579,0,0,0.118106902327929,0,0
X601988.CH.EQUITY,0.111127637393323,8.67361737988404e-19,0.205417806912917,0.110941062191839,0,0,0,-0.00419276563199914,0.118897462259329,0.0783939476690242,0.241332227357759,0,-0.412105223727975,0,0,0,0,0,0,0,0,0,0.00534210554247731,0,0,0,0.144886296180555,0,0,0,0,0.0214025484411953,0,0,0.0518889334981067,0,0,0,0,0,0,0,0,0,0.101837185379605,0,0,0,0,0,0.071814089476297
X600036.CH.EQUITY,0,0.372163143076225,0,0,0,0,0,0.034327207044983,-0.0112398910361305,0,0,0,0,0.288333718068793,0,-3.46944695195361e-18,0.0201779869655023,0,0,0,0,0,0,0.176251079845671,0,0,0,0,0,0,0,0.0927032601787338,0,-0.0399122573211997,0.000544414852262531,0,0,0,0,0,0.164788337113914,0,0,0,0,0,0.0163948660749154,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.161055086170924,0,0,1.73472347597681e-18,0,-0.0488578262765829,0,-0.0494455119717709,0,0,0.274055034037233,0.27301662726423,0,0,0.143437563271458,0,0,0,0,0,0.0955160467914523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710586794324191,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0703676979604605,0.387960615447938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122705268397655,0,0,0,0,0,-0.22029343163628,0.142266721258833,0,0,0,0,0,0,0,0,0,0,-0.0213296428740551,0.293139819080623,0,-0.0530515609720659,0.0829681015537125,0,0.154595083195161
X601166.CH.EQUITY,0.117395278010886,0,0,0,0,0.0437511592269946,0.499670100186778,0,0,0,0,0,0,0.0393398528429537,0,0.246709701499509,0,0,0,0,0,0,0,0,0,0,0,0.0835485788362528,0,0,0,0.0441059538412919,0,0.109042358942171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0703807498706501,0,0,0.126832761143028,0,0,0,0,0.0188948818513359,0,0.0821731386591686,0,0,0,0,0,0,0,0,-0.130274175768706,0.252233925365581,0.224975152269733,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297377126267846,0,0,0.203337224105174,0,0.0313865194460001,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.241445144761013,0,0,0,0.400634531830133,0,0,0.0792853982933266,-0.0308712005824648,-0.084428151979669,-0.0733928778296022,0,0,0,0,0,0,0,0,0,0,0.165668571192796,0,0,0,0.0364729781730088,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0.0744212224214128,0,0,0,0.0474224492774079,0.155407631927152,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134171193036644,0,0.00624979391912915,0,0,0.130585527480791,0,0,0,0.0192799891011231,0.044091221014199,0,0,0.340311826279406,0,0,0,0.349439550912385,0,0,0,-0.0349839275034344,0,0,0,-1.73472347597681e-18,0,0,0.0400079549488502,0,0,0.121352664451925,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0.000527773178945885,0.103238673670666,0,0.104434672433067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291576320415736,0,0,0,0,0,0.217219033319118,-0.214342679736025,0,0.126715263722744,-0.1693750577505,0,0,0.160941054987822,0,0,0,0,0,0,0,0.256920687708011,0.264028056089837,0,0,0
