,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.129225992109478,0,0,0,0,0,0,0,0,0.228103302026919,0,0,0,0,0.407388081605079,0,0,0,0,0,-0.0136031385965112,0,0,0,0,0,0,0,-0.1199290068936,0.461022284273934,0,0,0,0,0,0,0,0,0,-0.0816346727407023,0.0424747645100833
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.141480331682252,0,0,0,0,0,0,0,0.0384007365437677,0,0.0707816838019153,0,0.0517154087291653,0,0,0,0,0.122169885057459,0,0.0508556091347616,0,0,0,0,0,0,0,0.24909112012985,0,0,0,0.232077007412554,0,0.00658760274344609,0,0,0.0338522337290218,0,0,0,0,0,-0.0128970870604318
X601939.CH.EQUITY,0.250017239766571,0,0,0,0,0,0,0,0,0.0429115240297914,0,0,0,0,-3.46944695195361e-18,-0.00824354968431219,0,0,0,0,0,0,0.0600503007648073,0,0,0,-0.156449588230957,0,0,0,0,0,-0.00267959619136413,0,0,0,0,0.0431099633938749,0,0.0698943587349829,0.501038639628069,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.124909228465177
X601288.CH.EQUITY,0,0,0,0,-0.243661717125058,0,-0.238285910055922,0,0,0,0.817724338530982,0,0,0,0.0471099693816225,1.38777878078145e-17,0,0,0,-0.148648916985817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101132693640833,0,0,0.10338428276856,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.135541563661755,0.403620459249209,0,0,0,0,0,0,0,0.182254998742304,0,0,0,0,0,0,0,0.0608180600149242,0,0,0,0.0351140181215023,-0.133450584897664,0,0,0,0,0,0,0,0,0,0.0692509028105213,0,0.158507603745652,0,0,0,0,0,-0.171522829602554,0,0,0.118246776587895,0,0
X601988.CH.EQUITY,0,0,0,0,0.241428586913214,0,0.0415699698998241,0,0.0539077485051523,0,0.0777753794156531,0,0,0,0.11308248808114,0,0,0.0239127025260008,0,0,0,0,0,0,0.00591664139167715,0,0,0,0,0,-0.239914051622356,0,0.239118776046089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0465019096742807,0
X1299.HK.EQUITY,0,0,0,0,0.284776909058107,0,0,0,0,0,0,0,0,0,0,0,0,0.129044941977239,0,0,0.0602006500862855,0,0,0,0,0.0682774219319745,0,0.120637634038924,0,0.0946017857600406,0,0,0,0,0,0,0,0.311339229558764,0,0,0,0,0,-0.202483039563018,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.115559086786121,0,0,0,0,0,0,0,0.375651028105935,0,0,0,0,0,0.111911986187278,0,0,0,0.27809981851909,0,0,0,0,0,0,0,0,0.166735415380878,0,0,0,0,-0.124545313881977,0,0,-0.148458739555816,-0.159665325050068,0,-0.0852324810171833,0,0,0,0.265910399681729,0,0,0,0,0,0,0.0158146809495092
X601628.CH.EQUITY,0,0.181414858771571,0.0166011976547827,0.0831044512789919,0,0,0,0,0,0,0,0,0,0,0,0,0.212998193644576,0,0,0,0,0,0,0,0.0389195646847712,0,0,0,0,0,0,0,0,0,0.229306187400509,0.0192352925623409,0,0,0,0,0,0.0970762940012218,0,0.0930516463309144,0.112904177768903,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.736739009776451,0,0,0,0,0,0,0,0,0,0,0,0.16112937343872,0,0,0,0,0,0,0.0626995962963864,0,0,0,0,0,0,0,0,0,0,0,-0.0108169795056507,0,0,0.0326999677566011,0,0,0,-0.183324841993847,0,-0.0180086378136017,0,-0.0791386748950001,-0.00619114886337574
