,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.0600027843586621,0.14945584780989,0,0,0,0.0166451235952809,0,0,0,0,0,0,0,0,0.0207277137181479,0.189766719925702,0,0,0,0,0,0,0.0778251624890329,0,0,0.0145979270445919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823805707053962,0.0306568016689043,0,0.0397280823216496,0,0,0,0.0639954117958756,0,0
X601318.CH.EQUITY,0,0,0.108300287253532,0,0,0,0,0,0.124930924377882,0,0.0448367261350792,0,0.0892751155538128,0,0,0.0184539635200288,0,0.0763843480479067,0,0.20043998483526,0,0,0,0,0,0,0,0,0,0,0.0566875147201294,0,0,0,0,0,0,0.111005852232289,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0.0842703387038475
X601939.CH.EQUITY,0,0,0,0.154652258841116,0,0,0,0,0,0,0.111802931576556,0,0,0,0,0,0,0,0,0,0,-0.0140650723642435,0,0,0.620359657652389,0,0.153590861105712,0.025135812218494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.149451775146669,0,0.0610315937970669,0,0,0.118869354718476,0.328993156385321,0,0,0,0.0802362271476439,0,0,0,0,0.0158054326852562,0,0,0,0,0,0,0,0,0,0,0,0,0.112269695505114,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413140423692508,0,0.078063805850009,0,0,0,0,0,-0.0609579664869533,-0.0609917083015581
X600036.CH.EQUITY,0,3.46944695195361e-18,0,0,0,0,0.022289945986192,0.284100848248502,0,0,0,0,0.259388863183078,0,0.152273649625487,0,0,0,0,0,0,0,0,0.304058466944436,0.167358085905973,0.00738027153846425,0,0.0163425077412435,0,0.0417164965740565,0,0,0,0,0,0,0,0.0186435516669061,0,0.0245766598879047,0,0,0,0.0164500566170119,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.0802556795993786,0,0,0,0,0,0,0,0.104078551908654,-0.0327892462373088,0,-0.0980809129831444,0,0,0,0.0384772570909965,0,-0.0457707633144871,0,0,0,0,0,0,0,0,0,0,0,0,0,0.671185493739602,0,0,0,0,0,0,0,0.0488792721096199,0,0.187897651257607,0,0,0,0,0,-0.0185173297573606,0.19551543343672
X601988.CH.EQUITY,0,0,0.0420290286661975,0.279829503395225,0.205464243104195,0,0,0,0,0,0,0,0.100536956792225,0,0,0,0,0.207299196458904,0,0,0.0158296409296459,0,0,0.0515474381414298,0,0.0720444966833459,0,0,0,-0.0285545183996042,0.173378478252962,0,0,0,0,0,0,0.075981756209494,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.154863846868001,0,0.114033638174818,0,0,0,0,0,0,0.207610307971579,0,0,0,0,0,0,0,0,0.00913001671256508,0,0,0,0,0.130456340037375,0,0,0,0,0,0.117329175997722,0,0,0,0,0,0,0.117593837055218,0.0988624151485548,0,0,0.0730007733680601,0.163603155164845,0,0,0.0497443402064813,0,0,0,0,0
X5.HK.EQUITY,0,0.0609883741566708,0,0,0,0.0289612836098391,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161773920813317,0,0,0.0981516576616975,0,0,0.127218321971414,0,0.0110162976134939,0,0,0,0,0,0,0,0,0,0.0607412261526115,0,0.226697710795889,-0.0824254711926214,0,0.0443070144218696,0.173276400099035,0,0,0,0,0.0550560628808983,0,0,0
X601166.CH.EQUITY,0,0,0.0585240721916465,0,0,0.057519344778569,0,0,0,0,0.0487868677746256,0,0.131153734541913,0,0.0696124134859589,0,0,0,0,0,0,0,0,0.169732456546505,0,0,0,0,0.414112737519272,0,0,0,0,0,0.00127852924794934,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0285234441662102
X601658.CH.Equity,0.300901851337931,0.163182473472772,0,0.0910611251159566,0,0,0,0,0,0.338824977170592,0,-0.043177824825047,0,0,0.154840828008968,0,0,0,0,0,0,0,0,0,0,0,0,0.0726748944301502,0.0761721869310632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129761008606117,0,0,0,0,0,0,0
