,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.208290645951499,0,0.106640848516826,0,0,0,0,0.273075345992765,0.0495263610089356,0,0,0,0,0,0,0,0,0.130766433491741,0,0,0,-0.0440618110989083,0,0,0,0,0,0,0,0.100100880840949,0,0,0,0,0.0545515975981624,0,0,0,0,0,0,0,0,0,0.0118883999012005,0.0551240072936604,0,0,0,0,0
X601939.CH.EQUITY,0.457979855499347,0,0,0.0182187598872475,0,0,-0.0318942865994378,0,0,0,0.192643991957596,0,0.226677159290763,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0.0085358387737755,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.165270686188061,0,0,0,0,0,0,0,0,0.0301701660311417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149665667669601,0,0,0.0800571502424141,0,0.175627321289924,0.201158564190339,0,0,0,0,0
X601288.CH.EQUITY,0.425886391322457,0.0834004818159767,0.066128958748377,0,0.162743704528416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311890781307671,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.0889622812513388,0,0.0522773292321732,0,0,0,0,0,0,0,0.0599315650841034,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0220394164790935,0,0.524369420450128,0,0,0,0,0,0.222042781920837,0,0,0,0,0,0,0.174273850164895,0,0,0,0,0,0,0,0,0,0,0,0,0.0550594709965109,0,0,0,0,0,-0.0660201964339434,0,0,0,0,0,0.0673827700584478,0,0,0,0,0,0,0,0,0,3.46944695195361e-18
X600036.CH.EQUITY,0,0,0.0216993677953971,0,0,0,-3.46944695195361e-18,0,0,0,0,0.415391894520797,0,0,0,0,0,0,0,0,0,0,0.0541550690223901,0,0.125594371987503,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0.0850113854765909,0,0,0,0,0.0600137199957876,-2.16840434497101e-19,0,0,0,0,0,0,0.26955778237069,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.113976591537679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535599161755642,0,0.200965659677921,0,0,0.054102007507558,0,0,0.194240528056752,0,0,0,0,0,0,0,0,0.00136382061301464,0,0,0,0.190278737461611,0,0,0,0
X5.HK.EQUITY,0,-0.177293597352641,0,-0.101238702768481,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,1.22641214902486,-0.802476769450053,0,0,0,0.479463010622714,0,0,0,0,0,0,0,0,0,0,0,0.419457702232281,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,-0.0863698401507549,-0.0136083104948792
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0811099804516113,0,0,0,0,0,0,0.196307447890758,0.15415962094386,-6.93889390390723e-18,0.156324547144228,0,0,0,0.110038700563199,0,0,0.0473803428539031,0,0,0,0,0,0,0.0571061441383551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0458351107635455,0
X601658.CH.Equity,0,0,-0.0622720329949671,0.619834279897973,0,0,0,0,0.0332524358249351,0,0,0,0,0,-0.451623069407874,0,0,0,0,0,0,0,0.147965058465023,0,0.0902582596138892,0,0,-0.00598292464582031,0.853165310902734,0,0,0,0,0,0,0,0.0701026009925407,0,0,-0.141383759252171,0,0,0,0,0,0,0,0,0,-0.0923718192520424,0,0
