,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.176369979462399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0805321090283354,0.0549925778831307,0,0.403110954476501,-0.236729519500171,0.233726712208681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590374740697373,-0.0459891900288262
X601318.CH.EQUITY,0,0,0,0,0,0.325918904290651,0,0,0,-0.0623034273342937,0,-1.38777878078145e-17,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0845269043789285,0.0965569990037346,0,0,0,0,0.221131723486317,0,0,0,0,0,0,0,0,0,0,0,0,0.056708036844546,0,0,0.0569379616973694
X601939.CH.EQUITY,0,0.0818929242908541,0,0.8022133433493,0,0,0.00154325044921896,0,0,0.0438369684142945,0,0,-0.0103298013480689,0.0144817909113932,0,0,0,0.0800833630685107,0,0,0,0,0,0,1.73472347597681e-18,0,0.0256948334953609,0,0,0,0,0,0,0,0,0,0,0.0686886275589986,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.893083685565898,0,-0.0584446612216494,0,0,0,0,0,0,0,0,0,0,0.0057525053063251,0,0,0.167808130191006,0,0.00870682884554579,-0.0555807335776216,0,0,0,0,0.0488484902024216,0,0,0,0,0,0,0,0,0,0,0,0,-0.0515371182269723,-0.112382001547193,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.287395868573947,0,0.132098526370661,0,0,0,0,0,0,0,0,0,0,0.00418959243780651,0,0,0,-0.0411134745592428,0,0,0,0,0,0.0381645726379971,0,0,0,0,0.537575376785203,0,0,0,0,0,0,0,0.0943883225521808,0,0.208323903352298,0,0,0.0475629351512134,0.106516043635471
X600036.CH.EQUITY,0,0,0,0.328859916754126,0,0,0.00603443957582312,0,0.0354580878620281,0,0,0,0,0,0,0,0.172008318115292,0.0120347437229992,0,0.0251103433319435,0,0,0,0,0,0,0.0349672973477582,0.170452763150123,0,0,0.113410841607609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405970533004662,0,0,0,0,0.0420902663331991,0,0
X601988.CH.EQUITY,0,0,0,0.0791665692531341,-0.0287082812945405,0,0,0,-0.0381928178580047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462843234019408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084402757084014,-0.120303533347146,0,0.991414625324052,0,0,0.0170443234847874
X1299.HK.EQUITY,0,0,0,0,0.0847473597466677,0.0580908435683063,0,0,-6.93889390390723e-18,0.204118908043008,0,0,0,0,0,0.00405062807365212,0,0,0,0,0,0.316072876730646,0,-0.110436205261777,0,-0.0714932309186973,0,0.109305325908458,0.110041156367897,0,0,0,0,0.127272607261726,0,0,0.0360601993947542,0,0.104678711835526,0,0,0,0.115145880894535,0,0,-0.0181360935073135,0,0.150703932349018,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0183719160190068,-0.174333835981337,0,0,0,0,0,0,0,0.134915367301033,0,0.448492187854432,0,0,0,0,0,0,0,0,-0.157323135507428,0.111265131078037,0,-0.0778425777831058,0,0,0.0377420093866238,0.173598452760202,0,0,-0.176291293289964,0,0.0318451998323724,0.0229235578954354,0
X388.HK.EQUITY,0,0,0,0,0.224127264333875,0,0,0,0.0930387514906515,0,0,0,0,0,-4.33680868994202e-19,0,0,-0.0788365742024518,0,0,0.0596811815992056,0.263540876842942,0,0,0.156962785859738,0,-0.0433318091349312,0,0,0,0,0,0,0.204457843833847,0,0,0,0,0,0,-0.000653043741046761,0,0,0,0,-8.67361737988404e-19,0,0,0,-0.204592365537564,0,0.253790233324821
