,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.119860005464681,-0.0884096858536211,0,0,0,0,0,0,0.411021811914826,0,0,-0.131661726697641,0,0,0,0,0,-0.107900539457817,0,0,0,0,0,0,0,0,-0.012613723353372,0,0.708772291590674,0,3.46944695195361e-18,0,-6.93889390390723e-18,0,0,0,0,-0.0361749765201376,0.032597906622666,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.060572728193798,0.00650181273947338,0.169776552532983,0,0,0,0,0.130742642757634,0,0,0,0,0.078455234727513,0,0.104328588576939,0,0,0,0,0,0.0375357320309544,0,0,0,0.0497947704389115,-0.0310188933490742,0,0.0386885092028045,0.0704640214048336,0,0,0,0,0.237001997153961,0,-5.42101086242752e-20,0,0,0.00508747428877388,0,0,0,0,0,0
X601939.CH.EQUITY,0.361967905999829,0,0,0,0,0,0,0,0,0.0330451112638982,0,0,0,0,0,0,0,0,0,0,0,0,0.152361334152374,0,0,-0.295769945802822,0,0.0416644855644906,0,0,-0.0432960431820701,0,0,0,0,-0.0618837247061502,0,0.0499514546147594,0,0,0.599965077335326,0,0,0,-0.0129858514590531,0,0,0,0,0,0.108110325390971
X601288.CH.EQUITY,0,0,0,0,-0.179219508269946,0,0,0,0,0,0.436510371833654,0,0,0,0.3470303523806,0.00516160154403952,-0.0956174802353382,0,0,-0.154718062722231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015846607141886,0,0,0,0,0,0,0,0,0,0,0,0,0.00811067826049667
X5.HK.EQUITY,0,0,0,0,0,0.147326418454248,0,0.166397238837566,0,0,0.153940568021634,0,0,0,0.215907004614459,0,0,0.0933235101334712,0,0,0,0,0,0,0,0,0,-0.174582851625764,0,0,0,0,0,0,0,0,0,0.14777523163896,0,0.0681942286334398,0,0,0,0,0,-0.0756763428235833,0,0,0.14899534930212,0,0
X601988.CH.EQUITY,0,0,0,0,0.404844419617537,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0458278518628044,0,0,0.00596744913880426,0,-0.15110276897365,0,0,0,0,0.292928672295926,0,0,0,0,0,0,-0.324458155056202,0,0,0,0,0,0,0,0,0,0,0,0,0.00823767940273318,0.11348784565918,0,0,0,-0.0397516695545101,0.0196690065840004
X600036.CH.EQUITY,0,0.268514983145614,-0.0603241130810083,0,0,0,0,-0.127886029812009,0,0.501573146843507,0,0,0,0,0,0,0.0907036642686073,0,0,0.27929615495921,0,0,0,0,0,8.67361737988404e-19,0,0,0.108531048927323,0,0,0,0,-0.134441666686901,0,0,0,0,0,-0.0616145290907598,0,0,0.229148885034848,0,0,-0.0768111324563127,0,0,0,0,0
X1299.HK.EQUITY,0,0,0.0263187740507996,0,0.246405470885783,0,0,0,0,0,0,0,0,0,0,0,0,0.0684132708900379,0.0479370752191859,0,0,0,0,0,0,0.246782878293203,0,0.0135706292800041,0,0.0925184123939531,0,0,0,0.039958436289265,0,0,0,0,0,0,0,0,-0.222905300254244,0,-0.111434209934424,0,0,0.0619866844722353,0,0,0
X601628.CH.EQUITY,0,0.046596103192723,0.0296268651203864,0.0751190619191546,0,0,0,0,0,0,0,0,0,0.360031108542428,0,0,-0.0211035134957316,0,0,0,0,0,0,0,0.123356204817568,0,0,0,0,0,-0.011875927145313,0,0,0,0,0.159373241149804,0.0573204416180572,0,0,0,0,0.202200978260343,0.0554624809558292,0,0.0885752273504922,0,0,0,0,0,-0.0704056335403092
X601328.CH.EQUITY,0,0,0,0,0,0,0.629249922070129,0,0,0,0,0,0,0,0,0.118372876111688,0,0,0,0.154128514718312,0,0,0,0,0,0.151660352975994,0,0,0,0,0,0,0,0,0,0,0,-0.00354850227876198,0,0,0,0,0.214904620049398,0,0,-0.0361552008721775,-0.280825884465399,0,0,-0.0346276378595655,-0.0616812117245243
X601166.CH.EQUITY,0.168946145090359,0,0,0.254816267358028,0,0,0,0,0,0,0,0,0.299537059922368,0,0,0,0,0,0.092094624753927,0,0.00838742519531248,0,0,0,3.46944695195361e-18,0.00669029759496364,0,0,0,0,0.0394597315767554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0
X601319.CH.EQUITY,0,0,-0.0102231794020814,0,0,0,0,0,0,-0.0758639352073854,0,0,0,0,-0.00644883227205099,0,0,0.0892219261351218,-0.208161765458954,0,0,0,0.00646025269045943,0,0,0,0,0,-0.0347846942816889,0,0,0,0,0,0.279758089957405,0,0,0,0,0,0,0,0,0.506947625744044,0,0,0,0,-0.0360166732197018,0,0
X600000.CH.EQUITY,0,0,0.110505878826113,0,0.0044415571744171,0,0,0,0,0.0846950346189403,0.579678909376269,0,0,0.148066546808351,0,0,0,0,0,0,0.140723851509782,0,0,0,0,0.223719929274974,0,0,0,0,0,0,0,-0.179957521418884,0,0,-0.231362567635403,0,0,0,0,0,0,0,-0.0530041604744164,0,-0.110791439732646,0,0,0,0
