,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.217057359168039,0,0,0,0,0.394603868442169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265766283537063,0,0.0258755686749121,0,0.0126541720455887,0,0,0,0,0,0.068729181086679,0.0539579736581713,0,0,0,0,0,0,0.0268661306400819,0,0,0,-0.0946006530732192,0,0,0
X601318.CH.EQUITY,0,0,0.246877039466799,0,0,0,0,0,0.0804508840407935,0,0.0748755410607691,0,0.0153412223012852,0,0.181296181515544,0,0,0,0,0,0,0.0581579992982653,0,0,0,0,0,0.191311423045929,0,0,0,0,0,0.0500197715041311,0.0215822669870146,0,0,0,0,0,0,0,0,0,0.0623699682321186,0,0,0.0368075242492887,0,0,0,0
X601939.CH.EQUITY,0.349876986261166,0.00760483877450335,0,0,0,0,0.0656632730487269,0.359807112670389,0.265334896715342,0,0,0,0,0,0,0,0,0.0936058210285122,0,0,0,0,0,0,0,0,0,0.257941600279306,0,0,-0.0158348447787116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0447758202263836,0
X600036.CH.EQUITY,0,0,0,0,0,0.166575462534255,0.0231455956230757,0,0.0732743128827257,-0.137266538040882,0,-0.0992362653002695,0.147833586125229,0,0,0.160414953133547,0,0,0,0.169197949165338,0,0,0,0,0,0.391818761953762,0,0.0272091120049788,0,0,0,0,0,0,0,0,0,0,0,0,-0.0608283191009828,0,0,0,0,0,0,0,0,0,0,0.0115105672171345
X601288.CH.EQUITY,0,0,0.0292122166135537,0,0,0,0,0.505473848035586,0,-0.0487231605848972,0,0.0196559999651759,0,0,0,0,0,0,0,0.082977324599783,0,0.0177083042062441,0.0767991854280271,0,0,0,0.0880397450337894,0.101259152843385,0,0,0,0,0,0,0,0,0.0218671667337671,0,0,0,0,0,0,0,0,0,0,0.0291948118235135,0.0303427484654209,0.068710104366629,0,0
X1299.HK.EQUITY,0,0,-0.0416722429140523,0,0,0,0,0,0,0.150981489568414,0,-0.0685228937563489,-0.079487887800715,0,0,-0.0310854519783624,0,0,0,0,0,0,0.162527737898673,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0980357106852718,0.0614502635503834,0,0.198931171559916,0,0.25072114583926,3.46944695195361e-18,0.0113984843306199,0,0.0422289484922424,0,0,0.197583818715141,0,0,0
X601628.CH.EQUITY,0.0761988957450922,0,0,-0.00341427982279883,0,0,0,0,0,0,0,0,-0.00275429546294308,0,0,-0.180628618926047,0,0,0.260712477381736,0,0,0,0,-0.109108954743745,0,0,0,0,0,0,0,0,0,0,0,0.589580693737321,0,0.0510089262689166,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-0.0580947776150616,0
X601988.CH.EQUITY,0,0,0.0751467819990684,0,0.44149333195749,0,0,0,-0.0912321251400852,0,0,-1.73472347597681e-18,0,0,0,0,1.38777878078145e-17,0.279303423357585,0,0,0,0,0,0.0456185159710544,0,0,0.0832221580779902,0,0,0,0,0,0,0,0,0,0,0.00192481736804183,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0521835183782393,0,0,0,0,0,0,0,0.196821759498036,0,0,0,0,0,0,0,-0.0077405605844663,0,0,0,0.217461717158888,0,0.0672015162530008,0,0,0,0,0,0,0,0,0,0,-0.114824795543767,0.18414822631656,0,0,0,0.218390745102421,0.184424006698371,0.0397988682603207,0,0,0,0,0.115005926157609,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.37324871521421,0,0.19726828062311,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.0559863276295218,0,0.351532797577307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.190614164227008,0,0.246489389835386,0.0307373661280625,0,0,0.0524729961797127,0,0,0.12538392738586,0,0.0252570004981572,0.0408653238953293,0,0,-0.0217322694197934
