,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.123298742307756,0,0,0,-0.187603754763742,0.251894729587711,0,0,0.0923303322083543,0,0,0,0.273970175942493,0,0,-0.126316210005597,0,0,0,0,-0.136090786375621,0,-0.194809215306683,0,0,0,-0.223822721785796,0,0,0.823798144998123,0,-0.0511116820100487,-0.0807699655137087,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.139951086018146,0,1.38777878078145e-17,-4.33680868994202e-19,0,-0.01035101562701,0,0.095460043120316,0,0,0,0,0.0875486431144021,0,0,0.0652130140221885,0,0,0,0,0,0,0,0,0,0.0728028748728302,0,0,0.418530528975972,0,0.153671190406779,0,0,0,0,0,0,0.0467065208389871,0,0,0,0,0,0,-0.11215972132316
X601939.CH.EQUITY,0.16915656711968,0,0,0,0,0,0,0,0,0.22918193870732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108087586300696,0,0,0,0,0,0,-0.0872747777012163,-0.174844188576888,0,0,0.0916890685904019,0,0.05646742420232,0,0.496747433019544,0,0,0,0,0.112915703098448,0,0,0,0,0.0759137857634008
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.355240490814967,-8.67361737988404e-19,0,0.504216442884607,0,0,0,0.523868007013964,-0.398928107860753,0.237225944712077,0,0,-0.262289658525271,0,0,0,0,0,0,0,0,0,0,0,0,-0.421701598071493,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0.368840920859181,0,0,-0.119365548432617,0
X5.HK.EQUITY,0,0,0,0,0,0.147230338627271,0,0.213164333766022,0,0,0.0227001465076551,0,-0.0132992988053597,0,0.103036875506827,0.0569664293302689,0,0.0104308243927346,0.0432991889763227,0,0.0524812242370444,0,0,0,0,0,0,0,0,-0.0278807662925174,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117555566597835,0,0,0,0.213003676418099,0,0,0
X601988.CH.EQUITY,-0.0113914138502287,0,0,0,0.530946647753309,0,0,0,0,0,0,0,0,0,0.10925394075603,0,0,0,0,-0.123813775266617,0,-0.120719474794581,0,0,0.215054346316974,0,0,0,0,-0.354405133691946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109733879006736,0,0,0.0325875565337634,0,0
X600036.CH.EQUITY,0,0.0299876412204706,0,0,0,0,0,0,0,0.672715771923772,0,0,0,0,0,0,0,0,0,0.203707632247306,0,0,0,0,0,0,0,0.0621665757264224,-0.0347062294764059,0,0,0,0,-0.181127054631304,0,0,0,0,-0.000278873435020918,0,0,0,0,0,0,0,0,0,0,0,0.0744151673181587
X1299.HK.EQUITY,0,0,0,0,0.149077734276138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154711906467696,0,0,0,0,0,0,0.254235117185822,0.00321915367902731,0,0,0,0.132960776092626,0,0,0.0426599759575574,0,0,0,0,0,0,0,0,-0.0975755688245398,-0.0329219483048517,0,0,0,0,0,0,-0.0416528543718118
X601628.CH.EQUITY,0,0.161819764373525,0.0236530125990297,0.0556087230208642,0,0,0,0,0,0,0,0,0,0.164812586494233,0,-0.0873155909238942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0567865606533471,0,0,0.25175061850852,0.197905286948694,0,0.034945010499967,0,0,0,0.233213192285471,0.134321495049818,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0523493665965846,0.0327829880000683,0,0,0.604912602760563,0,0,0,0,0,0,0,0,0,0,0,0,0.226777062335735,0,0,0,0,0,0.238586390495239,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.0920898272271866,0,0,0,-0.000340693241635683,0,0,0,0.0752366096943157,0,-0.247795099440695,0,0,-0.0271572324454595,-0.0356132881264507,-0.146492507126519
