,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601066.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.436666204980789,0,0,0,0,0,0,0,0,0,0,0.334707831277691,0,0,0,0,0,-0.0398895105064967,0,0,0,0,0,0,0,0,0.0648646652644046,0,0,0,0,0,0,0.00484488577251856,0,0,0,0,0,0,0,0,0.00985598642387734,0,0.127467920544049,0,0,0,0
X601939.CH.EQUITY,0.280449277025015,0,0,0,0,0,0,0,0,0,0,0.136525541612035,0,0.383897382574822,0,0,0,0,0.0691588156297848,0,0,0,0,0,0,0,0,0,0,0.0173183253848866,0,0,0,0,0.0749461604975785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0.203574170514441,0,0.0843632843223256,0,0,0,0,0,0,0,0,0,0,0.29894509879545,0.0695380037543837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146902575110504,0,0,0,0,0,8.67361737988404e-19,0,0.121915453030217,0,0,0,0,0,0,0,0,0.0214649752902521,0,0
X601288.CH.EQUITY,0.320698566629961,0.125021356439625,0,0,0.381526159388905,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.0963251264279985,0.0372953084998031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.177203376233793,0,0,0,0,0,0,0.238553546951669,0,0,0.0933684940395993,0,0,0,0,0,6.93889390390723e-18,0,0.023508932325436,0,0,0,0.0979624414406427,0,0,0.0741673531026502,0,0,0,0,0.101484486885303,0,0,0,0,0,0,0,0.0650788462018659,0,0,0,0.0492314649098568,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.276052161821703,0,0,0.180329079762526,0,0,0,0,0.599400301812522,0,0,0,0,0.569534489923031,0,-0.641272026357348,0,0,0,0.116408980711252,0,0,0,0,0,0,0,0,0,0,0.0168773154454401,0,0,0,0,0,0,0,-0.201213967047639,-0.0420628684844294
X600036.CH.EQUITY,0.0978083196798581,0,0,0.0547784864342118,0,0,0,0.0180697871811621,0,0,0,0.0218151423754553,0,3.46944695195361e-18,0,0,0,0,0.0137070078003058,0.0800181850823569,0,0,0,0,0,0,0,0,0,0,0.0978520796501804,0.114020699316095,0,0,0,0.203229894598388,0.0268266170187096,0,0,0,0,0,0,0,0,0,0,0,0,0.0799828213478842,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0357047111394026,0,0,0,0,0,0,0,0,0,0.0258126137312023,0,0,0,0,0.168475961826959,0,0,0.0552008800961895,0,0.0967039314901085,0,0.107515746751642,0,0,0,0,-2.77555756156289e-17,0,0,0.054171676517179,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369870815292758,0,0
X601628.CH.EQUITY,0,0.262605382666987,0,0.145961039990691,0,0,0,-2.16840434497101e-19,0,-0.00772057422804394,0,0,0,0,0,0,0.036396155218255,0,0,0.0677907585704347,0.0247619863284406,0,0,0,0,0,0,0,0,0,0.251504478607408,0,0,0,0.00340925121457894,0,0,0,0,0,0,0,0,0.0648896928809031,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.0978862125929386,0,0,0,0,0,0.193114449567392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074117837519382,0,0,0,0.0881856284403789,0.261464056069503,-0.266571496645639,0,0,0,0,0.378106714057828,-0.0213135985530887,0,0,0,0,1.10211701480557,0,0,-0.49266404836711,0,0
