,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0797302132976831,0,0,0,0,0,0.0411353290956472,0,0,0,0,-0.372989739555727,0,0,0,0,0,0,0,0,0,-0.113526608505481,0,0,0,-0.329066656164643,0.0993277990992584,0,0.743393286779011,-0.0608500974876422,0.364113134421304,0,0,0,0,0,0,-0.0273966605139688,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.165990960173787,0,0,0,0,0,0,0.0636331146386704,0,0,0,0,0,0,0,0,0,0,0.145114275304454,0,0,0,0,0.0652060504255004,0,0,0,0,0,0,0,0.450442036398498,0,0,-0.049912887114351,0,0.0831894060407041,0,0,-0.0211544154147225,0,0,0,0,-0.0610139672647423
X601939.CH.EQUITY,0.292445251288788,0,0,0,0.0494182379237405,0.0454883575398099,0,0,0,0.029610339899545,0,0,0,0,0,0,0,0,0,0,0,0,0.0785001934536354,0,0,0,0,0,0.236285578048629,0,-0.0234036167484621,0,0.0816460107545762,0,0,0,-0.148567786571855,0,0.404440667067804,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.113738528732308
X601288.CH.EQUITY,0,0,0,0,0,0,-0.0368311393152598,-0.200742500728773,0.0585906121366886,0,0.386698402376825,0.238539346321514,0,0,0,0,0.155756270263079,0,0,0,0,0,0,0,0,0,-0.0298585546643979,0.0137974860547617,0,0,-0.553257140915683,0,0,0,0,0,0,0,0,0,0,0.117738382482784,0,0.0119485703064967,0,0.176651897146674,0,0,0,-0.100077655074227,0
X5.HK.EQUITY,-0.177205554326794,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253827533048599,0.031235077838794,0,0,0.204614549676919,0.121017220029141,0,0,0.473214769295814,0,0.00126421782402357,0,0,0,0,-0.23183743856915,0,0,0,0,-0.000211525508001725,0,0,0,0,0,-0.127497645125935,0,0.190435633797467,0,0,-0.0684032797427535,0,0,-0.136124437550908,0,0
X601988.CH.EQUITY,0.171508781911778,0,0,0.521003819526111,0,0,0,0,0,0,0.127130246018475,0,0.0353109358450923,0,0,0,0,0,0,0,0,0,0.00998997104670371,0,0,0,0,0.130208055693758,0,0,0,0,0,0,0,0,0,0,0.221573174962834,0,0,0,0,0,0,0,0,0,0,-0.0101827949208716,0.0985347673680617
X600036.CH.EQUITY,0,0.64148126090411,0,0,0,0,0,0,-0.204442502885182,0.597796280102436,0,0,1.38777878078145e-17,0,0,0,0,0,0,0.0872350459762291,0.0143606684995485,0,0,-0.0438863260938211,0,0,0,0.0478803521170355,0,0.108746583018342,0,0,0,0,0,0,-0.076471604554876,0,-0.124710790417864,0,0,0.00425883127874014,0.166487942076572,0,0,0,0,0.0042310072542231,0,0,0
X1299.HK.EQUITY,0,0.0437858142145846,0.00580518042991977,0,0.076119542408887,0,0,0,0,0,-0.061786944528984,0,-0.0257177456564359,0.138078870462363,0,0,0.249737695684653,0,0,0.0545204127130171,0,0,0,0.0864087995465532,0,0,0,0,0,0,0,0,0.218092947302709,0,0,0,0,0,0,-0.0987988060130538,0,0,0,0,0,0,0.169495021487281,0.0588855813736372,0.028511516957704,0,0
X601628.CH.EQUITY,0,0.0406912621087555,0,0.0347603110195676,0,0,0,0,0,0,0,0,0,0.297675192154071,0,0,0,0,0,0,0.00720213933875491,0,0,0.0827077335572022,0,0,0,0,0,-0.0192833219621622,0,0,0,0,0.0372873375869791,0,0,0.214980252909359,0,0,0,0,0,0,0,0,0.121569780690428,0,0,0,-0.0356450714457454
X601328.CH.EQUITY,0,0,0.028666145775922,0,0,0,0.187903756127854,0,0,0,0,0,0.27244488999061,0,0,0,0,0,0,0,0.257852427062769,0,0,0,0,0.153430638718777,0,0,0,0,0,-0.190758032357495,0,0,0,0,0,0,0,0,0,0,0,0,0.090562694946861,0,0,0,0,0,-0.253720275596489
