,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X300059.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601881.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.109361309117113,0,0,0,0,0,0,0,0,0,0,0,0.606556175867685,0.462377435870678,-0.0834644649051023,0,0.097662458237172,0,0,-0.0014389024618035,0,-0.113850512611929,0,0,-0.246664241295699,0,0,0,-0.434917321781774,0,0,0,0,0,0.0590570005875798,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0320721509978218,0,0.00696351285785099,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0.337467734514108,0,0.0698522088677811,0,0,0,0,0,0,0,0,0.0847766900065039,0,0,0,0,0,0,0,0,0.320591609336581,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.0817400271525319,0,0,0.282785612965893,0,0,0,0,0.0736732553199849,0,0,0,0.0202009696754526,0.22259477867281,0,0,0,0,0,0,0,0,0.0361578524502966,0,0,0,0,0.0335471967722157,0,0,0,0,0,0,0,0,0,-0.0634092027381213,0,0,0,0,0,0,0,0,0,0,0,0.344312824059646,0,0.0974089934929196
X601288.CH.EQUITY,0,0,0.255867924991705,0,0.353362159366804,0.111005119681639,0,0.0368996924250203,-8.67361737988404e-19,0,0.0083889696472115,-0.0190114281732888,0,0.163862271664813,0,0,-0.0188387770401713,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0696727726371311,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.177060918901059,0,0,0,0,0,0.53826510790496,0,0,0.071839357917574,0,0.0748990125789902,0,0,0,0,0,0,0,0.269208076101947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.349210904770714,0,0,0.0957576654217875,0,0,0,0,0,0,0,0.107201100850145
X600036.CH.EQUITY,0,0,0.230940888848748,0.10125365521216,0,0,0,0.102959584139318,0.0985922608775421,0,-0.04452980421962,0,0,0,0,0,0,0,0,0.00368587777432231,0,0,0,0,0.0328583345917922,0,0,0,0,0,0,-0.0178077844644414,0,0.255389191669454,0,0,0,0.0279523231798716,0,0,0,-0.0857604028458034,0,0,0,0,0,0.120425744707869,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.254217442135005,0,0,0,0,-0.0639020390054847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.197335148872556,0.0982760644652419,0,0.113566732921731,0,0,0.0614767733504031,0,0,0,0,0.0128754978245053,0,0,0,0.00691779868114403
X1299.HK.EQUITY,0,0,0,0,0,0,0.194427378351494,0,0,0,0,0,0,0,0,0,0.0167476760218275,0,0,0,0,0.173305206700469,-0.0704638133877212,0,0,0,0,0,0,0.136993322914716,0,0,0,0,0,0,0,0,0,0,0,0.119074641490737,0.155902245768156,0,0,0,0,0.474404062832184,0,0,0,0.0327376011207162
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0787202098127949,0,0,0,0,0,0,-0.0127302230614608,-0.392695859074697,0.694863083725524,0,0,0,0,0.703069499693341,0,0,0,0,0,0,-0.169639559041523,0,0,0.0686929660775993,0,0,0.250503589318973,0.152921721921011,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0.00989905118684913,0,0,0,0,0,0,0,0,0,0,0,0,0.212196686468419,0.0385846364916289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250014809763845,0,0,0,0,-0.0132502877813088,0,0,0,0
