,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X300059.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.337124024560523,0,0.0408799273564859,0,0,0.202456582077691,0,0,0,0.0397919245173173,0,0,0,0,0,-0.00147744525790183,0,0,0,0,0,-0.0215770999958346,0,0.260330708994231,0,0,0,0,0,0,0,0,0,0,0.0556756368569316,0.125422817098659,0,0,0,0,0,0,0,0,0,0,-0.040491609162097,0,0,0
X601318.CH.EQUITY,0,0,0.231345398879051,0,0,0,0,0,0.0624531070079818,0,0.0106712944448419,0,0.0546328163574596,0,0.171742946852459,0,0,0,0,0,0,0.0817448177601496,0,0,0,0,0,0,0.24124028169399,0,0,0,0,0,0.0374549126188424,0,0,0,0,0,0,0,0,0,0.0976107829324835,0,0,0.0281542023087206,0,0,0,0
X601939.CH.EQUITY,0.384735733667992,0.0387551767436104,0,0,0,0,-3.46944695195361e-18,0.36565692039358,0.20646575503942,0,0,0,0,0,0,0,0.0602859911768387,0,0,-0.0101814479096835,0,0,0,0,0,0,0,0,0.295977537540815,0,-0.0509974920234907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0870978151540773,0
X600036.CH.EQUITY,0,0,0,0,0,0.177452678862852,0.0238412696818134,0,0.0765188917744908,-0.142636721983961,0,-0.102211744282621,0.151828626856867,0,0,0.165199801139824,0,0,0.174299935155775,0,0,0,0,0,0.403302464853769,0,0,0,0.0280138953267771,0,0,0,0,0,0,0,0,0,0,-0.0630400687212933,0,0,0,0,0,0,0,0,0,0,0,0.0118600999547887
X601288.CH.EQUITY,0,0,0.0339444398413845,0,0,0,0,0.517541396296094,0,-0.0500993924697181,0,0.0105243673013318,0,0,0,0,0,0,0.0616207192937372,0,0,0.0252009589630274,0,0.0729742641306143,0,0.0921875099506376,0,0,0.112258524918172,0,0,0,0,0,0,0,0.0168237173273035,0,0,0,0,0,0,0,0,0,0,0.021413470870154,0.0379183308760112,0.0568091307141607,0,0
X1299.HK.EQUITY,0,0,-0.0336022787320165,0,0,0,0,0,0,0.148776175989819,0,-0.0545195457794502,-0.0739609083111104,0,0,-0.0381246430111802,0,0,0,0,0,0,0,0.157250749766134,0,0,0,0,0,0,0,0,0,0,0,0,0.0872632687590816,0.057223018474661,0,0,0.181508340911544,0.24045313105598,0,0.027685019061382,0,0,0,0,0.202279638937259,0,0,0
X601628.CH.EQUITY,0.0109820441738137,0,0,-0.0362214354168208,0,0,0,0,0,0,0,0,0,0,0,-0.283392922257257,0,0,0,0.259285567586132,0,0,-0.0227960435489676,0,0,0,0,0,0,0,0,0,0,0,0,0.623900566547592,0,0.121849967364953,0,0,0.0133746641336439,0,0,0,0,0,0,0,0,0.0173068612281979,-0.0654984707731353,0.13038731210416
X601988.CH.EQUITY,0,0,0.0749479598950271,0,0.440725874553907,0,0,0,-0.092484634281801,0,0,0,0,0,0,0,0.279609539320952,0,0,0,0,0,0.0456076884255109,0,0,0.0832719138765054,0,0,0,0,0,0,0,0,0,0,0,0.00190788760356621,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0754693898284665,0,0,0,0,0,0,-0.0529764585436475,0.159747285894216,0,0,0,0,0,0,0,0,-0.122602684968252,0,0,0,0.260735597319802,0,0,0.092025432457341,0,0,0.0332998607580339,0,0,0,0,0,-0.0480735634319393,0.175320067992306,0,0,0.226748000329221,0,0.267878200844425,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.297186818930192,0,0.26498087086685,-0.0332293586345557,0,0,0,0,0,0,0,0,0,0,0.27780111845517,0,0.317393908280687,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0841954290081096,0,0.109352668861967,0,0,0,0,0,0,0.0397811101527981,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.178921371020976,0,0,0,0,0,-0.0303252956175752,0,0.0928397636472644,0.454426105997409,0,-0.0463663836836469,0,0,0,0,-0.11694010720663,-0.109863549293098,0,0,-0.0637869700840853,0,0,0,0,0.20550093118334,0,0,0.0686712624972784,0,0,0,0.0548888234664096,0.11035935946611,0,0,0,0,0,0,0,0,0,0,0.0211395041302996,0,0,0,0
X601658.CH.Equity,0,0,0,-0.266976697917194,0,-0.0505751884931203,0.0452820116706908,0.449921067356905,0,0,0.407923156107094,0,0,0,0,0,0.290096292536631,0,0,0.214122734984062,0,0,0,0,0,0,0,-0.417920233093067,0.0343549480871579,0,0,0,0,0,0,0,0,0.196888448203108,0,0,0,0,0,0,0,0,0,0,0,-0.0124402047109264,0,0
X000001.CH.EQUITY,0,0,0,0.127035286552533,0.0456010086642841,0,0.00320807081840743,0,0,0,0.46278846180598,0.0344745786011499,0,0,0.261040249608705,0,0,0,0,1.73472347597681e-18,0,0.00989265498855243,0.225037201607476,0,0,0,0,0,0,-0.0187625333662991,-0.0329535736447721,0,0,0,0,0,-0.194572639820476,-0.135921761857538,0,0,0,0,0,0,-0.0615960045537542,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0.0666482309570147,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161808992949806,0,0.114731672284059,0,0.0996310884094363,0,0,0,0,0,0,0,0.0983944916907525,0,0,0,0,0.252563788908749,0,0,0.0447248495166484,0,0,0,0,0,0,0,0.332720632764977,0.0318213549496877,0.00212713131974176,0.0286921039394839,0,0,0.122327421439928,0,0
X601601.CH.EQUITY,0,0.54299887538214,0,0,0,0,0,0.0946195507881042,0,0,0,0,0.0318736217335343,0,0,0,0,0,0,0.0531658637509723,0,0.182074572232568,0.00667990339943311,0,0,0,0,0,0,0,0.0827764812861125,0,0,0,-0.158259037534351,0.131292459103269,0,0,-0.0849894936489258,0.0940440803402909,0,0,0.0282228637538824,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,-0.239582449161188,0,0.149869161703212,0,0,0,0,0,-0.0752149587173636,0,0.0255176363785611,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,-0.144858926538459,0.184200160077249,-0.0318458505665066,-0.015593367329479,0,0.0973388823762084,0,0.69228182729309,0,0,0,0,0.00976551625450054,0.0417590629288099,0,0,0,0,0,0.120949212017722,0,0,0,0.0825158898163618,0,0,0.0114354112374556,-0.089345151734301
X601328.CH.EQUITY,0,0,0,4.33680868994202e-19,0,0,0.0306962801565419,0.0465321809516792,0,0,0,0.170204751762704,0,0,0,0,0,0,0.343676894277854,0,0,0,0,0.0351303971705484,0.110276742915821,0,0,0,0,0,0,0,0,0.0862060842180134,0,0,-0.0437927197030762,0.134596284172424,0,0,0,0,0,0,0,0,0.0369081668643341,0,0,0,-0.0261292733281062,0
X601066.CH.EQUITY,0,0,0.0473021042585694,0,0,0,0.021357398600737,0,0,0,0,0.0814347703657185,-0.032524553403639,0.506169373569953,-0.130334092993816,0,0,0,0,0,0,0,0,-0.140660770303777,0,0.139565711297425,0,0,0,0,0,-0.120594365291989,0,0,0,0,0,0,0.0771075638650929,0,0,0,0,0.158188001304996,0,0,0.0523098175984154,0,0,-6.93889390390723e-18,-0.162357569306578,0.0217853216549788
X600000.CH.EQUITY,0,0,0,0.105755958170778,0,0,0,0,0,0,0,0.00373865752295373,0,0,0,0,0.456662929311211,0,0,0,0,0,0,0,0,0.0729220638227603,0,0,0,0,0.0262832548815683,0.0297440922069946,0,0,0,0,0,0,0.0594877967622686,0,0,0,0,0,0,0,0.0158038471640116,0,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0359996997800625,0.0790821973937195,0,0.040443895039332,0,0.0513965370701213,0.0971827058393476,0,0,0.290092136598447,0,0,0,0,0,-0.0353019950518818,0,0,0,0,0,-0.0576011075294874,0.0282267745545276,0,0,0,0,-0.0247838114483161,0,0,0,0,0,0,0,0.391041409929172,0,0.160843867364892,0,0,0.0461624547616919,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163011672479914,0,-4.33680868994202e-19,0,0,0,0.0115032747213156,0,0,0,0,0,0,0,0,0.321805924677875,0,0.113287905719277,0.529805977798441,-0.0230687697977387,0,-0.425580734937744,0,-0.134750884863444,0.0215918668936207,0.0664068239470468,0,0
X601319.CH.EQUITY,0,0.0810431333280868,0.207018813967811,0.00251985760114427,0,0,0,0,0,0,0,0,0,0.265016851946992,0,0,0,0,0.0857089349836244,0,0,0,0,0,0,0.0177944123382745,0,0,0,0,0,0,0,0,0,0.135503561099631,0,0,0,0,0,0,0,0.00605304269044389,0,0.0277475662748302,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0.0578372241564227,0,0,0,0,0,0.0112209741950378,0.00449643145306864,0,0.333737468749082,0,0,0,0,0,0,0,0,0,0,0,0,0.0124185347411356,0,0.0529538804667426,0.114112003519347,0,0.0100119612798353,0,0,0,0,0.275402761383109,0,0,0,0,0,0,0,0,0,0,0.0149253755863669,-0.0944963117041834,-0.0112340379797513,0,0.0188704597472275,-0.150665193968281
X11.HK.EQUITY,0,0,-0.139353307970581,-0.0293672986684356,0,0.0584392577191819,0.0542989037861844,0,0.646106159868574,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,-0.0277956462071578,0,0,0,0.133784394683726,0,0,0,0.0154965371298449,0,0,0,0,0,0.14598223405502,0.203248928076,0,0,0,0,0,0,0,0,0,0,0,0,0.0223571736000511,0
X600016.CH.EQUITY,0,0,0.249032178897509,0.193843943041859,0,0,0,0,0,0,0,-0.0933021269297021,0,0,0,0,0.234295358328692,0,0,0,0.00387905187888994,0.0850102687238334,0,-0.10151159200542,0,0,0,0,0.00338248078806987,0,0,0,0.583340242508463,0,0,0,0,0,0,0,0,0.0557816207589172,0,-0.141809524950917,0,0,0,0,0,0,0,0.149332518194662
X601998.CH.EQUITY,0,0,0,0,0.162184570609487,0.135775072369387,0,0.305714615073963,0,0,0,0,0,0,0,0.0935674594794328,0,0.0813337860234606,0.15190507088778,0,0,0,0,0.0353850636323371,0,0,0,0,0.156114802894704,0.0334149619829575,0,0,0,0.175671996677374,0,0,0,0,0,-0.0669704175672828,0,0,0,0,0,0,0,0.138974706854452,0,-0.104517728767529,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0.164714526677242,0,0,0,0,0,0,0,0,-0.0895778779877833,0,0,0.194077725032056,0,0,0.502849039647257,0.154900786828133,0,0,-0.0350927412013199,0,0,0.198386751253537,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0364745274795917,0,0,0,0,0,0,0.0849933786764169
