,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X002142.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X000776.CH.EQUITY,X600926.CH.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.00253964304402405,0,0.337312617084108,0.110490639144491,0,0.20765537941195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165036809260622,0,0,0,0,0,0.0158868251265677,0,0,0,0.0740003124089473,0,0,0,0,0,0.045713839936087,0,0.0248007181226795,0,0,0,0,-0.0392365583792909,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.0530015425312394,0,0,0,0,0.188881680909571,0,0,0,0.00443509194199419,0,0.102694109822787,0.0249824020338706,0,0.0456137961163399,0,0,0,0.142881183269233,0.0532669934566492,0,0,0,0,0,0,0.173255556588515,0,0,0.0745371285642346,0,0,0.10243631317519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.120726948257842,0,0,0,0,0,0,0.115886742771562,0,0.0105757988736887,0,0,0,0,0,0,0,0,0.0580374764557864,0,0.312080632602147,0.0701701192286331,0,0,0,0,0.0107636753281082,0,0,0,0,0,-0.11590538877121,0,0,0.0974085501566463,0,-0.0430508407932,0,0,0,0,0,0,0.179438120537279,0,0
X601939.CH.EQUITY,0.578128001664123,0,0,0,0,0,0,0,0.248153747955274,0.0830071216665474,0,0,0,0,0.0209614105179147,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.112238077250906,0,0,0,0,0,0,0,0,0,0.0885601487983881,0,0,0,-0.0986048066806081,0,0,0.0173368447713052,0,0,0,0,0.158297816302752,0.0622230029831387,0,0
X601288.CH.EQUITY,0,0,0,0.158749316363334,0,0,0.432040481398132,0,0,0.066999850001859,0,0,0,0,0,0,0.115806193142768,0,0,1.73472347597681e-18,0,0,0,0.0390276817039884,0,0,0.014070342462677,0,0,0,0,0.0695397706668106,0,0,0,0,-0.0142253926540395,0,0.11072675246042,0,0,0,0,0,0,0,0,0,0,0,0,-0.0666165648467112
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0741096688583984,0,0.302704480624987,3.46944695195361e-18,0,0.157465639425137,0,0,0,0,0,0,0.226497467473927,-0.173174824652033,0,0,0,0,0,0,0,-0.0323060250200911,0,0.0671120754541062,0,0,0,0,0,0,0,0,0.161809331974699,0.0275562812313124,0,0,0,0,0.0955395549642659,0,0.0224027226199982,0,-0.00290986412868845,0
X601988.CH.EQUITY,0.176137618245597,0,0,0,0.291972392740771,0,0,0.0756951086659627,0,0,0,0.03590428181074,0,0,0,0,0,0,0.199073125735568,0,0,0,0,0.191540123909939,0,0,0,0,0,0,0,-0.240119322347626,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.0149961207578688,0,0,0,0,0,0,0,0,-0.0533772597547677
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.114949459150713,0,0,0,0,0,0,0.231970311290219,0,0,0,0,0.0561987172926285,0,0,0,0,0,0.116662182136218,0,0,0,0,4.33680868994202e-19,0,0.016831696525532,0,0,0.241082791460944,0,0,0,0,0,0.26838693103238,0,0,0,0,0,0
X5.HK.EQUITY,0,0.172509974574523,0,0.142181243630702,0,0,0,0,0,0,-0.142112662652979,0.0694175017377252,0,0,0,0,0,0,0,0,0,0,0,0,0.102779715099543,0,0,0.155149303072319,0,0,0,0,0,0,0,0,0,0.281329440992057,0,0,0,0,0,0,0.0277634308295242,0,0,0,0,0,-0.0681857083287002,-1.73472347597681e-18
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0.00101972415716494,0,0,3.46944695195361e-18,0.464119861055859,0,0,0,0,0,0,0,-0.0980649682582109,0,0,0,0,0,0.117092526166524,0,0,-0.0809538601964128,0.118805574771085,0,0.156896346473398,0,0,0,0.00699803716097583,0,0,0,0,0,0,0,0.0497551117330976,0,0,0,0.105336460044149,0,0,-0.109593840202113
