,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X17.HK.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.314655987952035,0.240391547482547,0,0,0,-0.0959310117470896,0,0,0.126846743538328,0,0,-0.153990435228738,0,0,0,0,0.13443255606833,0,0,0.0903429121024238,0,0,0,0.113821872852698,0,0,-0.112703288259823,0,0.14031868969624,0,0,0,0,0,0,-0.011048658101222,0,0,0,0,0.0131679701062373,0,0,0,0,-0.0908430519758663,0,0,-0.0153072378405852
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.204470012816388,0,0.290901790065465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00208962253543282,0.0607336026981271,0,0,-0.0123032760236148,0,0,0,0,-0.262028778436827,0.27241237682404,0,0.194219434417483,0,0,0,0,0,0.0650048468643302,0,0,0
X601939.CH.EQUITY,0.460249569215146,0,0,0.0615523808440773,0.111376230511112,0,0,0.0319888562726077,0,0,0,0,0.15686657746132,0,0,0,0,0,0,0,0.139575609201748,0,0,0.0177651937205676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316388013304998,0,0,3.46944695195361e-18,0,0.0140693495437585,0,-0.147389770439687,0,0,0,0,0
X601288.CH.EQUITY,0.392562913227861,0,0.206502508325168,0,0.151871257011571,0.0741594978457143,0,0.0445144170318031,0,0,0,0,0,0,0.0213609701693877,0,0,0,0,0,0,0,0,0,0,0,0,0.0733465234690043,0,0,0,0,0,0.047737036796812,0,0,0,0.0587815883091943,0.164222509723528,0,0,0.0217977685215377,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.243265956100603,0,0.00364502368769084,0,0,0,-0.0443928149246305,-0.31780904123565,0,0.252871859156365,0,0,0,0.0569254454279771,0,0,0,0.147845924793152,0.0313688513694106,0,0,-0.0878890513821209,0.593438284695873,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0448171564685641,0,0.0867822157190536,0.0504044504647523,0,0,0,-1.0842021724855e-19,0,0,0,-0.314599681391946,0
X601988.CH.EQUITY,0.0817115976947348,0,0.184190449222074,0.145003693234111,0,0,0,0.0825784504392827,0,0.118533568951342,0.261356802563096,0,0,0,-0.319810112631655,0,0,0,0,0,0.027352740706907,0,0,0,0,0,0,0.0757966693118618,0,0,0,0,0,0,0,0,0,0,0,0.00862796077637022,0.0402038381418099,-0.0050455621994942,0,0,0.136422388563729,0,0,0,0,0,0.0862125309591158
X600036.CH.EQUITY,0,0.275122655134774,0,0,0.0139574982064093,0,0,0,0,0,0,0,0.180739424402151,0,0,0,0,0.0870856268502115,0,0,0,0,0,0.120859524316416,0,0,0,-0.00850927371327717,0,-0.0179149285232834,0.254189270635378,0,0,0,0,0,0,0,0,0,0.0828319731629173,0,0,0,0,0,0.0812419270954897,0,0.132640780001425,0,0
X601628.CH.EQUITY,0,0,0,0.259640876315487,0,0,0,0,0.0881712659542197,0.0553620579888407,0,0,0,0.0244498206515336,0,0,0,0,0,0,0,0,0.0823722575291621,0,0,0,0,0,0,0,0,0,0,0.056733448131877,0,0,0,0,0,0,0.098878534158527,0,0,0,0,0,0,0,0.0762344804589691,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0471199188801793,0,0,0,0,0.189790043047532,0,-0.0122815996053732,0.126875711695507,0,0.191287715334445,0,0,0,0,0.00978613167929263,0.355468636871886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066791861815629,0,0,0.0157463249744844,0,0
X601166.CH.EQUITY,0,0,0.0149281311973923,0,0,0.128908867329209,0,0.091609554710544,0,0,0,0,0,0.160782029215101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457681340287323,0,0,0.184067606740388,0,0,0,0,0,0.0869437363417702,0,0,0,0,0,0,0,0,0,0,-0.0818973511966062
