,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0383707473119501,0.536838326441291,0,0,0,0.0202116248701303,0,0,0,0.129720072871967,0,0.0891302820663863,0,0,0,0,0,0.0321501213782934,0,0,0,0,0,0.0894517363865892,0,0,0,0,0,0,0,-0.0290854965988334,0,0,-0.0485784214805835,0,0,0.0752961591242817,0,0,0,0,0,0,0,-0.00244099756046888,0,0,0,0.0343438534022066
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.00947150878144856,0,0,0,0,0,0,0,0,0.0761737812778134,0,0.307904175620234,0,0,0,0,0,0.11533490926727,0.00162476258695867,0,0,0,0,-0.0234907553644271,0,0,0,0.0590593426233687,0,0,0,0.195349770908606,0.0982402608267258,0,0,0,0,0,0.0239342858491161,0,0.061127721202209,0,0,0
X601939.CH.EQUITY,0.155836909340377,0,0,0.626106046387434,0,0.00329326167014858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132125502063465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0097969755918715,0.00567111508647893
X601288.CH.EQUITY,0.0484444667273165,0.0433242334499797,0.194626180844449,0,0,0,0,0,0,0.123322268162353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168200892798863,0,0,0.207764662753821,0.116514468806457,0,0,0.0106827195070723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.272885857158235,0,0,0,0,0,0.0808063984968243,0,0.477205425482363,0.0870285319067665,0,0,0,0,0,0,0,0,0,0,0,0.319696886738355,0,0,0,0,0.133320487843465,0,0,0,0,0,0,0,0.0207241679464454,0,0,0,-0.289641686872637,-0.119884782913309,-0.134700307807448,0,0,0.106738780319557
X601988.CH.EQUITY,0.0760741949017868,0,0,0,0.0265818408761008,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.627906085148739,0,0,0,0,0,0,0.107006642421093,0.0202190073847755,0,0,0,0,0,0,0,0,0.0445620321060845,0,0,0,0,0.0493917772408285,0,0,0,1.0842021724855e-19,0,-0.0991852579478582,0
X600036.CH.EQUITY,0,0,0,0,-0.024337186314349,0,0,0,0.0321254120626076,0,0,0,0,0,0,0,-0.0211299028158995,0,0.0373465900292984,0,0,0,0,0,0.754032207575579,-0.00618372655788731,0,0.0328039466957471,0.103084427937343,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654465911334567,0,0.0719968241903967,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.226342344140808,0,0,0,0,0,0,0,0.202475077669545,0,0,0,0,0.0631668972130725,0,0,0.0591641005634991,0,0,0,0,0,0,0,-0.0445852491625047,0.0828358240203566,0,0.300591329701562,0,0.200177561280136,0,0,0,0,0,0,0,0,0,0,-0.0808188821350406,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.21087591488803,0,0,0,0,0.0339274780571153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693785958286837,0,0,0,0,0,0,0,0,0,0,0,0,0.399232727881791,0,0.240415756940044,0,0,0.0269291041562184,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.171228199232295,0,0,0,0.115788026402535,0,0,0,0,0,0,0.260406233739698,0,0,0,0,0,0,0,0,0.228196080487932,0,0,0,0,0.0670025973397411,0,0,0,0.00600518694524483,0,-0.00595689708822389,0,0,0,0,0.202635330349154,0,0,0,0,0,0.00228005050661334,0,0,0,0.0288014995992997,0,0
X601166.CH.EQUITY,0.197458254423869,0,0.131294573634565,0,0,0,0.0942857148503756,0.0034743217387286,0.0259044993910893,0,0,0,0.0029255368287425,0.192401712393599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0834988461946862,0,0,0,0,0,0,0.103792883648161,0,0,0,0,0,0,0,-0.0359036434709632,0
X16.HK.EQUITY,0,0,0,0,0,0,0,-0.176042316421269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0368529725968651,0,0,0.122012653781571,0.308926527287725,0.197200069775451,0.296856066368038,-0.135223972779352,0.152589028683052,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0808398700528336,0,0,0,-0.173506454433601,0
X11.HK.EQUITY,0,0,0,0,0.022020640536165,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120904334589227,0.394764315742587,0,0,0,0,0,0,0,0,0,0.253946841003579,0.370708387231198,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.236916688078087,0.0603157567449865,0.0763685358187561,0,0,0,0,0
