,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X300059.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.271345168650081,0,0.056717024137423,0,0,0.300532845263423,0,0,0.00465590269767313,0.10488599470258,0,0,0,0.00412222102991015,0,0,0,0,0,0,0,-0.024875836407901,0.156434701541376,0,0,0,0,3.46944695195361e-18,0,0.0635903681205551,0,0,0,0.00242447876820985,0,0.114243249204514,0,0,0,0,0,0,0,0,0,0,-0.0221064456973961,0,0,-0.0306926228925213
X601318.CH.EQUITY,0,0,0.252570301636165,0,0,0,0,0,0.067581846872812,0,0.0648881309525167,0,0.00852057219545905,0,0.209605758192133,0,0,0,0,0,0,0.0826015607047172,0,0,0,0,0,0.129974221208628,0,0,0,0,0,0,0.00914719984437672,0,0,0,0,0,0,0,0,0,0.106143198146517,0,0,0.0356202516177673,0,0,0,0
X601939.CH.EQUITY,0.395817109705042,0.0403907451385754,0,0,0,0,0,0.365110154475829,0.204312967499867,0,0,0,0,0,0,0,0.046432609568845,0,0,-0.0181126091386687,0,0,0,0,0,0,0,0.312632695684027,0,-0.058772018392827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0718213959326663,0.0110788390455152
X601288.CH.EQUITY,0,0,0.135887029794612,0,0,0,0,0.513049095273179,0,-0.0524382577621372,0,0.0141918034597789,0,0,0,0,0,0,0,0,0,0,0.142433306981253,0,0.00876464230118395,0,0,0.145420772347001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176480461749447,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.238419283352683,0,0,0,-0.130269973286354,0,0,0.088482259535238,0,0,0.0358696941856731,0,0.146003708658518,0,0,0,0,0,0,0,0.46634840632231,0,0.124628800108168,0,0,0.0199903329842982,0,0,0,0,0,0,0,0,-0.052960754303871,0,0,0,0,0,0,0,0,0,0,0,0.040062834794172
X1299.HK.EQUITY,0,0,0,-0.0863284770804055,0,0,0,0,0,0.185258630506012,0,-0.0530089122076478,0,0,0,0,0,0,0,0,0.059782771314501,0,0.147896806912153,0,0,0,0,0,0,0,0,0,0,0,0,0.0995424526385375,0,0.147503150187411,0,0,0.134810989254565,0.108969422749703,0.0520693958012538,0,0,0,0,0,0.209381655296667,0,0,0
X601628.CH.EQUITY,0.0147835878881241,0,0,0,-0.0386906317472711,4.33680868994202e-19,0,0,0,0,0,0,-0.0025740615628116,0,0,-0.302584397859064,0,0,0,0.243558661070611,0,0,0,0,0,0,0,0,0,0,0,0,0.0526081208882962,0,0,0,0.633366926047275,0.135223348131795,0,0,0.017303713638267,0,0,0,0,0,0,0,0,0.0114547519346505,-0.0759592032886822,0.17866831833866
X601988.CH.EQUITY,0,0,0.0748692414580983,0.441767778655002,0,0,0,0,-0.0916525632104709,0,0,1.73472347597681e-18,0,0,0,0,0.28006625886731,0,0,0,0,0,0,0,0.0835077730811569,0,0.0452601687668935,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.00190444724885562,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.258940441152792,0.0151748135928268,0,0,0,0,0,0,-0.0850140453381079,0,0.121920099628278,0,0,0,0,0,0,0,-0.203744807739285,0,0,0.0988843626438587,0.250802399417245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212509287238951,0,0,0.114261997989196,0,0,0,0,0,0,0,0,-0.20183065865331
X388.HK.EQUITY,0,0,0,0,-0.290032672627924,0.262591489713681,-0.0306684621941491,0,0,0,0,0,0,0,0,0,0,0,0.272551643391453,0.314794850684238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0841096576088984,0,0,0.114043981370019,0,0,0,0,0,0,0.0428313331875392,0,0,0,0,0,0
