,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.268921259043927,0.135773580487736,0,0,0,0,0,0,0,0,0,0,0.186360739315224,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.311955308772906,0,0,0.90481990874067,-0.197542371907419,0,0,-0.00200586311864075,0,0,0,0,0,0,0,0,0.0202526152093692,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.22654756391032,0,0,0,0,0,0,0.12003898018982,0.113723306856396,0,0,0,0,0.10589722704695,0,0.0205038637565569,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154673133095749,0,0,0,0.256716338122196,0,0,0,0,0,0,0,0,0,0,-0.114404576537166
X601939.CH.EQUITY,0.297712268964555,0,0,0,0.167651360366617,0,0,0,0,0.0326121115377139,0,0,0,0,0,0,0,0.0303987604248766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139886915622821,-0.108243121343527,0,0.107137790987983,0,0,0.419470701267693,0,0.0766765201428549,0,0,0,0,0,0,0,0,0.0236055272195977
X601288.CH.EQUITY,0,0,0,0,-0.174425432773562,0,0,-0.417590152058399,0.159290928913771,3.46944695195361e-18,0.581471265733623,0,0,0,0,0.378691384140494,0,0,0,0,0,0,0,-0.281589876863683,0,0,0,0,0,0,0,0,-0.786009833730802,0,0,0,0,0.0670696865506397,0,-0.168158198075359,0,0,0,0,0.463327372883701,0,0.201695479099114,0,0,-0.250167600029627,-0.0203362251600631
X5.HK.EQUITY,-0.0766950545235984,-0.163105031414531,0,0,0,0,0,0,0,0,0,0,0,0,0.485676493434139,0,0,0.20156426373301,0,0.434361578230962,0,0,0.0236222792670699,0.0340293469369381,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,-0.175247160603931,0,0,0,0,0.0403051146041555,0,0,0,0,0,0,-0.0774928392349887,0
X601988.CH.EQUITY,-0.101085268665272,0,0,0,0.374982681851826,0,0,0,0,0,0,0,0,0,0,0.064313544798989,0,0,0.451420373385824,0,0,0,0,-0.110408789747499,0,0,0,0,-0.322337196846105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792440404681274,0,0,0,0,0
X600036.CH.EQUITY,0,0.2252073657189,-0.0660160909908058,0,-0.125170000427454,0.0308212352524516,0,0,0,0.671648878028599,0,0.0907610594353935,0,0,0,0,0.146470788077421,0,0,0,0,-0.0284041178187661,0,0.325032616599369,0,0,0.129609911940926,0,0,0,0,0,0,-0.230655802567535,0,0,0,0,0,0,0,0,0.0841841427003927,-0.146169512196765,0,0,0,0,0,0,0.0956243064303065
X1299.HK.EQUITY,0,0,0,0,0.19837719262301,0,0,0,0,0,0,-0.117440700349566,0,0,0,0.0558097014856369,0,0,0,0,0,0.139173427112703,0,0,0,0.167495714567786,0,0,0,0.0431299891472718,0,0.144421970684103,0,0,0,0,0,0,0,0,0,0,-0.121062625122795,0,0,0,0,-0.00871121210486392,0,0,0
X601628.CH.EQUITY,0,0.0631004164592055,0,0.00632623084871784,0,0,0,0,0,0,0.148859596612914,0,0,0.384298250236186,0,0,0,0,0.00786926537965368,-0.0214788460912094,0,0,0,0,0,0,0,0,0,0,-0.0645817700442968,0,0,0,0,0.0987464714965913,0,0,0.136810036298319,0.058055754286907,0,0,0,0,0,0.0500928944728118,0,0,0,4.33680868994202e-19,-0.10362704658566
X601328.CH.EQUITY,0,0,0,0.0274602183452003,0,0,0.507294639582361,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249175787627307,0,0,0.248868024917641,0,0.227741220311868,0.0394489397037153,0,0,0,0,0,0,0,-0.237647609318762,0,0,0,0,0,-0.0218209810328591,0.134619408883573,0,0,0,-0.0506833697210114,0,0,0,-0.0550138229191614,-0.216912222172089
