,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601788.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.175971575136844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0782367928325258,0,0.205071859630194,0,0,0.0492892519618116,-0.123574724050517,0,0,0,0,0,0.282458563043944,-0.162628458553505,0,0,0,0,0,0,0,0,0,0,-0.125342545702063,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.075880514684509,0,0,0,0,0.0388726629487713,0,0,0,0,0,0,0,0,0.439744273027493,0,0,0,0,0,0,0,0,0.103385280935329,0,0,0,0,0,0,0,0,0.198001178707353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13834543003554
X601939.CH.EQUITY,0,0,0,0.853505357850831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761007668547928,0,0,0,0,0.113316314034575,0,-0.0324492513824283,0,0,0,0,0,-0.0259999042901132,0,0,0,0,0.051632303302504,0,-0.0437416168639869,0,0,0,0,0.0386598651591637,0,0,0.0378671603867425
X601288.CH.EQUITY,0,0,0.89635482785236,0,0,0,-0.0606269421052832,0,0,0,0,0,0,0,0.025761354622201,0,0,0.131013890613214,0,0,0,0,0,0,0,0.00828607656083323,-0.100442289416366,0,0,0,0.0149007479434871,0.00910124880901999,0,0,0,0,0,0,-0.106199008675343,0,0,0,0,0,0,-0.0252203707864659,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,-0.152509605975354,0,0,0,0,0,0,1.12301814719792,0,0,0,0,0,-0.105324284939907,-0.0604342476989456,0,0,0.0763043099713007,0,0,0,0,0,0,0,0.00774121798718376,0,-0.213085998923398,0,0,-0.149561086869183,0,0,0,0,0,0,0.0449722743642258,0.091502792585891,0,0,0,0,0.0217958159060388,0,0.225923053404025
X600036.CH.EQUITY,0,0,0.380160961990155,0,0,0,0,0.0854439444369034,0.00795523006133635,0,0,0,0,0,0,0,0,0,0,0.0130724896856677,0,0,0,0,0,0.059719479971766,0,0,0,0.0672406183544774,0,0,0,0.360791541578886,0,0,0,0,0,0,0,-0.0593243393317446,0,0,0.113861705478187,0,0.0726373609488819,0,0,0,0,0
X601628.CH.EQUITY,0,0,1.73472347597681e-18,0,0,0,0,0.0603458014778022,0,-0.0663643688429928,0.012845239128808,0.788174003667437,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.1491945506309,0,0,0,0,0,0,0,-0.107993077369364,0,0,0,-0.0555493513820044,0,0,0.12905495635435,-0.0224412712732108,0,0,0.115486031460334,0,0,0,0,0,0,0,0,0,0.123306130887272
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0446543496033179,0,0,0,0,0,0,0,0,0,0,0,0.214908401885304,0.069522914325406,0,-0.138735945593056,0,0,0,0,0,0.113076452797468,0.187421432693973,0,1.38777878078145e-17,0,0,0,0,0.122964764219411,0,0,0,0,0,0,0,0,0.403909691805344,0,0,0,-0.0546788468354061,0.0870513497918548
X5.HK.EQUITY,0,0,0,0,0,0,-0.181523027153911,0,0,0,0.0352447409967652,0,0,0,0,0.377249933603445,0,0,0,0,0,0.0759643704510792,0,-0.0355342933079972,0.363069361578864,0.177856984828103,0,0,0.0829280464057373,0.0161728995103579,0,0,0,0,0,0,0,0,0,-0.125015839882784,0,-0.0607886258234779,0,0.0930986015991049,0,0,0,0,0,0,0,-0.126906286738142
X601658.CH.Equity,0,0,0,0.232061726752423,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225413531601712,0.0573042207210663,0,-0.113676110290029,0,0,0,0,0,-0.131884345242218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387830712555054,0,0,0.0642822005998652,0,0,0,0,0,0
