,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.0980789201761817,0,0,0,0,0,0,0,0.0444469765213075,0,0,0,0,0,0,0,0,0.187442206622927,0,0,0,0,0.379794531050653,0,0,0,0,0,0,0,0,0,0,0,0,-0.100981790670876,0,0,0.530070111739546,0,0,0,0,0,0,0,0,-0.019685612666065,0.106336833173366
X601318.CH.EQUITY,0,0,0,0,0,0,0.15047530193267,0,0.271692203297333,0,0,0,0,0,0,0,0,0.28040720019488,0.0779167913498683,0,0.0412393674176746,0,0,0,0,0.102570064840212,0,0,0,0,-0.0116230188636493,0,0,0,-1.73472347597681e-18,0.0601104401020364,0,0,0,0,0.0208350714490123,0,0,0,0.00121286381829555,0,0,0.0270234932324027,0.0186189399488289,0,0
X601939.CH.EQUITY,0,0,0,0.667815193000665,0.0438776440515622,0.0420689586856822,0,0,0,0.244418141896947,0,0,0,0,0,0,0,0,0,0,0.0938182247294502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0020113052148554,0,0.0152901384967645,0,0,0,0,0,0,0,0,0,0,0.0789914395127793
X601288.CH.EQUITY,0,0,1.38777878078145e-17,0,0,0,-0.412180360516972,0,0.0300795534441679,0,0.942789848469017,0,0,0,0,0,0,0,0,-0.143759874304122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151939196394046,0,0,0,0,0,0,0,0,0,0,0.0491788756495515,0,0,0
X5.HK.EQUITY,0,0.0438876492735167,0,0,0,0.137094545304793,0.349968189740983,0,0,0,0,0,0,0,0.0591983211725138,0,0,0,0,-0.0105056620852257,0,0,0,0,0,0.00101777633829333,0,-0.216575275343995,0,0,0,0,0,0,0,0,0.114923032436082,0.00839434967441229,0,0,0.318550690074377,0,0,0,0,0,-0.119950738513913,0,0.0407599484715939,0,0
X601988.CH.EQUITY,0,0,0,0,0.444864559973646,0,0.0349393886536514,0,0.00331662467200515,0,0,0,0,0,0,0.106727751483272,0.0243064988652966,0,0,-0.11110758902012,-0.0781280497308132,0,0,0,0.336840915402115,0,0,0,0,0,-0.313390909336031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0540437459160333,-0.124950952611294,0
X1299.HK.EQUITY,0,0,0,0,0.232724318805403,-0.00262220796086096,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.194700909376089,0,0,0,0,0,0,0,0,0.0347502256793901,0,0.0397775108234189,-0.116288958886922,0.0914398911095517,0.0457820304968163,0,0,0,0,0,0.527331120617172,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00867454013621955
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.418434495713253,0,0,0,0,0,0,0,0.261130048409579,-0.0417820790091481,0,0,0,0,0,0,0,0,0,0.00732492728999801,0,0,0,0,0,0,0,0,-1.35525271560688e-20,0,0,-0.00467168658140669,0,0.210989706283238,0,0,0,0,-0.108275506469101,0,0,0
X601628.CH.EQUITY,0,0.0276452380534997,0,0.00384788236770739,-0.0406377212886953,0,0,0,0,0,0,0.0908623818836961,0,0,0,0,0,0.16566293656923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407099319739019,0,0,0,0,0,0.208209716278188,0.10672857322131,0,0.0862088748751616,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.102662495339342,0,-0.0542402194874764,0,0,0.415378555794237,0,0,0,-0.0401382525439001,0,0.460665062756517,0,0,0,0,0,0,0.139907853911163,0,0.0937795997776143,0,0,0,0,0,0,0,0,0,-0.0898003513906838,0,0,0,-0.0902774389827588,-0.191387763216097,0,0,0,0,0,0,-0.0595130622422186,0,0,0,0,0,0
