,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,-0.1813556803211,0,0,-0.0450836156245832,0,0,0,0,0,0.494435806753581,0,0,0,0,0,0,0,0,0,0,-0.148231236306819,0,0,0,0,0,0,0,0,0,0,-0.285144266344303,0,0,0,0,0.700103644557111,0,-0.151382200909133,0.0594189813484381,0,0,0,0,-0.0393387759778964,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.163448810556003,0,0,0.0261049764222075,0,0,0,0,0.0592519618152059,0,0,0,0,0,0,0,0.121736578583581,0,0.033924863186676,0,0,0,0,0.0581264575325668,0,0,0,0,0,0,0,0.59124536898122,0.0224462064258166,0,0.0194296086401646,-0.077388451472544,0,0,0,0,-0.0400772302044024,0,0,0,0
X601939.CH.EQUITY,0.288750249487724,0,0,0,0,0,0,0,0,0.00744024754940144,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.11041270630134,0,0,0,0,0.214645183458284,0,0.0990491617423255,0,0,0,-0.354132391853528,0,0,0,0.532983931003323,0.0710194821607895,-0.0479107568563183,0,0,0,0,0,0,0,0.0717682544092129,0,0.0482106459904771
X601288.CH.EQUITY,0,0,0,0,0,0.341100975643848,0.00954269404649395,0,0.292981250362655,0.0550706308211001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145245406443947,0,0,0,0,0,0,-0.0229106458787149,0,0,6.93889390390723e-18,0,0,0.0749960502331105,0,0,0.132096786910199,0,0,0,0,0,0,0
X5.HK.EQUITY,-0.230663911885023,-0.065265234174389,0,0,0,0,0,0,0,0,0,0,0,0,0.197174953927673,-0.0466592977345813,0,0,0,0.115560290478419,0.207222743079754,0,0,0.494895532338682,0,0,0,0,0,-0.114436762123553,0,0,0,0,-0.0354103518524563,0,0,0,0,0,0.209993020951815,-0.0859145880552133,0,0,0,0,0,-0.126094456287924,0,0,0
X601988.CH.EQUITY,0.154424987550657,0,0.0151513536353058,0.474265038569024,0,0,0,0,0,0,0.107026386317336,0,0.0761989656336145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150462462214947,0.0702972978777754,0,0,0,0,0,0,0,0,0,0,0.115116281334482
X600036.CH.EQUITY,0,0.464707210411301,-0.0186204504011433,0,0,0,0,0,-0.128591813677634,0.610395852384176,0,0,0,0,-0.129884976587402,0,0,0.0180516158628993,0,0.0972192903476106,0,0,0,0,0,0.106988291705057,0,0.0556806459697696,0,0.328922121667209,0,0,0,0,-0.229511998908761,0,0,0,-0.0623300631483312,0,0.170416093779567,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0926376359019961,0,0,0,0,0,0.245761965902006,0.260424969924984,0,0.0470617240081812,0,0,-0.114152172002522,0,0.254599755430664,0.126164603953763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0461625923140027
X601628.CH.EQUITY,0,0,0.0122525271564632,0,0,0,0,0,0,0,0,0,0.0150427768044986,0.219717225518431,0,0,0,0.0012185147113767,0,0,0,0,0,0,0.115778035837547,0,0,0,0,0,0,0,0,0,0,0,0,0.404272736429441,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.054758573519383
X601328.CH.EQUITY,0,0.00663909144509628,0.0899915523650905,0.227424392008501,0,0,0.196511166241624,0,0,0,0,0.0950350858022238,0,0,0,0,0,0.208856068167358,0,0,0,0.0123149103102246,0,0,0,0,0.139808541041137,0,0,0,0,0,0,-0.18764358177912,0,0,0,0,0,0,0,0,0,0.10480001368662,0,0,0,0.0429861392434448,0,0,-0.437194158672963
