,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.279067845120194,0.05248036513584,0.0798669518566968,0,0,0,0,0,0,0,0,0,0,0.156891514811842,0,0,-0.115649478256817,0,-0.244391878274741,0,0,0,-0.336399604079126,0,0.117068561380145,0,0.774438617161334,-0.000518121547419481,0,-0.0805553176192211,0,0.197035558417702,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.230859048763341,0,0,0,0,0,0,0.157374102781185,0,0.138317734215321,0,0,0.0346088236358141,0,0,0.0267176896086701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146955663173494,0,0.118425625608209,0,0.2041990545706,0,0,0,0,0,0,0,0,0,0,-0.108138562977464
X601939.CH.EQUITY,0,0,0,0,0,0,0,0.0290443379262287,0,0.362787452096861,0,0,0,0,0,0,0,0.086166141379077,0,0,0,0,0,0,0,0,0,0,0,0.105490550188017,0,0,0,-0.32237995522836,-0.302700367426611,0,0,0.200519883574131,0.0631523126004013,0.528450313809068,0,0,0,0,0,0.224213145683854,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.51265259147756,0,0.0411069848863688,0.593213216928076,0,0,0,0.420819048619066,0,0,0,0,0,0,0,0,0,-0.449606060302113,0,0,0,0,0,0,0,-0.707464510251367,0,0,0,0,0,0,-0.068246915131399,0,0.530149632965017,0,0,0,0,0.173821243485116,0,0,-0.239272377124224,0
X5.HK.EQUITY,-0.0807221054660577,-0.103495004327277,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600028718394929,0,0,0.423267963893199,0,-0.0358998706133298,0,0,0.147662247509336,-2.16840434497101e-19,0,0,0,0,0,0,-0.0431647040721665,0,-0.016325539934721,0,0,0,0,-0.154383942020507,0,0,0,0.0736808623869535,0,0,0,0,-0.120319055850125,0,-0.00217221761713928,0
X601988.CH.EQUITY,-0.281458378900298,0,0,0,0.347919947677366,0,0,0,0,0,0,0,0,0,0,0,0,0.179191003224259,0,0,0.654171555249929,-0.01837424975619,0,0,-0.0349792382389176,0,0,0,0,-0.4809797170101,0,0,0,0,0,0,0,0,0.0802863454160153,0,0,0,0,0,0,0.105087081189507,0,0,0,0,0
X600036.CH.EQUITY,0,0.367571650024207,-0.0817438613684333,0,0,0,0,0,0,0.616435761592558,0,0.0752632956055761,0,0,0,0,0.0145429560813356,0,0,0,0,-0.0844433549764933,0,0,0.24710866075682,0,0,0.104214276445901,0,0,0,0.0428776424157818,0,-0.3476289428466,0,0,0,0,0,0,0,0.112088387432469,0.119756814419568,0,-0.0441228057217137,0,0,0,0,0,0.0762764403997977
X1299.HK.EQUITY,0,0,0,0,0.168642345023772,1.73472347597681e-18,0,0,0,0,0,-0.125745140007862,0,0,0.0508499652312092,0,0,0,0.0152760572733632,0,0,0.148425643669323,0,0,0,0.157621876021172,0,0,0.0575814901329525,0,0.212450711164877,0,0,0.00134701841017047,0,0,0,-0.0239990515224093,0,0,0,0,-0.123793225871147,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0589848486688952,0.00482304097688547,0.0345416799899867,0,0,0,0,0,0,0.0694251162762686,0,0,0.357854519397423,0,0,0,0,0,0,0.0873121242673042,0,0,0,0,0,0,0,0,0,0,-0.0393663656095002,0,0,0,0.070850256837328,0.144747397421852,0,0,0,0,0,0,0,0,0.100501848564811,0,0,0,8.67361737988404e-19,-0.0791181822649262
X601328.CH.EQUITY,0,0,0,0.0165410281742057,0,0,0.478820540500958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424105733728149,0,0.230561460003607,0.218084390604107,0,0.077720363519374,0,0,0,0,0,0,-0.268238628803712,0,0,0,0,0,-0.0376226724126663,0,0,0.132077630465018,0,0,0,0,0,-0.037516268538414,-0.24014057962146
