,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.243786815539305,0,0.392878856301943,0,0,0,0,0.0943399852417052,0,0,0.124968429739926,0,0,0,0,0,0,0,0,0,0,-0.0803322451609867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541935105023809,0.0199856788452234,0,-0.114288612798057,0
X601939.CH.EQUITY,0.375345314709994,0,0,0.270381221278151,0,0,-0.0806847814723564,0,0,0,0.0294199255857416,0,0.154693466201179,-0.0747565736415899,0,0,0,0,0,0,0,0,0,0,0,0.00879632085167844,0,0,0,0,0,0,0,0,0,0,0,-0.0120554298282336,0,0,0,0,0,0,0,0,0,0.197086990482085,0,0,0.0155461644969834,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0167519824420949,0,0,0,0,0,0,0,0.0129363331689485,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386399595933052,0,0,0,0,0,0,0,0.10041342991591,0,0,0,0,0.248020962683729,0,0,0,0
X601288.CH.EQUITY,0.449995643370216,0,0,0,0.209330391021297,0,0,0,0,0,0,0,0.0159901641048711,0,0,0,0,0,0,0,0,0.170217900470546,0,0,0,0,0,0,0.0199262108604262,0,0,0,0.0264249954800912,0,0,0,0,0,0,0,0,0,0.0643216859728661,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.117153871185219,0,0.361953288227993,0,0,0,0,0,0.264528901504381,0,0,0,0,0,0,0.113879030067191,0,0,0,0,0,0,0,0,0,0,0,0,0.0422948867058172,0,0,0,0,0,0,0,0,0,0,0.140024109541268,0,0,0,0,0,0,0,0,0,0,0.0328677716347566
X600036.CH.EQUITY,0,0,0.0404005679184535,0,0,0,-8.67361737988404e-19,0,0,0,0,0.38203403837677,0,0,0.00562181537761222,0,0,0,0,0,0,0,0.0518341576556834,0.124085897490815,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0825536646844928,0,0,0,0,0,0,0.0544309857725077,-1.73472347597681e-18,0,0,0,0,0,0,0.27338898669259,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0882468967180007,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.142081735569538,0,0,0,0,0,0,0,0,0,0,0,0.0135818673801568,0.176943853010734,0,0,0.031343764831317,0,0,0,0.188424360055383,0,0,0,0,0,0,0,0.0234706030904052,0,0.225271428266568,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.187281376237342,0,-0.088635965919542,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,1.1970424767337,0,-0.776200924884219,0,0.492399454443411,0,0,0,0,0,0,0,0,0,0,0,0,0.4334779233776,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.0833581008442382,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0835230847365687,-6.93889390390723e-18,0,0,0,0,0,0.199361068418913,0.159472366956138,0,0.157510532277734,0,0,0,0.111890866248094,0,0,0.0477805859720189,0,0,0,0,0,0,0,0.0573667293753651,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,-0.0466134652601271,0
X601658.CH.Equity,0,0,0,0.165439758659592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138374447854238,0,0,0,0.141132087600289,0,0,0,0.294858963682557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.0845819563335776,0,0,0.323600175315315,0,0,0,0,0,0,0,0,0.193552375537084,0,0,0,0,0,0,0,0.0200922075743347,0,0,0,0,3.46944695195361e-18,0,0,0,0.0495311224744748,0,0,0,0,0.0411424766383139,0.0630491666026137,0.0514169393765491,0,0.14055930946351,0,0,0,0.0972574826815816,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0376417142421445,0.0704396769234163,0,0,0,0.270270981094919,0,0,0,0,0.098880138630261,0,0,0,0,0,0,0,0.124064658911169,0,0.0442558967752766,0,0,0,0,0,0,0,0,0,0.149979866853213,0,0,0,0,0,0,0.0250669753270922,0,0,0,0.00280233973933619,0,0,0.101095223752342,0,0,0.0643933036846318,0.032726793587165,0,0,0
