,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.126295029275548,0,0,0,0,0,-0.074501979746639,0,0,0,0,0,0,0,0,0,0,-0.0590824223582392,0,0.00410705771175253,0.23357673243956,0.503699588566015,-0.110245239244503,0,0,0,0.205971647662456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0510911130913354
X601318.CH.EQUITY,0,0,0,0.00470266419637649,0,0,0,0,0,-0.0260640557376407,0,0,0.0271502875807491,0,0.0555482392654132,0,0.0160529333055313,0,0.498080314907203,0.0193270911039083,0,0,0,0,0,0,0,0,0.118181992972968,0,0,0,0,0,0,0.0652381735292902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.10752307551187,0,0.755443057818132,0,0,0,0,0,0.0246936647772382,0.087459937671192,0,0,0,0.0270314963829137,0,0.0181556217710047,0,0,0,0,0,0,0,0,0,0,0.0580007700207969,0,0.00743629948888129,0,0,0,0,0,0,0.0159188412074437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.908985691286822,0,0,0,0,0,0,0,0,0,0.0055721728286324,0,0,0,0,0,0,0.0173515192205458,0.0805325890718821,0,0,0,0,0,0,0,0,0.0355539696530722,0,0,0,0,0,0,0,0,0,0,-0.14245516039798,0,0,0,0,0.0485967498075284,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.027559209746788,0.301708131479555,0,0.268563944959841,0,0,0,0,0,0,0.437181291532872,0,0,0,0,0,0,0,0,-0.0751052243301664,0,0,0,0,0,0,0,0,0.0358070540077014,0,0,0,0,0,0,0,0,0.129207109486633,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.333933809883509,0,0,0,0,0.0775057553631868,0,0,0,0,0,0.0209518389591173,0,0.0309647336049982,0.13808325466661,0,0,0,0,0,0,0,0,0,0,0.1167601122776,0.159357256764483,0.0399704806426824,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345814331546578,0,0,0.0551784862757992,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.00352843759135771,0.232272374198558,0,0,0,0,0,0.00224989973104565,0,0,0,0,0,0,0.3055296302188,0,0,0,0.0787506799379058,0,0,0.0200615734682664,0,0,0,0.185383185235326,0,0,0,0,0.0214782498466829,0,0,0.0601879257570258,0,0,0,-0.0516681936519127,0,0,0,0.171799952486226,-0.0919703204838702,0
X601988.CH.EQUITY,0,0,0,0.0644247780880066,0,0.00937730447756562,0,0,-0.0552784354162624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0728350331143776,0,0,0,0,0,0,-0.0240992154310923,0,0,0,0,0,0,0,0,0,0,0.000214671137582866,-0.134336950357435,0,0.999520155581292,-1.73472347597681e-18,0,0.000799849966006547
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148597510517956,0,0.028267204031745,0,0,0,0.156016962658171,0,0.341633777235603,0,0,0,0,0,0,0,0,0,0,0,0.00419549670487435,-0.0275350399159761,0,0,0,0.21191344564631,0.112230222814774,0,0,0.0574717086125763,0,-0.32703625664559,0,0
X388.HK.EQUITY,0,0,0,0,0.222951553130976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12713336731612,0,0.256009648526023,0,0,0.115476069327168,-0.00878148767338343,0,0,0,0,0,0,0.111357028384826,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.177421501762002,0,0,0,0.281803829744162
