,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.147198939182611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107194254962234,0.321452624785806,0.416753729612309,0.216119328980764,-0.231413213718425,0,0,-0.0502279091332117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444910087553354,0
X601318.CH.EQUITY,0,0,0,0,0,0.243924417818702,0,0,0,-0.0712303413776172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131528858548344,0.188361033614055,0.0252248834723048,0,0,0,0.198649809371384,0,0.116050776022954,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377373632020502
X601939.CH.EQUITY,0,0,0,0.799789386340423,0,0,0,0,0,0,0.00100151004006668,0,-0.0394094425375,0,0,0,0.0419150142635258,0.121117258076946,0.0503419354592141,0,0,0,0,0,0,0,0,0,0.0361486880723916,0,0,0,0,0,0,0,0,0.0453872165908802,0,0,1.0842021724855e-19,0,0,0,0,0,0.00491479188506182,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.926155773628454,0,-0.087171806087221,0,0,0,0,0,0,0,0,0,0,0.0176006239406241,0,0,0.0863146332970295,0,0.0550730107932186,0,-0.0633894774615437,0,0,0,0,0,0.0271147054087645,0,0,0,0.0509826975914496,0,0,0.0100974058832348,0,0,-0.0242376265154941,0,0,0,-0.0886969686149899,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.00518634988976893,0,0,0,0,0,0,0,0,0.311582988081806,0,0.145356435070483,0,0,0,0,0,0,0,0.446480721360317,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0621745151071128,0,0,0,0,0,0,0,0.000415893847010291,0.275024883951575,0,0,0,0,0.0508457170396069
X600036.CH.EQUITY,0,0,0.241583414855087,0.144748564419108,0,0,0,0,0.0966765941182738,-0.0201393149572131,0,0,0,0,0,0,0.121713582068542,0.0746236854477118,0,0,0,0,0,0,0,0.0949153947113989,0,0,0,0,0.107154970877655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122715996299455,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.131445476365475,0.0759975802673741,0,0.0529004778037978,0,0,0,-0.0146201415643624,0,0,0,0,0,0,0,0,-0.0273583990037931,0,-0.0147372179406416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111567182855186,0,0,0,0,0,0,1.05411824093852,0.0235993143698722,0
X1299.HK.EQUITY,0,0,0,0,0.0701607559533932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350316044964145,0,0,0,0,0,0,0,0,0.254036107210593,0,0.0916749080289063,0,0,-8.67361737988404e-19,0,0,0,0,0.0470442376998758,0,0,0,0,0.0848592614031544,0,0,0,0,0.0765727817317318
X5.HK.EQUITY,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0135333517427516,0,0,-0.337338519892114,0,0,0,0,0,0,0,0,0.537604894181563,0.133627688121889,0,0,0,0,0,0,0,0,0,0,0.0809609975713103,0,0,-0.123405708735902,0.0433599061834209,0.146473533960642,0,-0.146807443852304,0,0.086794372604449,0,0,0
X388.HK.EQUITY,0,0,-0.189506066299036,0,0.155584911772934,0,0,0.113964269642105,0,0,0,0,0,0,0,0.0255040350526119,0,0,0,0,0,0,0.44546154837046,0,0,0,0.20491874159448,-0.0211737789550358,0,0.0141743740157944,0,0.0508299678956693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.191564359297558,0,0,0.252143612872561
X601658.CH.Equity,0,0.170936527799457,0.253402195500667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060159930889921,0,-0.1182154536875,0,-0.0504796827921368,0,0,0,0,0,0,0.0764732369240442,0,0,0,0,0,0,0,0,0,-0.119217998759962,0,0.755621392121058,0,0,0,-0.249323157731425,0,0,0,0,0,0
