,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0959832428594403,0,0.421791318028519,0,0.0461261479718682,0,0,0.236534239984342,0,0,0.151839219783882,0,0,0,0,0,0.0143825734300028,0,0.0112479649112943,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0580962558116285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.526522767107367,0,0,0,0,0,-0.111425858226503,0,0,0.0352386339549616,-1.38777878078145e-17,0,0.380737369563202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0167706899053425,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729170340000723,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0147350655436668,0,0,0,0,0,0,0.377698113114843,0,0,0,0,0,0,0,0,0.0511522771723613,0.0497901174913422,0,0,0.0276141655557445,0,0,0,0,0,0,0,0,0,0.0264797842929361,0,0,0,0.077438326590139,0.18149302183794,0,0,0,0.00817291796473271,0,0,0.121461914096077,0,0,0,0,0
X601288.CH.EQUITY,0.335458358947749,0.082735008862013,0,0,0.396703460981216,0,0,-0.0481294878996468,0,0,0.0425992221767701,0,0,0,0,0.0986005572203811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205025611475358,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0325393148134737,0,0,0,0,0,0,0,0,0,0,-0.0188790343375575
X601988.CH.EQUITY,0,0.0549939659243439,0,0.31975465019852,0,0,0,0,0,0,0.184434725021031,0,0,0.0859360601424247,0,0,0,0.199808869822701,0,0,0,0,0,0,0,0,-0.0114944874258667,0.0420642363730544,0,0,0.0763137538088219,0,0,0,0,0,0,0,0,0,0,0.0681858548563467,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.171655247924829,0,0,0.00834646890412564,0,0.551752689391075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426108880374299,0,0.052940180152417,0,0.0791902432763946,0,0,0,0,0.108987387727962,0,0,0,0,0.0567934539182795,0,0,0,0,0,0,0.10428650180919,0,0,0.0654316682706733
X1299.HK.EQUITY,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0349434355507224,0.0943584337345081,0,0,0,0,0.163981504695562,0,0,0.0716463536289884,0,0.118620924993723,0,0,0,0,0,0,0.052860890245505,0,0.139766531968516,0,0,0,0,0,0,0.0563193035179743,0,0,0,0,0,0,0.196952952976536,0,0,0
X5.HK.EQUITY,0,-0.20629427749149,0,-0.0321669907596481,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.265114002801613,0,0,0,0,0,1.41169047031809,-0.821086564715776,0,0.174724830037395,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194734840910789,0,0,0,0,0,0,0,0,0.392816782878923,-0.134746711658271,-0.234901834644742
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0343669369317949,0,0,0,0,0,0.166239588464543,0,0,0,0.21928090620236,0.292899466699612,0,0,0,0,0,0,0,0,0,0,0,0,0.0565891408623806,0,0,0,0,0.0720928860477729,0,0,0,0,0,0,0,0,0,-0.0300944156009043,0
X601658.CH.Equity,0,0,0,0.343474906388286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394324058454682,0,0,0,0.327634686599458,0.625695069777918,0,0,0,0,0,0.029387486066531,0,0,0,0,0,-0.107382381962833,0,0,0,0,0,0.124972724487247,0,0,-0.531757811793586,0,0
