,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.064896496178674,0.135984168826345,0,0.0126165272548924,0.0101646388658018,0,0,0,0,0,0,0,0,0,0.0638657741614142,0.158315216365553,0,0,0,0,0.104527948399412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0735556436927078,0.0488280539957968,0,0.0152031123863929,0,0,0.0373393004541531,0,0,0
X601318.CH.EQUITY,0,0,0.0977031816848981,0,0.100649612000261,0,0,0,0.120772887640145,0,0.0981788078233287,0,0.0381949090814739,0,0,0,0,0.0680536099064052,0,0.190394721713679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436345111170764,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146882517526969
X601939.CH.EQUITY,0,-6.93889390390723e-18,0,0.0764843118416976,0,0,0,0,0,0,0.109033803489629,0,0,0,0,0,0,0,0,0,0,0,0.640815203102078,0,0.150098460236908,0,0,0,0.0821479080706571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.108430429098347,0.118297832445739,0.0374952024227704,0,0,0.133336496151052,0,0.377203275729269,0,0,0.0617301762266333,1.73472347597681e-18,0,0,0.0266826245177978,0,0,0,0,0,0,0,0,0,0,0,0,0.0883716898016422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00358731158384754,0,0,0,0,0,0,0,-0.0362583227709904,-0.0753538175248717
X600036.CH.EQUITY,0.0346752731278503,0.0419557075589357,0,0,0,0,0.257082377714139,0.0462401214587571,0,0,0,0,0.220220424619464,0,0,0.148319315763552,0,0,0,0,0,0,0.181707088297235,0.232995208040149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112184426875141,0,0.0225481325165395,0.0423405006814297,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.05586949025373,0,0,0,-0.132683053406147,0,0,0,0,-0.0428931391464779,0.107376729345884,0,-0.0502137962719477,0,0,0,0,0,0,0,0,0,0,0.670345359289056,0,0,0,0,0,0,0,0.0739933454122432,0,0,0,0,0.190495814935955,0,0,-0.017283004264333,0.14387483351812
X1299.HK.EQUITY,0,0,-0.0956252201380398,0,0.114047092026423,0,0,0,0,0,-3.46944695195361e-18,0.192419812977848,0,0,0,0,0,0,0,0,0.138955221559049,0,0,0,0,0,0.164631575441057,0,0,0,0,0,0.0493432513682207,0,0,0,0,0,0,0.03299442278126,0.132640274872681,0,0.0862628213301885,0,0.0489722100558681,0.118267650255043,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.663324811597867,0.158393086002406,0,0,0,0,0,-0.00368012595384321,0,0,0,0,0,0,0,0,0,0.0842044065758913,0,0,0.237451101126998,0,0,0.00782462478329821,0,-0.0239011561301757,0,0.100483806114958,0,0.132657826830125,-0.0108081847608186,0,0,0,0,0,0,0,0,-0.0188310662336457,0,-0.0324687582826228,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.00851072974788694,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130265041673745,0,0,0,0,0,0.0852879805927487,0.179395177547515,0,0.0145103087348209,0,0,0,0,0,0,0,0,0,0,0.345858914390003,0,0,0,0,0,0.152168523310864,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0850495817420784,0,0.0419136718057226,0.0376622413877586,0,0,0,0,0.0348506198722975,0,0.123161616809192,0,0,0.0439803641272187,0,0,0,0,0,0,0,0.158187173732318,0,0,0,0.391088649381483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
