,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0801689333147253,0.511810392110339,0,0,0,0,0,0,0.10205128315392,0.0646640022709587,0,0,0.189052031721366,-0.00944444587844463,0,0.101970366516183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0233354963228502,0,0,0,0,0,0.0619623943902114,0,0,0,0,0,0,0,0,0,0,0,0.028656287165113
X601318.CH.EQUITY,0,0,0,0,0,0,0.0368326415384139,0,0.0550096467450262,0,0,0,0,0,0,0,0.266480162974074,0.0935131069388847,0,0,0.0109524774497309,0,0,0,0.0975458550734547,0,0,0,0,0,0,0,0,0.108776093458385,0,0,0,0,0.248405459935745,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0704567984902464,0,0
X601939.CH.EQUITY,0.136776572807534,0,0,0.545934390811038,0,0.0542461465821775,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161690427344123,0,0,0,0,0,0,0,0,0,0,0,0,0.00181292750219619,0,0,1.73472347597681e-18,0.014604404510902
X601288.CH.EQUITY,0.102563657162127,0,0.306292763909231,0,-0.0240704365949013,0,0,0,0,0.115974370582286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198068320358317,0,0,0.181898350914094,0,0,0,0.0604656579266175,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0
X5.HK.EQUITY,0,0,0.0686885137397533,0,0,0.193828721523902,0,0.258568425802302,0,0,0,0,0.276121444978335,0,0,0,0,0.115300166399836,0.0641055387372605,0.00243452892521695,-0.262928781722912,0,0,0,0,0.187962050688392,0,0,-0.185723909318951,0,0,0,0,0,0.129610484553398,0,0,0,0,0,0,0,0,0,0,0,0.0999815413812925,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.11054655046281,0,0,0.216467970620292,0.13621559869909,0,0,0,0,0.0326859061206288,0,0,0,0,0,0,0,0,0,0,0.0101624356023793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287648771558595,0.191729041564166,0,0,0,0,0,0.0151178307754382,-0.0672646501841467,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0317040675069451,0,0,0,0,0,0,0,0,0,0.626644317679429,0,0,0.144414494681071,0,0,0,0,0,0,0,0,0.0185349941602483,0,0,0,0,0,0.125790018726907,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.25264110271038,0,0,0,0,0,0,0,0,0.0595665153381761,0,0,0,0,0,0.0840588784418709,0,0,0,0,0,0,0.0582967292915025,0,0.114461884062668,0,0.0199468912472296,0.287084994875379,0.0307962142555325,0,0.160899884263576,0,0,0,0,0,0,0,-0.0666479918382331,-0.0607280449159074,0,0.0572367628635769,0,0,0,0,0
X601628.CH.EQUITY,0,0.158827505577581,0,0.0227138809494056,0,0,0,0,0,0,0,0,0,0,0,0,0.0748598809299044,0,0,0,0,0,0,0,0.150578650464277,0,0,0,0,0,0,0,0,0,0,0,0.363417501351152,0,0,0,0.138958823948124,0,0.0640018952480696,0.0102504067281501,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.121570336393773,-1.73472347597681e-18,0.0579019076511084,0.0815837244286329,0,0,0.0742302235611166,0,0,0,0,0,0.224953178157168,0,0,0,0,0,0,0,0,0,0.286797026969152,0,0,0,0,0,0,0,0,0,-0.0279023452801416,0.0139868110989746,0,0,0,0,0.158142194398622,0,-6.93889390390723e-18,0,0.00286021707653849,0,0,0,0.0878828367809884,0,0,0,0
X601166.CH.EQUITY,0.117896007119369,0,0.166701391310539,2.16840434497101e-19,0,0,0.171354950122692,0,0,8.67361737988404e-19,0,0,0.241100179918514,0,0,0.0450019572094472,-0.00264375345019194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0713096444317789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.400727003743442,0,0,0,0,0.267493331233344,0,0,0,0,0,0,0,0,0,0,0.383333008826635,0,0,0.338745762566036,0,0,0,0,0,0.328020142442513,0,0,0,0,0.0522506049069465,0,0,0,0,-0.189151655440038,-0.0455517801853033,0,0,0,0,0,0,0.146452502374584
X600000.CH.EQUITY,0,0,0,0,0.00946511966476333,0,0.263923628560248,0,0,0,0.304546630701521,0,0,0.0960584619187708,0,0,0,0.114825762771993,0.0734739680850797,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167710105763726,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0.256325568588931,0,0,0,-0.0358496135455655,0,-2.16840434497101e-19,0,0,0,0,0.121447122568557,0,0.425907085166082,0,0,0,0,0,0,0.0227887744002951,0,0,0.265970188004936,0.290178566081314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205448007669207,-8.67361737988404e-19,0.0254627166949786,0.0625334747032232,0,0,0
X16.HK.EQUITY,0,-0.170951653679551,0,0,0,0,0,0,0,0,0,-0.120632992520205,0,0.131863318302386,0,0,-0.118065043990802,0,0,0,0,0,0,0,0,0,0.0678895851892216,0,0,0.190349901120698,0.403564680168255,0,0,0.15458035302088,0.307784415718994,0,-0.0651643074982913,0,0,0,0,0,0,0,0,0.212039472369145,-0.125213802779161,0,0,0,-0.0539497023071339
X000002.CH.EQUITY,0,0,0,0,0,0.00487186507622235,0,0,0,0,0,0,-0.0454578442410993,0,0,0,0,0,0,0,0,0,0,0.0276600212291001,0,0,0,0,0.0374275679833011,0,0,0,0.0542275827866109,0.732689410663261,0,0,0,0,0,0.0614439812688475,0,0,0,0.03561301903367,0,0,0.0148704731164439,0,0,-0.0521650113152077,0
X601601.CH.EQUITY,1.73472347597681e-18,0.158226881507001,0,0,0,0,0.0331121588408642,0,0,0,0,0,0,0,0,0,0,0,0,0.00560712996335906,0,0,0,0,0.171035576155577,0,0,0,0,0,0.0191094074231926,0.0109997907155849,0,0.0585355530758861,0,0,0,0,0,0,0,0,0,0,0,0.0270402293701234,0,0,0.118597740282708,-0.0514009272975682,0
X2388.HK.EQUITY,0,0,0,-1.38777878078145e-17,0.307152574435275,-0.434467529984231,0,0.163383437049529,0,0,0,-0.167196319925778,0,0,0,0,0,0,0,0.270444639514942,0,0,0,0,0,0.244908719196931,0.2552254032672,0,0,-0.199546093636243,0,-0.099431960603375,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.111229432912156,0,0.0953358119046495
X267.HK.EQUITY,0,0,0,0,0.0963255560525142,0,-0.286533186429777,0,0.0935545265546773,0,0,0,0,0,0,0,-0.300621601996105,0,0,0.10923748667309,0,0,0,0,0,0,0,0,0.0182654791299287,0.230065138392387,0.145003858715711,0,0,0,0.10749924383279,0,0,0,0.351274642009899,0,0.100757496575277,0,0,0,0,0.495332959911998,0,0,0,0,0
