,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.0594148453719541,0,0.131872988541144,0.170358994391472,0,0.348053513888339,0,0,0,0.0023597099606573,0,0.13331014269743,0,0,0,0,0,0,0,0,0,0.0110484305347499,0,0.0047354366551021,0,0,0.112229895982333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.168833274003739,0,0,0,0,0,0,0,0.295345846189369,0,0,0,0,0,0,0.328782318344486,0,0,0,0.0252135459124464,0.0741106683095835,0,0,0,0,0.0767293795040344,0.0176216698217996,0,0,0,-0.0944308784032318,0,0,0,0,0,0.0661305399589311,0,0,0.0280446377691398,0,0,0,0,0,0.0330801045693707,0,0,0,0,0,-0.0131563047058555
X601939.CH.EQUITY,0.267989054486011,0,0,0,0,0,0,0,0,0,0,0,0,0.414928563373292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194534925684477,0,0.108784096499815,0,0,0.00680175345870499,0,0,0,0,0,0,0.00387839702541823,0,0,0
X601288.CH.EQUITY,0.343766539556332,0,0.0424235804906722,0,0,0.468766559834405,0,0,0,0,0,0,0,0,0.0357202516744635,0,0,0,2.77555756156289e-17,-0.0109615286356622,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112878688191794,0,0,0
X5.HK.EQUITY,0,0,0,-0.00515203806167066,0,0,0,0.168844558028763,0,0.15571284583423,0,0,0.358568806484647,0,0,0,2.77555756156289e-17,0,0,0,0,0.0414606620435967,0.687717487543595,0,0,0,0.0233492987381657,0,0,0,0,0,0,0.0870188392242229,0,0,0,0,0,-0.038760013236899,-0.253742252273805,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.134458069200398,0.0557054062741073,0,0,0,0,0,0,0.113629468908419,0,0.0705282809618384,0,0,0.115579067965755,0,0,0,0,0.0683969471297265,0,0.158393685022572,0,0,0.115022553745524,0,0,0,0,0,0.0231176559868125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110997555929747,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.197053032225869,0,0,0.229187169618895,1.38777878078145e-17,0,0,0,0.17708507180078,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149006549287833,0,0.00530075179158916,0.152876065621842,0,0,0.0961322658963247,0,0,0,0,-3.46944695195361e-18,0,0,0.0374014412283254,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.146690935164623,0,0,0,0,0,0,0,0.358917285451554,0.0238557835236317,0,0,0,0,0.180210838500785,0.266887205844419,0,0,0,0,0,0,0.268723202438903,0,0,0,0,0,0,0,0.00967684561716096,0,0,0,0,0,0,0,0,0,0,0,0.0744790787072917,0,0,0
X601628.CH.EQUITY,0.306115250744378,0,0,0,0,0,0,0,0,0,0,0,0,5.55111512312578e-17,0,0,0,0,0,0,-0.0171384961375717,0,0,0,0,0.0823781517715766,0,0,0,0.0730168954014885,0,0.267095191930024,0,0,0,0,0.177793416373598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.144911889653843,0,0,0,0,0,0.202762782035582,0,-0.0846185275267975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.204718769673968,0,0,0,0,0,0,0,0,0.677132127053808,0,0,0,0,0,0.520813629867595,-0.138394542318346,0,0,0
X601166.CH.EQUITY,0,0,0.172787636402314,0,0,0,0.395598908083461,0.0516822932987112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374506100636555,0.00420220154731296,0,0,0,0,0,0,0,0,0,0,0.0251825305011994,0,0,0,0,1.73472347597681e-18,0.090213813860076,-0.112966611017682,0,0,0.0502386119685837
