,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.282532894187606,0.0432669658338104,0.0108624004197125,0,0,0.431390842002453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102308046840517,0,0,0,0.0488267301239456,0,0,0,0.0184682423931393,0,0,0,0,0,0,0.0747072276380368,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.201244857420634,0,0,0,0,0,0.203805860606394,0,0,0,0.0480872452915612,0,0.0930102311391289,0,0,0.0656796836025277,0,0.0319824922164441,0,0,0,0,0,0,0,0,0.149790296524376,0,0,0.00819742882058655,0,0,0,0.132689519189638,0,0.0366629306197996,0,0,0,0,0,0,0,0,0,0,0,0,-0.0724635550610946,0
X601939.CH.EQUITY,0.491975089270891,0.147822567213618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0871930582340499,0,0,0,0,-0.120800677578512,0.0415667894205684,0,0,0,0,0,0.22273127698455,0,-0.0317609777888246,0,0.196794714569048,0,0,0,0,0,-0.0949583096786399,0,0,0,0,0,0,0,0,0,0,0.115806082783536,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0.00913255874593534,0.563904391121133,0,-0.0896044554991726,0,0.0450998532190778,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0846151843387753,0.0808669514353616,0.0758344302392052,0,0,0,0,0.107804532865625,0,0,0,0.0565722752643683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620045822406769,-3.46944695195361e-18,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.168655922310991,0,0.147096528658215,0,0,0,-0.0735140971843284,0.161419112032404,0,0,0.0544253220956499,0,0,0,0,0,0,0.0573320021711711,0,0,0,0.0272008476599225,0,0.0999102521523543,0,0,0,0,0,0,0,0,0,0,0,0.0749668313709327,0,0,0,0,0,0,0,0,0.360510035398191,0.0118560521100619,0.0329486457720494
X1299.HK.EQUITY,0,0,-0.235046513452359,0,0,0,0,0,0,0.129626870673891,0,0,0,0,0,0,0,0,0,0,0,0,0.0206664730894485,0.103389979915083,0,0,0,0,0,0,0,0,0.20359814290391,0,0,0,0,0.011134870307795,0.174879050147394,0,0.0344741641176202,0.102260336145319,0.314633550480128,0,0,0,0.279437139863032,0,0,0,0,0
X601628.CH.EQUITY,0.0490516225264163,0,0,0,0,0.00137157694903858,0,0,0,0,0,0,-0.0288456849779931,0,0,-0.114920653068484,0,0,0,0,0,0.0804650704535051,0,0,0,0,-0.115108112182601,0,0,0,0,1.73472347597681e-18,0,-1.73472347597681e-18,0.534114692948619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456236577664755
X601988.CH.EQUITY,0.0968747013824461,0,0.0901556095374295,0.337467155794419,0,0,0,0,0,0,0,0,0.243270813265785,0,0,0,0.0966741333577768,0,0,0,0,0,0.0388171890885827,0.0207900994905626,0,0,0,0,0,0.128398752551075,0,0,0,0,0,0,0,0,0,0,0,0,0.0106942675846461,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.293893592425341,0,0,0,0,0,0,0,0,0,0,0,-0.171526179379819,0,0,0,0,0,0,0,0,0,0.288356917506585,0,0.13970701276414,0,0.0468885683500449,0,0,0,0,0.0246860881787428,0,0,0,0,0,0,0,0.237325900625305,0,0.149879785695546,0,0,0,0,0.091098568002303,0,0,0,-0.0226501829840385
X388.HK.EQUITY,0,0,0,0,-0.274359994431876,0.27738606831509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0933973336836332,0.405956528249282,0,0,0,0,0,0.0221149714578266,0,0,-0.0114933187985373,0,-0.186243157957491,0,0,0,0,0,0.128404376176952,0.10729421357584,0,0,0,0,0,0,0.0813293569116621,0,0,0,-0.00989946178831759,0
