,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.0556196194842673,0,0.598487400754929,0,0.10893063941406,0,0,-0.054447934671488,0,0,0,0,0,0,0,0,0.123572029008229,0,0,0,0,0.0174201154972408,0,0,0,0,0,3.82792134379431e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606808444127588,0,0,0,0,0,0,0.0662632088127101,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0574478169427021,0,0,-0.00481000837180094,0,0,0,0.159357954235884,0,0,0,0,0,0.459888550755525,0,0,0,-0.0404520132882931,0,0,0,0,0,0.0598172910761363,0,0,-1.73472347597681e-18,0,0.0923242483708363,0,0,0.0687124957259623,0,0,0,0,0,0.00453038576105324,0,0,0,0,0,0.0112753370966408,0,0.140679446373192
X601939.CH.EQUITY,0,0,0,0,0.439928702141027,0,0.0997696439276089,0,0,0.0658368276677149,0.107394143854767,0,-0.148444890444267,0,-6.93889390390723e-18,0,0,0,0,0,0.0688511563794826,0,0,0,0.419897854024249,0,0,0,0,-0.039576564502682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0982353410732,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0385798237185808,0,0,0.231412841226051,0,0,0,0,0.153664004626802,0,0,0,0.206548184750348,0,0,0,0,0,0,0,0,0,0.0220612668687507,0,0,0,0.204659121403521,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0.0890773968756635,0,0.105784870885638,0,0,0
X601288.CH.EQUITY,0.0867947813449083,0,0,0,0,0,0.0658956527817432,-0.0197603315027815,0,0,0,0,0,0.0311787165193187,0,0,0.2840405667144,0,0,0,0,0,0,0,0.407444061675754,0,0,0,0.0390266252681698,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00483801912222855,0,0,0.0261605264334305,0,0,0,-0.0261763291968578,0,-0.118230707313313
X600036.CH.EQUITY,0,0.258611312941863,0,0,0.0101816105205388,0,0,0.0702479093879132,0,0,0,0,0,0.275731490397683,0,0,0,0,0.11841358359539,0,0,0,0,0,0,0.257486208952565,0,0.0562296943692246,0,0.0739366656236196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015072412467807,0
X601988.CH.EQUITY,0.154836979927038,0,0,0,0.215891438908258,0.31706077387055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0920632082184831,0,0,-0.0216880041009997,0,0.033401415791677,0,0,0,0,0.0217691309083774,0.204877290580862,0,0,0,0,0,0,0,0,0,0,-0.133298833233118,0,0.11126673964755,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.150119095612168,0,0,0,0,0,0,0.240766736509522,0.0714701914914378,0,0,0,0,0,0,0,0,0,-0.175641646225602,0,0,0.20931454045767,0,0,0.352287841360801,0,0,0,0,0,0,0,0,0,0,0,0.0198279815771384,0,0,0.0409086900143736,0.178841848670058,0.0661924820384996,0,0,0,0.0495771073647481,0,0,0,-0.0793062974323413
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.178804127314164,0,0,0,0,0,-0.159645843546396,0,0,0,0,0.205600924942444,0,0,0,0.0692617559396229,0,0,0.399901991185152,0.0599675357619486,-0.0492680501899772,0,0,0,-0.0386929520864158,0,0,0,0,0,0,0.215338861417527,0.181154101151401,3.46944695195361e-18,0,0,0,0,0.125340569833802,0,0
X388.HK.EQUITY,0,0.0422674300302154,0,0,0,0,0,0.0293356618933138,0,0,0,0,-1.0842021724855e-19,0.0206853038089409,0,0,0,0,0,0,0.0814885483142331,0.212596409641357,0,0.0828843498337525,0,0,0,0,0,0,0.198479962549295,0,0,0,0,0,0.194775958702387,0.148584198297784,0,0,-0.165636204669454,0,0,0,0,0,0.222889846917523,0,0,0,0,0.0766389174261683
