,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,-6.93889390390723e-18,0.317996278860282,0,0.00253100090842955,0,0,0.343209594482493,0,0,0,0,0,0,0,0.0185809189983765,0,0,0,0,0,0,0,0.17542285607892,0,0,0.0201685207629208,0,0,0,0,0,0,0,0,0,0,0.107027502297074,0,0,0,0,0,0,0,0,0,0,-0.0316118706553848,0,0,0
X601318.CH.EQUITY,0,0,0.336152329054944,0,0,0.182592612015908,0,0,0.00320599066739615,0,0,0,-8.67361737988404e-19,0,0.139441189813612,0,0,0,0,0.0163088596890538,0,0,0,0,0,0,0,0,0,0,0.15792762138565,0,0,0,0,0.0929795187172102,0,0,0,0,0,0,0,0,0,0,0.0318644139293742,0,0,0,0,0
X601939.CH.EQUITY,0.354101572072784,0.186626640431874,0,0,0,0,0,0.270603885589695,0,0,0,0,0,0,0,0,0.126259809166767,0,0,0,0,-0.0924585045918448,0,0,0,0,0,-0.0660416046493928,0,0,0.15516650458781,0,0.224605071392189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0680697494302024
X600036.CH.EQUITY,0,0.0381116754900368,0,0,0,0.229344224765327,0,0.0103040531719634,0.0406977624642138,0,0,-0.0620270636051548,0.120777992757739,0,0,0.107250422121442,0,0.154271140739089,0,0,0,0,0.0150900807861898,0,0.423085001226635,0,0.0268057690823185,0,0,0,0.0633792690155859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710875388925483,0.041365172397144
X601288.CH.EQUITY,0,0,0,0,0,0,0.00306724914936744,0.531940720875153,0,-0.0815463618276954,0,0.0636444883718815,0,0,0,0,0,0,0,0,0,0,0.0659154955679692,0.151248166460914,0,0,0,0,0,0,0.101144529059836,0,0.0424113168875639,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045679480844794,0,0.0164434389766667,0,0,0
X1299.HK.EQUITY,0,0,0,0.0369584017250958,0,0,0,-0.165131710757253,0,0.152584201570057,0,-0.0151583994287537,0,0,0.0116653565398416,0,0,0,0,0,0,0,0.138048945685787,0,0,0,0,0,0,0,0,0,0.098314374767344,1.73472347597681e-18,0,0,0,0.143622716127653,0,0.0915198110626067,0.166252345590986,0.035182427701845,0.0968971864068585,0,0,0,0,0,0.294567307498204,0,0,0
X601628.CH.EQUITY,0.145063888567794,0,0,-0.00773726541852479,0,0.000711612626180609,0,0,0,0,0,0,-0.0276260740333954,0,0,-0.198895146646836,0,0,0,0,0,0.138222038048022,0,0,0,0,-0.109900141153361,0,0,0,0,0,0,0.589380458556438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0772178143364706
X601988.CH.EQUITY,0.125288080400157,0,0.0537725077478594,0,0.540312088339946,0,0,0,0,0.0940765097730651,0,0,0.154026061349194,0,0,0,0,0,0.00669431272169908,0,0,0,0.129383148064696,0,0,0,0.0144158823927635,0.0826395818863404,0,0,0,0,0,0,0,0,0.0682062065089387,0,0.00248959054702168,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.163812000493641,0,0,0,0,0,0,0,-0.0495887873157395,0,0.0449849449401994,0,0,0,0,0,0,0,0,0,-0.224255621290016,0,0,0,0.134840958411436,0.0546803328153505,0,0,0,0,0,0.131796166341633,0,0,0,0,0,0,0,0.214033564768558,0.141202960566354,0,0,0,0,0,0,0,0,0,-0.138250128311977
X388.HK.EQUITY,0,0,0,-0.25665325949781,0,0.174676686697136,-0.058450410228009,0,0,0,0,0,0.0542258783017965,0,-0.0248507344547749,0,0,0,0,0,-0.0787338525115557,0.473651814231724,0,0,0,0,0,0,0.0758045898483914,0,0,0,-0.0892476248770429,0,0,0,0,0,0.250414814943822,0.106394296288176,0,0,0,0,0,-0.216930245165416,0,0.0791691626999656,0.0704346112310229,0,0,0
