,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X688.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.0163469228883567,0.469493302677528,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0321277093225425,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125304062857214,0,0,0,0,0,0,0,0.213380260158424,0,0,0,0,0,0.0279529955447682,0,0,0,0.045766847969702,0.0331890209271079,0.227329687578825,0.0368212245515603,0
X601318.CH.EQUITY,0,0,0,0,0.046683266175412,0,0,0.0485945410256512,0.0893018536660815,0,0,0,0,0.0493277239968618,0,0,0,0,0.251095401829078,0,0.254830593528467,0.136500213050715,0,0,0,0,0.0579519835375753,0.0842658928761546,0,0,0,0,0,0,0,0.00548395409703358,0,0,0,0,0,0,0,0,0,0.0196794960441091,0,0,0,0,0,0.112475491199609
X601939.CH.EQUITY,0,0,0,0.287206466828835,-0.0385904280957046,0,0,3.46944695195361e-18,0,-0.0108490362911928,0.0395964302322424,0,0,0,0,0,0,0,0,0,0,-0.269733772633255,0,0.712175022700711,0,0.0528317936889031,-0.141276683272677,0.0668711700338939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139170438836274,0,0,0,-0.0360880965622673,0,0,0,-0.0893570246438625,0
X601288.CH.EQUITY,0.218441621610713,0,0.0200645838149933,0,0,0.0380657489421791,-0.0579010988905486,0.288928203748513,0,0,0,0,0,0,0,0.11581235402788,0,0.006175760901775,0,0,0,0,0,0.0346567236660495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0.170146545755898,0,0,0.110463111408084,0,-0.0919052953085601,0
X600036.CH.EQUITY,0,0.201232047077334,0,0,0,0.0187577091615317,0.113530998826178,0.0971159118312336,0,0,0,0,0,0.181697805020043,0,0,0,0,0,0,0,0,0.0882657755544144,0,0,0,0,0,0.338692640450765,0.0058393473383927,0,0.0591156919652376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293287038359829
X601628.CH.EQUITY,0.0860302946626888,0,0,0,0,0,0,0,0,0.00230980242827727,0,0,0,0,0,-0.0427397835321623,0,0.185384252049361,0,0,0,0.0531287611682541,0,0,0,0,-0.0418548867532657,0,-0.104833445545292,0,0,0.0376887947693453,0.21722099847039,0,0.0856763872318327,0,0,0.54594698736864,0,0,-0.0354067534950944,0,0.0703083343411715,0,0,0,0,0,0,0,0,0.0263345131397434
X1299.HK.EQUITY,0,0,-0.0771146805162552,-0.0250503728981933,0,0.0300807528482392,0,0,0,0.139617176256838,0,0,0,-0.0898840266812043,-0.0643013136279158,0,0,0,0,0,0,0,0,0,0.118260776201856,0,0,-0.00896570165055437,0,0,0,0,0,0,0,0,0,0,0,0.29984130860717,0.139847157518604,0.138850241195965,0,0.0449983024063091,0,0,0,0.0855115534444851,0.235817019820187,0,0,0
X601988.CH.EQUITY,0.0309806296584624,0.0193020999518301,0.0459495738248242,0.171848060262686,0.356587308132729,0,0,0,0,0,0,0,0,0,0,0.188642787827967,0,0,0,0,0,0,-0.00808434045867626,0,0,0,0,0.0757833625134115,0,0.0160619546079382,0,0,-0.121410604232915,0,0,0.270380091392316,0,0,0,-0.0836271279605036,0,0,0,0,0,0,0,0,0,0,0.0452867563725186,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0283533621138569,0,0,0,0,0,0.0437189836367541,0,0,0,0,0,0,0,0,0,0,0.141883984170806,0,0.0124443369892727,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.000394641783744974,0.474206932630668,0,0,0.260800453677026,0,0.194202977536773,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,-0.0261028542014894,0,0.0760425331006143,0,0,0,-0.0106388139458462,-0.0703405881438831,0,0,0,0,0,0,0,0,0,0.432009448092695,0,0,0,0,0.277366913302644,0,-0.0313479167698608,0,0,0,0,0,0,0,0,0,0.323418792629605,0,0,0,0.0216465312872076,0.0924867425622253,0,0,0,6.93889390390723e-18,0,0,0,0
X601658.CH.Equity,0.0408879916901159,0,0,0,0,0,0,0.131378058141761,0,0,0,0,0,0.163433459811101,0.0970887648209773,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.026129928309306,0,0,0,0.0878446223571124,0,0,0,0,0,0,0,-0.0165120642863081,0,-0.0358005309805657,0,0.135138984188382,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.0260774495815745,0,0,0,0,0,0,0,0.073149724280941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161704825976968,0,0.36569788273076,0,0.0103549476033687,0,0,0,0,0.0682044149347918,0,0,0,0,0,0,0,0,0.099202108227203,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584118227739514,0,0,-0.0589102872729883,0.0797183144444855,0.0307682070481591,0,0,0,0,0,0,0,0,0,0,0,0,0.0122221786967514,0,0.0658838362618152,0,0,0,0,0.184398366395223,0,0,0,0.10523659881285,0,0,-0.169183734696635,0,0,0
X000001.CH.EQUITY,0,0.0712556052632101,0,0.0472751765951693,0.568691233730661,0.0202714612257618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548583131895984,0,0.0717659228547122,0,0.0146702277445345,-0.314433726013352,0.111391731696372,0,0.198973899989003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,-0.261918615090785,0,0,0.160417062265819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199630225822411,0,-0.204723274556185,0,0,0,0,0,0,0,0,-0.0465137534164091,0,0,0,0.110874666685178,0,0,0,0,0,0,0,0,0.0117297073428465
X601328.CH.EQUITY,-1.35525271560688e-20,0.166509212897273,0,0.0642992366956195,0,0,0,0.0869653774837553,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.218316400871708,0,0,0,0,0,0,0.0885051996949258,0,0,0,0,0,0.181329167568735,0,0,0,0,0.0878908136890961,0,0,0,0,0,0,0,0,0,0,0,0,0.0876249287830727,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0.00780890879953793,0,0,0,0,0,0.625319382578556,0,0.0687167429299263,-0.0434222074906858,0,0,0,0,-0.0477552775332361,0,0.0469087951458335,0,0,0,0,0,0,0,0,0,0.0239613553173539,0,0,0,0,0,0.134287889534394,0,0,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.260261382989998,0,0.157578640833222,0,0.197654701815307,0,0,0,-0.109797150774504,0,0.12468039669668,0,0.103352712082906,0,0,0,0,0,0,0.259917976286221,0,0,0,0,0,0,-0.0847991866838211,0.0297307194107705,0,0,0.0260694178883624,0,0,0,0,0,0.0391045722421484,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09330876271652
X600000.CH.EQUITY,0,0.17416122758066,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0259624502689201,0,0,0,0.405896407820302,0,0,0,0,0,0,0,0.00428879670109924,0,0,0,0,0,0,0.0541539330853816,0.0223038975712108,0,0,0,0.0196960738906265,0,0,0,0,0.0432803161615523,0,0,0.0513819031103766,0,0,0.0210716773213501,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0.17617209337078,-0.116087139428033,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110046085788796,0,0.0312889371070148,0.012751748730484,0,0,0,0.0438635159051977,0.0208478350079728,-0.102755874909843,0,0,0,0,0.0608441802720698,6.93889390390723e-18,0,0.233672259459064,0.44231942997138,0,0.0343826540614458,-0.671472222868219,0.200079264718605,0.102242425977104,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.364909797639325,0,0.10003043263,0,0.097239111803234,0,0,0,0,0,0,0,0.0133860000642544,0,0,0,0,0,0.229813115248848,0,0,0,0,0,0.122217607062765,0,0,-0.0447176355394237,0,0,0,0,0,0,-0.035153761408375,-0.0494922871131237,0,0,-0.0395602049667821
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0887583254123915,0,-0.0223624733488033,0,0,0,0,-0.162002202171428,0.183985804001849,0.221552541087949,0,6.93889390390723e-18,0,0,0.0151279892908724,0,0,0.0569515327406824,0,0.483055908530854,0,0,0,0,0,0,-0.0186976516549182,0.017747060307772
