,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.483336142358374,0,0,0.436835488432869,0,0,0,0,0.00840374496808627,0,0,0,0,0,-0.0594692615306903,0,-0.0503925732995326,0,0,0,0.0124577137335059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224118136715467,0,0,0,0,0,0,0,0,-0.100541188346701,0,0,-0.203683790727433,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0583246495654752,0,0,0,0,0,0,0.130436326499945,0,0.160886088049101,0,0,0,0,0,0.0631379887651844,0,0,0,0,0,0,0.0508818050565823,0,0,0,0,0.0883808418326204,0,0,0,0,0,0.378433967636309,-0.0236678083711276,0.0735725199818709,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.136459838473467,0,0,0,0,0,0,0,0.0088749537762583,0,0.0684702459513558,0,0,0,0,0,0,0,0,0,0.122975829975156,0,0,0,0,0,0.405528183633423,0,0,0,0,0,0,0.0672517491405017,0.0922157921153,0,0,0,0.0160470962486188,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0.0485926530443093,0,0,0,0,0,0,0,0.083080446562089,0,0,0,0,0,0,0,0,0,0.396604794892016,0,0,0,0.0625347470678383,0,0,0,0,0,-0.0584804074299392,0,0,0,0,0,0,0.225479935187851,0,0,0,0,0,0,0,0.0850395737345125,0,0,0
X5.HK.EQUITY,0,-0.146235996934754,0,0.051859484432014,0,0,0.00281028551422404,0,0,0,0,0,0,0,0.084312473372375,0,0,0,0,0.130692696124851,0,0,0,0.65111071595665,0,-0.121398688711539,0,0,-0.0363503096124302,0,0,0,-0.0925943616002712,0,0,0,0,0,0,0,0,0.109417821203617,0,0,-0.0105151846591382,0,0,-0.207657453553687,0,-0.162180680329949,0
X601988.CH.EQUITY,0.158990549982317,0,0,0.39073499014317,0,0,0,0,0,0.116476880202106,0,0,0.1010234910809,0,0,0,0,0,0,0,0,0,0.106959082141119,0,0.00817273570680732,0,0,0,0,0,0,0,0,0.127606290501913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00289124790454616,0.0897757069733878
X600036.CH.EQUITY,0,0.52821295155005,0,0.0364998696196275,0,0,0,0,0,0.0625367367049475,0,-2.77555756156289e-17,-0.187066662152105,0,0,0,0,0,0.0837237459475946,0,0,0,0,0,0,0.188439307488742,0,0,0.0217753002600169,0,0,0,0,0,0,0,0,0,0,0,0,0.28212584157758,0,0,0,0,0.137995999330507,0,-0.226331528233532,0,0
X1299.HK.EQUITY,0,0.00571010399640983,0,0,0,0,0,0,0,0,0,0,0,-0.0970688763679421,0,0,0,0.208138094869429,0.114639860527454,0,0.278394389882905,0.281145682676284,0,0.0894754379303656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101374401698611,0,0,0,0,0,0,0,0,0,0,0,-0.210343173107038
X601628.CH.EQUITY,0,0.165108193298084,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249245739353095,0,0,0,0,0.0371422497699799,0.133181468097985,0,0,0,0,0,0,-0.0646210746605654,0,0,0,0.0308456363653555,0,0,0,0,0.122751676149023,0,0.109295579743311,0,0,0,0,0,0,0,0,0.0882104136084443,-0.0176857267408407,0
X601166.CH.EQUITY,0,0,0.162529963736091,0,0,0.239984793533977,0,0,0,0,0,0,0,0,0,0.354082083981449,0,0,0,0,0,-0.196385611574926,0,-0.0253748198628802,0,0,0,0.275468647618039,0,0,0,0,0,0.298046647940502,0.0011975488594898,0,0,0,0,0.1054313950851,0,0,-0.094313527442783,0,0,0,0,0,0,0,-0.126222848640622
