,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.106896764464913,0,0.253888823741353,0,0.155187958273098,0,0,-0.0490023943344615,0,0,0,0,0,0,0,0,0,0,0,0.133982220034499,0,0,0,0,0,0,0,0,0,0,0,0.0535469638315424,0,0,0,0,0.0490479491549731,0,0,0,0,0,0,0,0,0.211317389601235,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0151559176252759,0.140689592481359,0,0.0333307298692837,0,0,0.134167886767166,0,0,0,0,0.258702895999557,0.274590298073261,0,0,0,0,0,0,0,-0.0334228038728103,0,0,0,0.081813402246278,0,0,0,0,0,0.0330811237930001,0,0,0,0,0,0.00822771623442333,0,0,0,0,0,0,0,0.0852703435229344
X601939.CH.EQUITY,0,0,0,0,0.018183629876058,0,0.434375912944725,0,0,0,0,0,-0.143536589573203,0,0,0,0,0,0,0,0.0135968494675871,0,0.636938070214671,-0.0629731378037062,0,-0.0149316837613241,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225551186363046,0,0,0,0,0,0,0,0,0,0,-0.112815366247514,0.00232199107389098
X601628.CH.EQUITY,0,0,0,0,0,0.0385173616389531,0,0,0,0.0987216175850199,0,0,0,0,0,0,0,0.263546074191872,0,0,0,0,0,0.0546596195864326,0,-0.204263371475162,-2.16840434497101e-19,0,0,0,0,0.0450364704450489,0,0.249426424347977,0.398271045687785,0,0,0,-0.0300917786085733,0,0,0,0,0,0,0,0.114870286832634,0,0,0,0,0.0436693163434176
X601288.CH.EQUITY,0.102992424227027,0,0.111634529538385,0,0,0,0.0771621233390609,-0.0629635571563253,0,0,0,0,0,0,0,0.169103651760642,0,0.104958809277371,0,0,0,0,0.22621311952751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0764531068852556,0,0.0737479712014148,0,0,0,0,-0.0790859137200757,0,0,0
X600036.CH.EQUITY,0,0.189427938691692,0,0.0443294527360865,0,0,0.111905155191034,0.0360077182732124,0,0,0,0,0,0.179693503188893,0,0,0,0,0,0,0,0,0,0,0.3644920356676,0,0,0.0448103416753485,0,0,0.0447538276737324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431668340892005,0,0,0,0,0.0272485882425113
X601988.CH.EQUITY,0.181199091397232,0.141183006409347,0.0519856551500953,0,0,0.31615524486525,0,0,0,0,0,0,0,0,0,0.227052054955711,0,0,0,0,0.177876065829286,0,0,0,0,0,0,0,0,0,0,0.0543185975731491,0,0,-0.0501375202588076,0,0,0,0,0,0,0,-0.150397637131066,0,0,0,-2.16840434497101e-19,0,0,0,0.0903329519779339,0
X1299.HK.EQUITY,0,0,0,0,-0.147612867402856,0.0449935790876567,0,0,0,0.357115829913658,0,0,0,0,0,0,0.114256195753652,0,0,0,-0.0592922387241382,0,0,0,0,0,0.336491341317804,0.144918604713453,0.0599097728769431,0,0,0,0,0,0,0,0,0,0,0,0.0805792319856695,0.0205942801996331,0,0,-0.000174463905725425,0,0,0,6.93889390390723e-18,0,0,-0.0122491795474049
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0453723068383032,0,0,0,0,0,0,0,0,0.0867683526733981,0,0,0,0,0.555917912636713,0.0222422432279661,0,0.124716318574448,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.188120096895073,-0.0252664149878773,0.149605710768722,0,0,0,0.115742719253324,0,0.140338889987921,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125585751163142,0,0,0,0,0,0,0.453903645289821,-0.0380607663655353,0.0945884445470544,0,0.105241572760855,-0.0502916892192585,0,0.230847810652775,0,0,0,0.345813309544606,0,0,0,0,0,0.21430505402629,0,0,0,-0.277306776236238,0,0.0298407948934629,0,0,0,-0.141176880820494,0
