,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.111471737296873,0.5607142551056,0,0,0,0.0852192129890399,0,0,0.00790910898548144,0,0,0,0.182153127592179,-0.0245691928218601,0,0,0.0765216572043844,0,0,0,0,0,0,0,0,0,0,0,0,0.0216728478238767,0,0,0,0,0,0,-0.0322353682175376,0,0,0,0,0.00225090406760259,0,0,0,0,0,0,0,0.0723183646015856
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.118595688431618,0.285375142696463,0,0,0,0,0,0,0,0,0.318931752408653,0.0877436005755612,0,0.0724889377401805,0,0,0,0.0644418633627648,0,0,0,0,-0.0278552354067585,0,0,0,0,0,0,0,0.0060648377821177,0,0.0442249019531052,0,0,0,0,0,0,0,0,0.0198757510251702,0,0.00935183404137666
X601939.CH.EQUITY,0.172980600527204,0,0,0.525454657084558,0.0983771049576396,0.0857379605512606,0,0,0,0.0183893068075337,0,0,0,0,0,0,0,-0.0793619987480894,0,0,0,0,0.0421916152277147,0,0,0,0,0.139453183354339,0,-0.0205796531391388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216253990614605,0,0,-0.0121269981220153,0.0745854875937096
X601288.CH.EQUITY,0,0,0.211682622601903,0,0,0,0,0,0.011901076829105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273485664936384,0,0.195537625003237,0,0,0,0.0474466141147094,0,0,0,0,0,0,0,0,0,0,0.0961768809280588,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0565712557917849,0,0,0.207417782155322,0,0.206198058254307,0,0,0,0.212025757996003,-0.00851471694215974,0,0,0,0,0,0.195632891607175,0,-0.244545297372582,0,0,0,0.0459705078563589,0,0,0,-0.0612299056738053,0,0,0,0,0,0.189901222255231,0,0,0,0,0.0806375572182179,0,0,0,0,0,0,0.17138067364128,-0.00759186944074785,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.3763324912869,0,0,0,0.107602236590789,0,0,0,0,0,0,0,0,0,0,-0.0111739182109207,0,0,0,0,0,0.132065920002601,0,0,0,-0.257273219869597,0,0.0350092151236883,0.0693015619446177,0,0,0,0,0,0,0,0,0.0707264183481089,0,0,0,0,0,0,0,-0.147580160288564,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.173441761490838,-0.0944271494926859,0,0.103978610831141,0,-0.0345347102874494,0,0,0.0345110866517067,0,0,0,0.471920542484518,0.0314491256195467,0.0414475318824117,0,0,0.082629491745404,0.111312632656413,-0.0371513007914456,0,0,0,0.089538231346804,0,0,0,0,0,0.266153024932905,0,0,0,0.111877552455401,0,0,0,0.0752414651009021
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303392676089132,0,0,0,0,0,0,0,0.0734485600640977,0,0.0628819732741177,0,0.118943884257544,0,0.0375174297426547,0,0,0,0.230313455096844,0,0,0,0,0,0,0,0,0,-0.0765616450136076,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.148204364740423,0,0.0503291861171628,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104552991860916,0,0,0,0,0,0,0,0.147780928285628,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0208847458113426,0.366369631805496,0,0,0,0.1189351030359,0,0.0565567104870298,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.391226647936922,0,0,0,0,0,0,0,0,0.40175459312626,0,0,0,0,0,0,0,0,0.00895807661089957,0.0570257969856376,0.0850655274823236,0,0,0,0,0,0,0,-0.0116630803712993,0,0,0.0256109362631769,0,0,0,0,0,0.103893971263734,0,-0.0139399350611925,0.222565175802114,0,0,0,0.0693065231772582,0,0,0,0
X601166.CH.EQUITY,0.207326201331809,0,0.0253250946832324,-3.46944695195361e-18,0,0,0.239311380301547,0,0,0.0314334329419385,0,0.263402415028905,-0.040421070463403,0,0,0.00836185207405585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137089224304775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0.107397418916977,0,0.0797578411353939,0,0.0955209605392702,0,0,0.0832695711518641,0.51519070572405,0,0,0,0,0,-1.38777878078145e-17,0,0,0.0746380846399343,0.218036377127803,0,0,0,0,0,0,0,0.117798334453361,0,0,0,0,-0.15270288734991,0,-0.0710498545685319,0,0,-0.045371415926132,0.0100826287617714,0,0,0,0,0,-0.0762955455401662,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.132439863045382,-0.20624008087809,0,-0.059328579769179,0,0,0,0,0,0,0.105621256842561,0,0,0,0,0,0.272460869808838,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,-0.123241603536286,0,0.117614589091959,0.0408596238983865,-0.0413989818229829,-0.0534600851194511,0,0,0,0.0803206139133216,0,0,0,0.393515253743789,0,0,0
