,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.374872512631168,0,0,0.171576543794323,0,0,0,0,0,0,0,0,0,0,0,0.0374728364330116,-0.0391220812538009,0,0,0,0,0,0,0.110473971500676,0,0,0,0,0,0,0,0,-0.00689807689916369,0.195182694729875,0,0,0,0,0,0,0,0.188757901831918,0,-0.127440013746089,0,0,-0.222132553112127,0,0
X601318.CH.EQUITY,-0.0214657281083467,0,0,0,0,0,0,0,0,0,0,0.0849970168347209,0,0.0683926473415934,0,0,0.352842168433846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0682859130758215,0.321281492185301,-0.0512972487454072,0.237757518637855,0.0457030576220578,0,0,0,0,0,-0.10702436616087,0,0
X601939.CH.EQUITY,0.0803800423337459,0,0,0,0,0,0,0,0,0,0.114056901533904,0,0,0,0,0,0,0,0,0.225809672905643,0.013964312841416,0,0,0,0,0.32360965581859,0,0,0,0,0,-0.0036807878151768,0,0,0.100258265314916,0,0,0,0.0107792849554508,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.230667081692028,0,0,0,0,0.163284507162367,0,0,0.221262737409448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.030683062418747,0.138819297111015,0,0,0,0.126318761700799,0,0,0.273091305137798,0,0,0,0,0.0150925358027924,0,0,0,-0.0593673502794232
X5.HK.EQUITY,-0.0770221529368472,-0.170805824020395,0,0.282942715129832,0,0,0,-0.280271707274784,-0.105590149535109,0,0,0,0,0,0,0,0,0.168107208517345,0,0.269497986686787,0,0,0.406931745812978,-0.0369605324499839,0,0,-0.0175966786100188,0,0,0,0,0,-0.0806977052648152,0,0,0,0,0,0,0,0,0.0252818512638767,0.14285515107536,0,0,0,-0.0164797640850374,0,0,-0.226741420797361,0
X601988.CH.EQUITY,0,0,0,0.380171567962813,0,0,0,0,0,0.14011825122503,0.182201036283532,0,0,0,0,-0.0898535369122166,0,0,0,0,0,0.0746528978920542,0,0,0,0,0.150153317640248,0,0,0,0,0,0.0811869499586248,0,0,0,0,0,0,0.0112689938827358,0,0.0373425445570919,0,0,0,0,0,0,-0.0223786445054637,-0.0194092580413111,0.140445907212575
X600036.CH.EQUITY,0,0.39625497494913,0,0,0,0,0,0,-0.129975406727838,0,0,0,0,0.21812311448908,0,0,0,0,0.122147674545302,0,0.0100730670962933,0,0.185391879521737,0,0,0,-0.0493199217619589,0,0,-0.0954285435364587,0,0,0.18040592825347,0,0,0,0.0182498487489831,0,0,0.208211017410243,0.0288864603448001,0,0,0,0,0,0.0155484802039319,0,0,0,0
X1299.HK.EQUITY,0,0.119077687210075,0,0,0,0,0,0,0,0,0,0,0,-0.0524289824596639,0.168085195514911,0,0,0.193519306236055,0.233757593830895,0,0.18044164133402,0,0.0256649277783781,0.0511735868115227,0,0,0,0.0638461077322031,0,0,0,0,0,0,0,0,0,0,-0.211651303450403,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,-1.73472347597681e-18,0,0,0,0,0,-3.46944695195361e-18,0,0.0291407102190205,0,0,0.0778994093251821,0,0,0,0.233285825890833,0,0,0,0,0,0.0796785264561039,0.0713579935234162,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131736504884976,0,0.192787295437028,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0943103313364053,0,0,0.123951450106271,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.224716972260283,0,0,0,0,0,0,0,0,0,0.0732180451580237,0,0,0,0,0,0.382995114365382,0,0.229913529536738,0,0,0,0,0.00263585814068221,0,0,0,0,0,0,0,-0.0349233218856878,0,0,-0.107765350499199
